id,year,state_name,state_code,district_name,district_code,crop_name,crop_code,crop_type,season,area,area_unit,production,production_unit,yield,yield_unit,old_district_name,actual_rainfall,rfs_rainfall,normal_rainfall,rainfall_deviation,agri_year,irrigation_food_category,irrigation_crop_type,irrigation_crop_name,irrigation_crop_code,irrigation_season,crop_irrigation_area,total_irrigated_area
407372,2020-2021,Telangana,36,Kumuram Bheem Asifabad,699,Jowar,102.0,Cereals,Kharif,931.0,Hectare,862.0,Tonnes,0.926,Tonnes/Hectare,Adilabad,1114.7199999999991,567.5759671105001,1103.5999999999992,-15.100530357419071,2020-2021,Food Crop,Cereals & Millets,Jowar,102.0,Kharif,29.0,1101556.0
407515,2020-2021,Telangana,36,Mancherial,684,Jowar,102.0,Cereals,Kharif,41.0,Hectare,33.0,Tonnes,0.805,Tonnes/Hectare,Adilabad,1114.7199999999991,567.5759671105001,1103.5999999999992,-15.100530357419071,2020-2021,Food Crop,Cereals & Millets,Jowar,102.0,Kharif,29.0,1101556.0
407840,2020-2021,Telangana,36,Nirmal,680,Jowar,102.0,Cereals,Kharif,42.0,Hectare,34.0,Tonnes,0.81,Tonnes/Hectare,Adilabad,1114.7199999999991,567.5759671105001,1103.5999999999992,-15.100530357419071,2020-2021,Food Crop,Cereals & Millets,Jowar,102.0,Kharif,29.0,1101556.0
428146,2021-2022,Telangana,36,Adilabad,501,Jowar,102.0,Cereals,Kharif,1804.0,Hectare,744.0,Tonnes,0.412,Tonnes/Hectare,Adilabad,1417.6999999999996,762.8942399207006,1103.5999999999992,47.542024516481625,2021-2022,Food Crop,Cereals & Millets,Jowar,102.0,Kharif,34.0,1041832.0
428706,2021-2022,Telangana,36,Kumuram Bheem Asifabad,699,Jowar,102.0,Cereals,Kharif,654.0,Hectare,125.0,Tonnes,0.191,Tonnes/Hectare,Adilabad,1417.6999999999996,762.8942399207006,1103.5999999999992,47.542024516481625,2021-2022,Food Crop,Cereals & Millets,Jowar,102.0,Kharif,34.0,1041832.0
428870,2021-2022,Telangana,36,Mancherial,684,Jowar,102.0,Cereals,Kharif,1.0,Hectare,1.0,Tonnes,1.0,Tonnes/Hectare,Adilabad,1417.6999999999996,762.8942399207006,1103.5999999999992,47.542024516481625,2021-2022,Food Crop,Cereals & Millets,Jowar,102.0,Kharif,34.0,1041832.0
429263,2021-2022,Telangana,36,Nirmal,680,Jowar,102.0,Cereals,Kharif,28.0,Hectare,19.0,Tonnes,0.679,Tonnes/Hectare,Adilabad,1417.6999999999996,762.8942399207006,1103.5999999999992,47.542024516481625,2021-2022,Food Crop,Cereals & Millets,Jowar,102.0,Kharif,34.0,1041832.0
450813,2022-2023,Telangana,36,Mancherial,684,Jowar,102.0,Cereals,Kharif,1.0,Hectare,1.0,Tonnes,1.0,Tonnes/Hectare,Adilabad,1907.2999999999984,1040.0245319448004,1103.5999999999992,68.3522533262958,2022-2023,Food Crop,Cereals & Millets,Jowar,102.0,Kharif,35.0,1040598.0
450163,2022-2023,Telangana,36,Adilabad,501,Jowar,102.0,Cereals,Kharif,1199.0,Hectare,504.0,Tonnes,0.42,Tonnes/Hectare,Adilabad,1907.2999999999984,1040.0245319448004,1103.5999999999992,68.3522533262958,2022-2023,Food Crop,Cereals & Millets,Jowar,102.0,Kharif,35.0,1040598.0
450661,2022-2023,Telangana,36,Kumuram Bheem Asifabad,699,Jowar,102.0,Cereals,Kharif,529.0,Hectare,35.0,Tonnes,0.066,Tonnes/Hectare,Adilabad,1907.2999999999984,1040.0245319448004,1103.5999999999992,68.3522533262958,2022-2023,Food Crop,Cereals & Millets,Jowar,102.0,Kharif,35.0,1040598.0
