id,year,state_name,state_code,district_name,district_code,food_category,crop_type,sub_crop_type,crop_name,crop_code,season,area,old_district_name
427846,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Nalgonda
427847,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Nalgonda
427848,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Nalgonda
427849,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,,Nalgonda
427850,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,56261.0,Nalgonda
427851,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Nalgonda
427852,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,81289.0,Nalgonda
427853,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Nalgonda
427854,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,4.0,Nalgonda
427855,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Nalgonda
427856,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,,Nalgonda
427857,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Pulses,Pulses,Gram,201.0,,,Nalgonda
427858,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,252.0,Nalgonda
427859,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,565.0,Nalgonda
427860,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Nalgonda
427861,2016-2017,Telangana,36,Nalgonda,514.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,756.0,Nalgonda
427862,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Nalgonda
427863,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Nalgonda
427864,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Nalgonda
427865,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,,Nalgonda
427866,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,1359.0,Nalgonda
427867,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Nalgonda
427868,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Nalgonda
427869,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Nalgonda
427870,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Nalgonda
427871,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,93.0,Nalgonda
427872,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,4764.0,Nalgonda
427873,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Nalgonda
427874,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,94.0,Nalgonda
427875,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,,Nalgonda
427876,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,98.0,Nalgonda
427877,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,112.0,Nalgonda
427878,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,112.0,Nalgonda
427879,2016-2017,Telangana,36,Nalgonda,514.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,228.0,Nalgonda
427880,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,1525.0,Adilabad
427881,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Adilabad
427882,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Adilabad
427883,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,761.0,Adilabad
427884,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Adilabad
427885,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,23048.0,Adilabad
427886,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Adilabad
427887,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Adilabad
427888,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Adilabad
427889,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,11.0,Adilabad
427890,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,20472.0,Adilabad
427891,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Adilabad
427892,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,17116.0,Adilabad
427893,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Adilabad
427894,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,1249.0,Adilabad
427895,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Adilabad
427896,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,210.0,Adilabad
427897,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Pulses,Pulses,Gram,201.0,,11.0,Adilabad
427898,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,23.0,Adilabad
427899,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,198.0,Adilabad
427900,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Adilabad
427901,2016-2017,Telangana,36,Nirmal,680.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,6.0,Adilabad
427902,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Adilabad
427903,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Adilabad
427904,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Adilabad
427905,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,23.0,Adilabad
427906,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,5153.0,Adilabad
427907,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Adilabad
427908,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Adilabad
427909,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Adilabad
427910,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Adilabad
427911,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,145.0,Adilabad
427912,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,620.0,Adilabad
427913,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Adilabad
427914,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,21.0,Adilabad
427915,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,231.0,Adilabad
427916,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,5568.0,Adilabad
427917,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,359.0,Adilabad
427918,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,16.0,Adilabad
427919,2016-2017,Telangana,36,Nirmal,680.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,35.0,Adilabad
427920,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,9367.0,Nizamabad
427921,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Nizamabad
427922,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Nizamabad
427923,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,134.0,Nizamabad
427924,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Nizamabad
427925,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,24097.0,Nizamabad
427926,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Nizamabad
427927,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Nizamabad
427928,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Nizamabad
427929,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,,Nizamabad
427930,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,86923.0,Nizamabad
427931,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Nizamabad
427932,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,99099.0,Nizamabad
427933,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Nizamabad
427934,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,124.0,Nizamabad
427935,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Nizamabad
427936,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,24.0,Nizamabad
427937,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Pulses,Pulses,Gram,201.0,,,Nizamabad
427938,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,175.0,Nizamabad
427939,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,488.0,Nizamabad
427940,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Nizamabad
427941,2016-2017,Telangana,36,Nizamabad,516.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,604.0,Nizamabad
427942,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Nizamabad
427943,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Nizamabad
427944,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Nizamabad
427945,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,1031.0,Nizamabad
427946,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,,Nizamabad
427947,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Nizamabad
427948,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Nizamabad
427949,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Nizamabad
427950,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Nizamabad
427951,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,19569.0,Nizamabad
427952,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,343.0,Nizamabad
427953,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Nizamabad
427954,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,126.0,Nizamabad
427955,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,415.0,Nizamabad
427956,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,3225.0,Nizamabad
427957,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,17267.0,Nizamabad
427958,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,394.0,Nizamabad
427959,2016-2017,Telangana,36,Nizamabad,516.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,22.0,Nizamabad
427960,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,,Karimnagar
427961,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Karimnagar
427962,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Karimnagar
427963,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,0.0,Karimnagar
427964,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Karimnagar
427965,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,11844.0,Karimnagar
427966,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Karimnagar
427967,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Karimnagar
427968,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Karimnagar
427969,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,,Karimnagar
427970,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,37754.0,Karimnagar
427971,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Karimnagar
427972,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,58685.0,Karimnagar
427973,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Karimnagar
427974,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,,Karimnagar
427975,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Karimnagar
427976,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,197.0,Karimnagar
427977,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Pulses,Pulses,Gram,201.0,,178.0,Karimnagar
427978,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,281.0,Karimnagar
427979,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,428.0,Karimnagar
427980,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Karimnagar
427981,2016-2017,Telangana,36,Peddapalli,682.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,,Karimnagar
427982,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Karimnagar
427983,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Karimnagar
427984,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Karimnagar
427985,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,,Karimnagar
427986,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,17858.0,Karimnagar
427987,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Karimnagar
427988,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Karimnagar
427989,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Karimnagar
427990,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Karimnagar
427991,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,,Karimnagar
427992,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,220.0,Karimnagar
427993,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Karimnagar
427994,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,,Karimnagar
427995,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,,Karimnagar
427996,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,208.0,Karimnagar
427997,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,33.0,Karimnagar
427998,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,,Karimnagar
427999,2016-2017,Telangana,36,Peddapalli,682.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,,Karimnagar
428000,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,,Karimnagar
428001,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Karimnagar
428002,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Karimnagar
428003,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,0.0,Karimnagar
428004,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Karimnagar
428005,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,2674.0,Karimnagar
428006,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Karimnagar
428007,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Karimnagar
428008,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Karimnagar
428009,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,,Karimnagar
428010,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,18093.0,Karimnagar
428011,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Karimnagar
428012,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,36173.0,Karimnagar
428013,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Karimnagar
428014,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,,Karimnagar
428015,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Karimnagar
428016,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,,Karimnagar
428017,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Pulses,Pulses,Gram,201.0,,135.0,Karimnagar
428018,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,,Karimnagar
428019,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,365.0,Karimnagar
428020,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Karimnagar
428021,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,,Karimnagar
428022,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Karimnagar
428023,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Karimnagar
428024,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Karimnagar
428025,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,,Karimnagar
428026,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,2062.0,Karimnagar
428027,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Karimnagar
428028,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Karimnagar
428029,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Karimnagar
428030,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Karimnagar
428031,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,,Karimnagar
428032,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,220.0,Karimnagar
428033,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Karimnagar
428034,2016-2017,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,,Karimnagar
