id,year,state_name,state_code,district_name,district_code,crop_name,crop_code,crop_type,season,area,area_unit,production,production_unit,yield,yield_unit,old_district_name
343752,2017-2018,Telangana,36,Warangal,522,Cowpea(Lobia),288.0,Pulses,Total,150.0,Hectare,175.0,Tonnes,1.167,Tonnes/Hectare,Warangal
343753,2017-2018,Telangana,36,Warangal,522,Dry Chillies,502.0,Spices,Kharif,4772.0,Hectare,19947.0,Tonnes,4.18,Tonnes/Hectare,Warangal
343754,2017-2018,Telangana,36,Warangal,522,Dry Chillies,502.0,Spices,Rabi,736.0,Hectare,2888.0,Tonnes,3.924,Tonnes/Hectare,Warangal
343755,2017-2018,Telangana,36,Warangal,522,Dry Chillies,502.0,Spices,Total,5508.0,Hectare,22835.0,Tonnes,4.146,Tonnes/Hectare,Warangal
343756,2017-2018,Telangana,36,Warangal,522,Ginger,503.0,Spices,Kharif,3.0,Hectare,21.0,Tonnes,7.0,Tonnes/Hectare,Warangal
343757,2017-2018,Telangana,36,Warangal,522,Gram,201.0,Pulses,Rabi,929.0,Hectare,1408.0,Tonnes,1.516,Tonnes/Hectare,Warangal
343758,2017-2018,Telangana,36,Warangal,522,Groundnut,1001.0,Oilseeds,Kharif,3151.0,Hectare,12654.0,Tonnes,4.016,Tonnes/Hectare,Warangal
343759,2017-2018,Telangana,36,Warangal,522,Groundnut,1001.0,Oilseeds,Rabi,3802.0,Hectare,10159.0,Tonnes,2.672,Tonnes/Hectare,Warangal
343760,2017-2018,Telangana,36,Warangal,522,Groundnut,1001.0,Oilseeds,Total,6953.0,Hectare,22813.0,Tonnes,3.281,Tonnes/Hectare,Warangal
343761,2017-2018,Telangana,36,Warangal,522,Jowar,102.0,Cereals,Rabi,92.0,Hectare,124.0,Tonnes,1.348,Tonnes/Hectare,Warangal
343762,2017-2018,Telangana,36,Warangal,522,Maize,104.0,Cereals,Kharif,15803.0,Hectare,110100.0,Tonnes,6.967,Tonnes/Hectare,Warangal
343763,2017-2018,Telangana,36,Warangal,522,Maize,104.0,Cereals,Rabi,18983.0,Hectare,158318.0,Tonnes,8.34,Tonnes/Hectare,Warangal
343764,2017-2018,Telangana,36,Warangal,522,Maize,104.0,Cereals,Total,34786.0,Hectare,268418.0,Tonnes,7.716,Tonnes/Hectare,Warangal
343765,2017-2018,Telangana,36,Warangal,522,Moong(Green Gram),204.0,Pulses,Kharif,474.0,Hectare,302.0,Tonnes,0.637,Tonnes/Hectare,Warangal
343766,2017-2018,Telangana,36,Warangal,522,Moong(Green Gram),204.0,Pulses,Rabi,324.0,Hectare,270.0,Tonnes,0.833,Tonnes/Hectare,Warangal
343767,2017-2018,Telangana,36,Warangal,522,Moong(Green Gram),204.0,Pulses,Total,798.0,Hectare,572.0,Tonnes,0.717,Tonnes/Hectare,Warangal
343768,2017-2018,Telangana,36,Warangal,522,Onion,708.0,Vegetable,Rabi,256.0,Hectare,9310.0,Tonnes,36.367,Tonnes/Hectare,Warangal
343769,2017-2018,Telangana,36,Warangal,522,Rice,101.0,Cereals,Kharif,36097.0,Hectare,89376.0,Tonnes,2.476,Tonnes/Hectare,Warangal
343770,2017-2018,Telangana,36,Warangal,522,Rice,101.0,Cereals,Rabi,17903.0,Hectare,57898.0,Tonnes,3.234,Tonnes/Hectare,Warangal
343771,2017-2018,Telangana,36,Warangal,522,Rice,101.0,Cereals,Total,54000.0,Hectare,147274.0,Tonnes,2.727,Tonnes/Hectare,Warangal
343772,2017-2018,Telangana,36,Warangal,522,Sesamum,1003.0,Oilseeds,Kharif,7.0,Hectare,2.0,Tonnes,0.286,Tonnes/Hectare,Warangal
343773,2017-2018,Telangana,36,Warangal,522,Sesamum,1003.0,Oilseeds,Rabi,14.0,Hectare,8.0,Tonnes,0.571,Tonnes/Hectare,Warangal
343774,2017-2018,Telangana,36,Warangal,522,Sesamum,1003.0,Oilseeds,Total,21.0,Hectare,10.0,Tonnes,0.476,Tonnes/Hectare,Warangal
343775,2017-2018,Telangana,36,Warangal,522,Soyabean,1009.0,Oilseeds,Kharif,22.0,Hectare,36.0,Tonnes,1.636,Tonnes/Hectare,Warangal
343776,2017-2018,Telangana,36,Warangal,522,Sugarcane,401.0,Sugar,Kharif,2.0,Hectare,149.0,Tonnes,74.5,Tonnes/Hectare,Warangal
343777,2017-2018,Telangana,36,Warangal,522,Sunflower,1007.0,Oilseeds,Rabi,3.0,Hectare,6.0,Tonnes,2.0,Tonnes/Hectare,Warangal
343778,2017-2018,Telangana,36,Warangal,522,Sweet Potato,703.0,Vegetable,Rabi,7.0,Hectare,54.0,Tonnes,7.714,Tonnes/Hectare,Warangal
343779,2017-2018,Telangana,36,Warangal,522,Turmeric,504.0,Spices,Kharif,5871.0,Hectare,26748.0,Tonnes,4.556,Tonnes/Hectare,Warangal
343780,2017-2018,Telangana,36,Warangal,522,Urad,203.0,Pulses,Kharif,116.0,Hectare,94.0,Tonnes,0.81,Tonnes/Hectare,Warangal
343781,2017-2018,Telangana,36,Warangal,522,Urad,203.0,Pulses,Rabi,103.0,Hectare,91.0,Tonnes,0.883,Tonnes/Hectare,Warangal
343782,2017-2018,Telangana,36,Warangal,522,Urad,203.0,Pulses,Total,219.0,Hectare,185.0,Tonnes,0.845,Tonnes/Hectare,Warangal
343783,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Arhar/Tur,202.0,Pulses,Kharif,7460.0,Hectare,3663.0,Tonnes,0.491,Tonnes/Hectare,Nalgonda
343784,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Banana,606.0,Fruits,Kharif,2.0,Hectare,129.0,Tonnes,64.5,Tonnes/Hectare,Nalgonda
343785,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Castor Seed,1002.0,Oilseeds,Kharif,83.0,Hectare,78.0,Tonnes,0.94,Tonnes/Hectare,Nalgonda
343786,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Cotton(Lint),1101.0,Fiber Crops,Kharif,67848.0,Hectare,166826.0,Tonnes,2.459,Tonnes/Hectare,Nalgonda
343787,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Cowpea(Lobia),288.0,Pulses,Kharif,22.0,Hectare,22.0,Tonnes,1.0,Tonnes/Hectare,Nalgonda
343788,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Cowpea(Lobia),288.0,Pulses,Rabi,324.0,Hectare,422.0,Tonnes,1.302,Tonnes/Hectare,Nalgonda
343789,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Cowpea(Lobia),288.0,Pulses,Total,346.0,Hectare,444.0,Tonnes,1.283,Tonnes/Hectare,Nalgonda
343790,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Dry Chillies,502.0,Spices,Kharif,12.0,Hectare,53.0,Tonnes,4.417,Tonnes/Hectare,Nalgonda
343791,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Gram,201.0,Pulses,Rabi,86.0,Hectare,130.0,Tonnes,1.512,Tonnes/Hectare,Nalgonda
343792,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Groundnut,1001.0,Oilseeds,Kharif,52.0,Hectare,114.0,Tonnes,2.192,Tonnes/Hectare,Nalgonda
343793,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Groundnut,1001.0,Oilseeds,Rabi,35.0,Hectare,78.0,Tonnes,2.229,Tonnes/Hectare,Nalgonda
343794,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Groundnut,1001.0,Oilseeds,Total,87.0,Hectare,192.0,Tonnes,2.207,Tonnes/Hectare,Nalgonda
343795,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Horse-Gram,206.0,Pulses,Rabi,207.0,Hectare,,Tonnes,0.0,Tonnes/Hectare,Nalgonda
343796,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Jowar,102.0,Cereals,Kharif,1426.0,Hectare,595.0,Tonnes,0.417,Tonnes/Hectare,Nalgonda
343797,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Maize,104.0,Cereals,Kharif,1392.0,Hectare,4101.0,Tonnes,2.946,Tonnes/Hectare,Nalgonda
343798,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Maize,104.0,Cereals,Rabi,44.0,Hectare,304.0,Tonnes,6.909,Tonnes/Hectare,Nalgonda
343799,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Maize,104.0,Cereals,Total,1436.0,Hectare,4405.0,Tonnes,3.068,Tonnes/Hectare,Nalgonda
343800,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Moong(Green Gram),204.0,Pulses,Kharif,330.0,Hectare,211.0,Tonnes,0.639,Tonnes/Hectare,Nalgonda
343801,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Moong(Green Gram),204.0,Pulses,Rabi,68.0,Hectare,57.0,Tonnes,0.838,Tonnes/Hectare,Nalgonda
343802,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Moong(Green Gram),204.0,Pulses,Total,398.0,Hectare,268.0,Tonnes,0.673,Tonnes/Hectare,Nalgonda
343803,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Onion,708.0,Vegetable,Rabi,1.0,Hectare,36.0,Tonnes,36.0,Tonnes/Hectare,Nalgonda
343804,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Rice,101.0,Cereals,Kharif,51081.0,Hectare,169078.0,Tonnes,3.31,Tonnes/Hectare,Nalgonda
343805,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Rice,101.0,Cereals,Rabi,47849.0,Hectare,173261.0,Tonnes,3.621,Tonnes/Hectare,Nalgonda
343806,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Rice,101.0,Cereals,Total,98930.0,Hectare,342339.0,Tonnes,3.46,Tonnes/Hectare,Nalgonda
343807,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Sesamum,1003.0,Oilseeds,Kharif,92.0,Hectare,13.0,Tonnes,0.141,Tonnes/Hectare,Nalgonda
343808,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Soyabean,1009.0,Oilseeds,Kharif,7.0,Hectare,11.0,Tonnes,1.571,Tonnes/Hectare,Nalgonda
343809,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Sugarcane,401.0,Sugar,Kharif,13.0,Hectare,967.0,Tonnes,74.385,Tonnes/Hectare,Nalgonda
343810,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Tobacco,1302.0,Drugs And Narcotics,Kharif,7.0,Hectare,32.0,Tonnes,4.571,Tonnes/Hectare,Nalgonda
343811,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Urad,203.0,Pulses,Kharif,15.0,Hectare,12.0,Tonnes,0.8,Tonnes/Hectare,Nalgonda
343812,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Urad,203.0,Pulses,Rabi,91.0,Hectare,80.0,Tonnes,0.879,Tonnes/Hectare,Nalgonda
343813,2017-2018,Telangana,36,Yadadri Bhuvanagiri,697,Urad,203.0,Pulses,Total,106.0,Hectare,92.0,Tonnes,0.868,Tonnes/Hectare,Nalgonda
363453,2018-2019,Telangana,36,Adilabad,501,Cowpea(Lobia),288.0,Pulses,Kharif,97.0,Hectare,77.0,Tonnes,0.794,Tonnes/Hectare,Adilabad
363448,2018-2019,Telangana,36,Adilabad,501,Arhar/Tur,202.0,Pulses,Kharif,23984.0,Hectare,31923.0,Tonnes,1.331,Tonnes/Hectare,Adilabad
363449,2018-2019,Telangana,36,Adilabad,501,Banana,606.0,Fruits,Kharif,11.0,Hectare,677.0,Tonnes,61.545,Tonnes/Hectare,Adilabad
363450,2018-2019,Telangana,36,Adilabad,501,Castor Seed,1002.0,Oilseeds,Kharif,23.0,Hectare,18.0,Tonnes,0.783,Tonnes/Hectare,Adilabad
363451,2018-2019,Telangana,36,Adilabad,501,Coriander,509.0,Spices,Rabi,263.0,Hectare,263.0,Tonnes,1.0,Tonnes/Hectare,Adilabad
363452,2018-2019,Telangana,36,Adilabad,501,Cotton(Lint),1101.0,Fiber Crops,Kharif,142447.0,Hectare,362821.0,Tonnes,2.547,Tonnes/Hectare,Adilabad
363454,2018-2019,Telangana,36,Adilabad,501,Cowpea(Lobia),288.0,Pulses,Rabi,35.0,Hectare,39.0,Tonnes,1.114,Tonnes/Hectare,Adilabad
363455,2018-2019,Telangana,36,Adilabad,501,Cowpea(Lobia),288.0,Pulses,Total,132.0,Hectare,116.0,Tonnes,0.879,Tonnes/Hectare,Adilabad
363456,2018-2019,Telangana,36,Adilabad,501,Dry Chillies,502.0,Spices,Kharif,28.0,Hectare,120.0,Tonnes,4.286,Tonnes/Hectare,Adilabad
363457,2018-2019,Telangana,36,Adilabad,501,Dry Chillies,502.0,Spices,Rabi,17.0,Hectare,104.0,Tonnes,6.118,Tonnes/Hectare,Adilabad
363458,2018-2019,Telangana,36,Adilabad,501,Dry Chillies,502.0,Spices,Total,45.0,Hectare,224.0,Tonnes,4.978,Tonnes/Hectare,Adilabad
363459,2018-2019,Telangana,36,Adilabad,501,Garlic,508.0,Spices,Rabi,10.0,Hectare,26.0,Tonnes,2.6,Tonnes/Hectare,Adilabad
363460,2018-2019,Telangana,36,Adilabad,501,Ginger,503.0,Spices,Kharif,2.0,Hectare,14.0,Tonnes,7.0,Tonnes/Hectare,Adilabad
363461,2018-2019,Telangana,36,Adilabad,501,Gram,201.0,Pulses,Rabi,25311.0,Hectare,47028.0,Tonnes,1.858,Tonnes/Hectare,Adilabad
363462,2018-2019,Telangana,36,Adilabad,501,Groundnut,1001.0,Oilseeds,Kharif,8.0,Hectare,20.0,Tonnes,2.5,Tonnes/Hectare,Adilabad
363463,2018-2019,Telangana,36,Adilabad,501,Groundnut,1001.0,Oilseeds,Rabi,606.0,Hectare,1508.0,Tonnes,2.488,Tonnes/Hectare,Adilabad
363464,2018-2019,Telangana,36,Adilabad,501,Groundnut,1001.0,Oilseeds,Total,614.0,Hectare,1528.0,Tonnes,2.489,Tonnes/Hectare,Adilabad
363465,2018-2019,Telangana,36,Adilabad,501,Jowar,102.0,Cereals,Kharif,2783.0,Hectare,2001.0,Tonnes,0.719,Tonnes/Hectare,Adilabad
363466,2018-2019,Telangana,36,Adilabad,501,Jowar,102.0,Cereals,Rabi,3234.0,Hectare,4110.0,Tonnes,1.271,Tonnes/Hectare,Adilabad
363467,2018-2019,Telangana,36,Adilabad,501,Jowar,102.0,Cereals,Total,6017.0,Hectare,6111.0,Tonnes,1.016,Tonnes/Hectare,Adilabad
363468,2018-2019,Telangana,36,Adilabad,501,Maize,104.0,Cereals,Kharif,469.0,Hectare,1456.0,Tonnes,3.104,Tonnes/Hectare,Adilabad
363469,2018-2019,Telangana,36,Adilabad,501,Maize,104.0,Cereals,Rabi,1004.0,Hectare,5599.0,Tonnes,5.577,Tonnes/Hectare,Adilabad
363470,2018-2019,Telangana,36,Adilabad,501,Maize,104.0,Cereals,Total,1473.0,Hectare,7055.0,Tonnes,4.79,Tonnes/Hectare,Adilabad
363471,2018-2019,Telangana,36,Adilabad,501,Moong(Green Gram),204.0,Pulses,Kharif,1253.0,Hectare,1031.0,Tonnes,0.823,Tonnes/Hectare,Adilabad
363472,2018-2019,Telangana,36,Adilabad,501,Moong(Green Gram),204.0,Pulses,Rabi,3.0,Hectare,3.0,Tonnes,1.0,Tonnes/Hectare,Adilabad
363473,2018-2019,Telangana,36,Adilabad,501,Moong(Green Gram),204.0,Pulses,Total,1256.0,Hectare,1034.0,Tonnes,0.823,Tonnes/Hectare,Adilabad
363474,2018-2019,Telangana,36,Adilabad,501,Onion,708.0,Vegetable,Kharif,1.0,Hectare,13.0,Tonnes,13.0,Tonnes/Hectare,Adilabad
363475,2018-2019,Telangana,36,Adilabad,501,Onion,708.0,Vegetable,Rabi,74.0,Hectare,2157.0,Tonnes,29.149,Tonnes/Hectare,Adilabad
363476,2018-2019,Telangana,36,Adilabad,501,Onion,708.0,Vegetable,Total,75.0,Hectare,2170.0,Tonnes,28.933,Tonnes/Hectare,Adilabad
363477,2018-2019,Telangana,36,Adilabad,501,Rice,101.0,Cereals,Kharif,385.0,Hectare,1222.0,Tonnes,3.174,Tonnes/Hectare,Adilabad
363478,2018-2019,Telangana,36,Adilabad,501,Rice,101.0,Cereals,Rabi,42.0,Hectare,143.0,Tonnes,3.405,Tonnes/Hectare,Adilabad
363479,2018-2019,Telangana,36,Adilabad,501,Rice,101.0,Cereals,Total,427.0,Hectare,1365.0,Tonnes,3.197,Tonnes/Hectare,Adilabad
363480,2018-2019,Telangana,36,Adilabad,501,Safflower,1008.0,Oilseeds,Rabi,8.0,Hectare,5.0,Tonnes,0.625,Tonnes/Hectare,Adilabad
363481,2018-2019,Telangana,36,Adilabad,501,Sesamum,1003.0,Oilseeds,Kharif,30.0,Hectare,5.0,Tonnes,0.167,Tonnes/Hectare,Adilabad
363482,2018-2019,Telangana,36,Adilabad,501,Sesamum,1003.0,Oilseeds,Rabi,226.0,Hectare,158.0,Tonnes,0.699,Tonnes/Hectare,Adilabad
363483,2018-2019,Telangana,36,Adilabad,501,Sesamum,1003.0,Oilseeds,Total,256.0,Hectare,163.0,Tonnes,0.637,Tonnes/Hectare,Adilabad
363484,2018-2019,Telangana,36,Adilabad,501,Soyabean,1009.0,Oilseeds,Kharif,26451.0,Hectare,41369.0,Tonnes,1.564,Tonnes/Hectare,Adilabad
363485,2018-2019,Telangana,36,Adilabad,501,Sugarcane,401.0,Sugar,Kharif,8.0,Hectare,664.0,Tonnes,83.0,Tonnes/Hectare,Adilabad
363486,2018-2019,Telangana,36,Adilabad,501,Sunflower,1007.0,Oilseeds,Rabi,20.0,Hectare,39.0,Tonnes,1.95,Tonnes/Hectare,Adilabad
363487,2018-2019,Telangana,36,Adilabad,501,Tobacco,1302.0,Drugs And Narcotics,Rabi,75.0,Hectare,202.0,Tonnes,2.693,Tonnes/Hectare,Adilabad
363488,2018-2019,Telangana,36,Adilabad,501,Turmeric,504.0,Spices,Kharif,229.0,Hectare,1489.0,Tonnes,6.502,Tonnes/Hectare,Adilabad
363489,2018-2019,Telangana,36,Adilabad,501,Urad,203.0,Pulses,Kharif,1524.0,Hectare,1399.0,Tonnes,0.918,Tonnes/Hectare,Adilabad
363490,2018-2019,Telangana,36,Adilabad,501,Urad,203.0,Pulses,Rabi,4.0,Hectare,6.0,Tonnes,1.5,Tonnes/Hectare,Adilabad
363491,2018-2019,Telangana,36,Adilabad,501,Urad,203.0,Pulses,Total,1528.0,Hectare,1405.0,Tonnes,0.92,Tonnes/Hectare,Adilabad
363492,2018-2019,Telangana,36,Adilabad,501,Wheat,106.0,Cereals,Rabi,2128.0,Hectare,3650.0,Tonnes,1.715,Tonnes/Hectare,Adilabad
363493,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Arhar/Tur,202.0,Pulses,Kharif,799.0,Hectare,1008.0,Tonnes,1.262,Tonnes/Hectare,Khammam
363494,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Arhar/Tur,202.0,Pulses,Rabi,11.0,Hectare,14.0,Tonnes,1.273,Tonnes/Hectare,Khammam
363495,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Arhar/Tur,202.0,Pulses,Total,810.0,Hectare,1022.0,Tonnes,1.262,Tonnes/Hectare,Khammam
363496,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Banana,606.0,Fruits,Kharif,351.0,Hectare,20440.0,Tonnes,58.234,Tonnes/Hectare,Khammam
363497,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Cashewnut,619.0,Fruits,Kharif,1408.0,Hectare,346.0,Tonnes,0.246,Tonnes/Hectare,Khammam
363498,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Cotton(Lint),1101.0,Fiber Crops,Kharif,48246.0,Hectare,117209.0,Tonnes,2.429,Tonnes/Hectare,Khammam
363499,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Cowpea(Lobia),288.0,Pulses,Kharif,11.0,Hectare,9.0,Tonnes,0.818,Tonnes/Hectare,Khammam
363500,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Cowpea(Lobia),288.0,Pulses,Rabi,293.0,Hectare,366.0,Tonnes,1.249,Tonnes/Hectare,Khammam
363501,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Cowpea(Lobia),288.0,Pulses,Total,304.0,Hectare,375.0,Tonnes,1.234,Tonnes/Hectare,Khammam
363502,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Dry Chillies,502.0,Spices,Kharif,3220.0,Hectare,18206.0,Tonnes,5.654,Tonnes/Hectare,Khammam
363503,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Dry Chillies,502.0,Spices,Rabi,1623.0,Hectare,10196.0,Tonnes,6.282,Tonnes/Hectare,Khammam
363504,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Dry Chillies,502.0,Spices,Total,4843.0,Hectare,28402.0,Tonnes,5.865,Tonnes/Hectare,Khammam
363505,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Groundnut,1001.0,Oilseeds,Kharif,334.0,Hectare,836.0,Tonnes,2.503,Tonnes/Hectare,Khammam
363506,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Groundnut,1001.0,Oilseeds,Rabi,1194.0,Hectare,2786.0,Tonnes,2.333,Tonnes/Hectare,Khammam
363507,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Groundnut,1001.0,Oilseeds,Total,1528.0,Hectare,3622.0,Tonnes,2.37,Tonnes/Hectare,Khammam
363508,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Jowar,102.0,Cereals,Rabi,120.0,Hectare,198.0,Tonnes,1.65,Tonnes/Hectare,Khammam
363509,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Maize,104.0,Cereals,Kharif,6182.0,Hectare,15523.0,Tonnes,2.511,Tonnes/Hectare,Khammam
363510,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Maize,104.0,Cereals,Rabi,3877.0,Hectare,24545.0,Tonnes,6.331,Tonnes/Hectare,Khammam
363511,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Maize,104.0,Cereals,Total,10059.0,Hectare,40068.0,Tonnes,3.983,Tonnes/Hectare,Khammam
363512,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Moong(Green Gram),204.0,Pulses,Kharif,128.0,Hectare,81.0,Tonnes,0.633,Tonnes/Hectare,Khammam
363513,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Moong(Green Gram),204.0,Pulses,Rabi,493.0,Hectare,402.0,Tonnes,0.815,Tonnes/Hectare,Khammam
363514,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Moong(Green Gram),204.0,Pulses,Total,621.0,Hectare,483.0,Tonnes,0.778,Tonnes/Hectare,Khammam
363515,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Rice,101.0,Cereals,Kharif,46593.0,Hectare,153058.0,Tonnes,3.285,Tonnes/Hectare,Khammam
363516,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Rice,101.0,Cereals,Rabi,7064.0,Hectare,28722.0,Tonnes,4.066,Tonnes/Hectare,Khammam
363517,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Rice,101.0,Cereals,Total,53657.0,Hectare,181780.0,Tonnes,3.388,Tonnes/Hectare,Khammam
363518,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Sesamum,1003.0,Oilseeds,Kharif,27.0,Hectare,5.0,Tonnes,0.185,Tonnes/Hectare,Khammam
363519,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Sesamum,1003.0,Oilseeds,Rabi,63.0,Hectare,44.0,Tonnes,0.698,Tonnes/Hectare,Khammam
363520,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Sesamum,1003.0,Oilseeds,Total,90.0,Hectare,49.0,Tonnes,0.544,Tonnes/Hectare,Khammam
363521,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Soyabean,1009.0,Oilseeds,Kharif,2.0,Hectare,3.0,Tonnes,1.5,Tonnes/Hectare,Khammam
363522,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Sugarcane,401.0,Sugar,Kharif,717.0,Hectare,57003.0,Tonnes,79.502,Tonnes/Hectare,Khammam
363523,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Sunflower,1007.0,Oilseeds,Rabi,5.0,Hectare,10.0,Tonnes,2.0,Tonnes/Hectare,Khammam
363524,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Tobacco,1302.0,Drugs And Narcotics,Rabi,694.0,Hectare,2320.0,Tonnes,3.343,Tonnes/Hectare,Khammam
363525,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Turmeric,504.0,Spices,Kharif,67.0,Hectare,436.0,Tonnes,6.507,Tonnes/Hectare,Khammam
363526,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Urad,203.0,Pulses,Kharif,29.0,Hectare,25.0,Tonnes,0.862,Tonnes/Hectare,Khammam
363527,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Urad,203.0,Pulses,Rabi,270.0,Hectare,400.0,Tonnes,1.481,Tonnes/Hectare,Khammam
363528,2018-2019,Telangana,36,Bhadradri Kothagudem,690,Urad,203.0,Pulses,Total,299.0,Hectare,425.0,Tonnes,1.421,Tonnes/Hectare,Khammam
363529,2018-2019,Telangana,36,Hanumakonda,686,Arhar/Tur,202.0,Pulses,Kharif,300.0,Hectare,194.0,Tonnes,0.647,Tonnes/Hectare,Warangal
363530,2018-2019,Telangana,36,Hanumakonda,686,Banana,606.0,Fruits,Kharif,9.0,Hectare,554.0,Tonnes,61.556,Tonnes/Hectare,Warangal
363531,2018-2019,Telangana,36,Hanumakonda,686,Cotton(Lint),1101.0,Fiber Crops,Kharif,32838.0,Hectare,73789.0,Tonnes,2.247,Tonnes/Hectare,Warangal
363532,2018-2019,Telangana,36,Hanumakonda,686,Cowpea(Lobia),288.0,Pulses,Rabi,47.0,Hectare,53.0,Tonnes,1.128,Tonnes/Hectare,Warangal
363533,2018-2019,Telangana,36,Hanumakonda,686,Dry Chillies,502.0,Spices,Kharif,192.0,Hectare,824.0,Tonnes,4.292,Tonnes/Hectare,Warangal
363534,2018-2019,Telangana,36,Hanumakonda,686,Garlic,508.0,Spices,Rabi,1.0,Hectare,2.0,Tonnes,2.0,Tonnes/Hectare,Warangal
363535,2018-2019,Telangana,36,Hanumakonda,686,Gram,201.0,Pulses,Rabi,313.0,Hectare,491.0,Tonnes,1.569,Tonnes/Hectare,Warangal
363536,2018-2019,Telangana,36,Hanumakonda,686,Groundnut,1001.0,Oilseeds,Kharif,18.0,Hectare,45.0,Tonnes,2.5,Tonnes/Hectare,Warangal
363537,2018-2019,Telangana,36,Hanumakonda,686,Groundnut,1001.0,Oilseeds,Rabi,440.0,Hectare,1095.0,Tonnes,2.489,Tonnes/Hectare,Warangal
363538,2018-2019,Telangana,36,Hanumakonda,686,Groundnut,1001.0,Oilseeds,Total,458.0,Hectare,1140.0,Tonnes,2.489,Tonnes/Hectare,Warangal
363539,2018-2019,Telangana,36,Hanumakonda,686,Maize,104.0,Cereals,Kharif,6717.0,Hectare,28856.0,Tonnes,4.296,Tonnes/Hectare,Warangal
363540,2018-2019,Telangana,36,Hanumakonda,686,Maize,104.0,Cereals,Rabi,10674.0,Hectare,65709.0,Tonnes,6.156,Tonnes/Hectare,Warangal
363541,2018-2019,Telangana,36,Hanumakonda,686,Maize,104.0,Cereals,Total,17391.0,Hectare,94565.0,Tonnes,5.438,Tonnes/Hectare,Warangal
363542,2018-2019,Telangana,36,Hanumakonda,686,Moong(Green Gram),204.0,Pulses,Kharif,70.0,Hectare,44.0,Tonnes,0.629,Tonnes/Hectare,Warangal
