id,year,state_name,state_code,district_name,district_code,irrigated_area_type,area_classification,area_sub_classification,irrigated_area,old_district_name,year_start,previous_year_area,historical_avg_area,area_change,area_change_pct
143514,2018-2019,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Government,107730.0,Nalgonda,2018,195699.0,148303.8,-87969.0,-44.95117501877884
151164,2019-2020,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Canal,Government,283341.0,Nalgonda,2019,107730.0,141541.5,175611.0,163.01030353661932
151170,2019-2020,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Government,159820.0,Nalgonda,2019,283341.0,161798.57142857142,-123521.0,-43.59446744382211
158928,2020-2021,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Canal,Government,314719.0,Nalgonda,2020,159820.0,161551.25,154899.0,96.920911024903
158934,2020-2021,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Government,165564.0,Nalgonda,2020,314719.0,178569.88888888888,-149155.0,-47.39307127945882
164520,2021-2022,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Canal,Government,367470.0,Nalgonda,2021,165564.0,177269.3,201906.0,121.95042400521852
164526,2021-2022,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Government,194541.0,Nalgonda,2021,367470.0,194560.27272727274,-172929.0,-47.05935178381909
171084,2022-2023,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Canal,Government,260015.0,Nalgonda,2022,194541.0,194558.66666666666,65474.0,33.655630432659436
171090,2022-2023,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Government,135208.0,Nalgonda,2022,260015.0,199593.76923076922,-124807.0,-47.99992308136069
128449,2016-2017,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Canal,Private,174818.5,Nalgonda,2016,,,,
128455,2016-2017,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Private,174818.5,Nalgonda,2016,174818.5,174818.5,0.0,0.0
135949,2017-2018,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Canal,Private,174818.5,Nalgonda,2017,174818.5,174818.5,0.0,0.0
135955,2017-2018,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Private,174818.5,Nalgonda,2017,174818.5,174818.5,0.0,0.0
