id,year,state_name,state_code,district_name,district_code,irrigated_area_type,area_classification,area_sub_classification,irrigated_area,old_district_name
128442,2016-2017,Telangana,36,Siddipet,692.0,Net Irrigated Area,Canal,Government,20274.0,Medak
128443,2016-2017,Telangana,36,Siddipet,692.0,Net Irrigated Area,Canal,Private,,Medak
128444,2016-2017,Telangana,36,Siddipet,692.0,Net Irrigated Area,Other Source,Other Source,37.0,Medak
128445,2016-2017,Telangana,36,Siddipet,692.0,Net Irrigated Area,Tank,Tank,4468.0,Medak
128446,2016-2017,Telangana,36,Siddipet,692.0,Net Irrigated Area,Well,Other Well,10382.0,Medak
128447,2016-2017,Telangana,36,Siddipet,692.0,Net Irrigated Area,Well,Tubewell,41529.0,Medak
128448,2016-2017,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Canal,Government,160630.0,Nalgonda
128449,2016-2017,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Canal,Private,,Nalgonda
128450,2016-2017,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Other Source,Other Source,5842.0,Nalgonda
128451,2016-2017,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Tank,Tank,2620.0,Nalgonda
128452,2016-2017,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Well,Other Well,276.0,Nalgonda
128453,2016-2017,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Well,Tubewell,926.0,Nalgonda
128454,2016-2017,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Government,105245.0,Nalgonda
128455,2016-2017,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Private,,Nalgonda
128456,2016-2017,Telangana,36,Suryapet,696.0,Net Irrigated Area,Other Source,Other Source,4089.0,Nalgonda
128457,2016-2017,Telangana,36,Suryapet,696.0,Net Irrigated Area,Tank,Tank,1572.0,Nalgonda
128458,2016-2017,Telangana,36,Suryapet,696.0,Net Irrigated Area,Well,Other Well,199.0,Nalgonda
128459,2016-2017,Telangana,36,Suryapet,696.0,Net Irrigated Area,Well,Tubewell,639.0,Nalgonda
128460,2016-2017,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Canal,Government,5886.0,Ranga Reddy
128461,2016-2017,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Canal,Private,,Ranga Reddy
128462,2016-2017,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Other Source,Other Source,2.0,Ranga Reddy
128463,2016-2017,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Tank,Tank,3050.0,Ranga Reddy
128464,2016-2017,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Well,Other Well,1004.0,Ranga Reddy
128465,2016-2017,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Well,Tubewell,32470.0,Ranga Reddy
128466,2016-2017,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Canal,Government,4912.0,Ranga Reddy
128467,2016-2017,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Canal,Private,,Ranga Reddy
128468,2016-2017,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Other Source,Other Source,2.0,Ranga Reddy
128469,2016-2017,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Tank,Tank,2257.0,Ranga Reddy
128470,2016-2017,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Well,Other Well,863.0,Ranga Reddy
128471,2016-2017,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Well,Tubewell,26625.0,Ranga Reddy
128472,2016-2017,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Canal,Government,69944.0,Mahabubnagar
128473,2016-2017,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
128474,2016-2017,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Other Source,Other Source,3399.0,Mahabubnagar
128475,2016-2017,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Tank,Tank,1916.0,Mahabubnagar
128476,2016-2017,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Well,Other Well,571.0,Mahabubnagar
128477,2016-2017,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Well,Tubewell,5776.0,Mahabubnagar
128478,2016-2017,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Canal,Government,56831.0,Mahabubnagar
128479,2016-2017,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
128480,2016-2017,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Other Source,Other Source,3195.0,Mahabubnagar
128481,2016-2017,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Tank,Tank,1782.0,Mahabubnagar
128482,2016-2017,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Well,Other Well,520.0,Mahabubnagar
128483,2016-2017,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Well,Tubewell,4101.0,Mahabubnagar
128484,2016-2017,Telangana,36,Warangal,522.0,Gross Irrigated Area,Canal,Government,39113.0,Warangal
128485,2016-2017,Telangana,36,Warangal,522.0,Gross Irrigated Area,Canal,Private,,Warangal
128486,2016-2017,Telangana,36,Warangal,522.0,Gross Irrigated Area,Other Source,Other Source,731.0,Warangal
128487,2016-2017,Telangana,36,Warangal,522.0,Gross Irrigated Area,Tank,Tank,17971.0,Warangal
128488,2016-2017,Telangana,36,Warangal,522.0,Gross Irrigated Area,Well,Other Well,65738.0,Warangal
128489,2016-2017,Telangana,36,Warangal,522.0,Gross Irrigated Area,Well,Tubewell,26851.0,Warangal
128490,2016-2017,Telangana,36,Warangal,522.0,Net Irrigated Area,Canal,Government,24256.0,Warangal
128491,2016-2017,Telangana,36,Warangal,522.0,Net Irrigated Area,Canal,Private,,Warangal
128492,2016-2017,Telangana,36,Warangal,522.0,Net Irrigated Area,Other Source,Other Source,475.0,Warangal
128493,2016-2017,Telangana,36,Warangal,522.0,Net Irrigated Area,Tank,Tank,9704.0,Warangal
128494,2016-2017,Telangana,36,Warangal,522.0,Net Irrigated Area,Well,Other Well,43387.0,Warangal
128495,2016-2017,Telangana,36,Warangal,522.0,Net Irrigated Area,Well,Tubewell,16916.0,Warangal
128496,2016-2017,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Canal,Government,,Nalgonda
128497,2016-2017,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Canal,Private,,Nalgonda
128498,2016-2017,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Other Source,Other Source,3247.0,Nalgonda
128499,2016-2017,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Tank,Tank,7000.0,Nalgonda
128500,2016-2017,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Well,Other Well,9570.0,Nalgonda
128501,2016-2017,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Well,Tubewell,70177.0,Nalgonda
128502,2016-2017,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Canal,Government,,Nalgonda
128503,2016-2017,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Canal,Private,,Nalgonda
128504,2016-2017,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Other Source,Other Source,2046.0,Nalgonda
128505,2016-2017,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Tank,Tank,4444.0,Nalgonda
128506,2016-2017,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Well,Other Well,6316.0,Nalgonda
128507,2016-2017,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Well,Tubewell,42106.0,Nalgonda
135747,2017-2018,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Tank,Tank,6361.0,Karimnagar
135849,2017-2018,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Tank,Tank,4521.0,Mahabubnagar
135927,2017-2018,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Tank,Tank,3959.0,Medak
135636,2017-2018,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Canal,Government,56054.0,Adilabad
135637,2017-2018,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Canal,Private,,Adilabad
135638,2017-2018,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Other Source,Other Source,3374.0,Adilabad
135639,2017-2018,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Tank,Tank,3668.0,Adilabad
135640,2017-2018,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Well,Other Well,299.0,Adilabad
135641,2017-2018,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Well,Tubewell,29562.0,Adilabad
135642,2017-2018,Telangana,36,Adilabad,501.0,Net Irrigated Area,Canal,Government,56054.0,Adilabad
135643,2017-2018,Telangana,36,Adilabad,501.0,Net Irrigated Area,Canal,Private,,Adilabad
135644,2017-2018,Telangana,36,Adilabad,501.0,Net Irrigated Area,Other Source,Other Source,3374.0,Adilabad
135645,2017-2018,Telangana,36,Adilabad,501.0,Net Irrigated Area,Tank,Tank,3668.0,Adilabad
135646,2017-2018,Telangana,36,Adilabad,501.0,Net Irrigated Area,Well,Other Well,299.0,Adilabad
135647,2017-2018,Telangana,36,Adilabad,501.0,Net Irrigated Area,Well,Tubewell,29562.0,Adilabad
135648,2017-2018,Telangana,36,Bhadradri Kothagudem,690.0,Gross Irrigated Area,Canal,Government,38142.0,Khammam
135649,2017-2018,Telangana,36,Bhadradri Kothagudem,690.0,Gross Irrigated Area,Canal,Private,,Khammam
135650,2017-2018,Telangana,36,Bhadradri Kothagudem,690.0,Gross Irrigated Area,Other Source,Other Source,1385.0,Khammam
135651,2017-2018,Telangana,36,Bhadradri Kothagudem,690.0,Gross Irrigated Area,Tank,Tank,27754.0,Khammam
135652,2017-2018,Telangana,36,Bhadradri Kothagudem,690.0,Gross Irrigated Area,Well,Other Well,83.0,Khammam
135653,2017-2018,Telangana,36,Bhadradri Kothagudem,690.0,Gross Irrigated Area,Well,Tubewell,8204.0,Khammam
135654,2017-2018,Telangana,36,Bhadradri Kothagudem,690.0,Net Irrigated Area,Canal,Government,31016.0,Khammam
135655,2017-2018,Telangana,36,Bhadradri Kothagudem,690.0,Net Irrigated Area,Canal,Private,,Khammam
135656,2017-2018,Telangana,36,Bhadradri Kothagudem,690.0,Net Irrigated Area,Other Source,Other Source,1039.0,Khammam
135657,2017-2018,Telangana,36,Bhadradri Kothagudem,690.0,Net Irrigated Area,Tank,Tank,25534.0,Khammam
135658,2017-2018,Telangana,36,Bhadradri Kothagudem,690.0,Net Irrigated Area,Well,Other Well,58.0,Khammam
135659,2017-2018,Telangana,36,Bhadradri Kothagudem,690.0,Net Irrigated Area,Well,Tubewell,6317.0,Khammam
135660,2017-2018,Telangana,36,Hanumakonda,686.0,Gross Irrigated Area,Canal,Government,28810.0,Warangal
135661,2017-2018,Telangana,36,Hanumakonda,686.0,Gross Irrigated Area,Canal,Private,,Warangal
135662,2017-2018,Telangana,36,Hanumakonda,686.0,Gross Irrigated Area,Other Source,Other Source,125.0,Warangal
135663,2017-2018,Telangana,36,Hanumakonda,686.0,Gross Irrigated Area,Tank,Tank,7422.0,Warangal
135664,2017-2018,Telangana,36,Hanumakonda,686.0,Gross Irrigated Area,Well,Other Well,36124.0,Warangal
135665,2017-2018,Telangana,36,Hanumakonda,686.0,Gross Irrigated Area,Well,Tubewell,9602.0,Warangal
135666,2017-2018,Telangana,36,Hanumakonda,686.0,Net Irrigated Area,Canal,Government,15024.0,Warangal
135667,2017-2018,Telangana,36,Hanumakonda,686.0,Net Irrigated Area,Canal,Private,,Warangal
135668,2017-2018,Telangana,36,Hanumakonda,686.0,Net Irrigated Area,Other Source,Other Source,67.0,Warangal
135669,2017-2018,Telangana,36,Hanumakonda,686.0,Net Irrigated Area,Tank,Tank,4750.0,Warangal
135670,2017-2018,Telangana,36,Hanumakonda,686.0,Net Irrigated Area,Well,Other Well,22036.0,Warangal
135671,2017-2018,Telangana,36,Hanumakonda,686.0,Net Irrigated Area,Well,Tubewell,5953.0,Warangal
135684,2017-2018,Telangana,36,Jagitial,681.0,Gross Irrigated Area,Canal,Government,53733.0,Karimnagar
135685,2017-2018,Telangana,36,Jagitial,681.0,Gross Irrigated Area,Canal,Private,,Karimnagar
135686,2017-2018,Telangana,36,Jagitial,681.0,Gross Irrigated Area,Other Source,Other Source,399.0,Karimnagar
135687,2017-2018,Telangana,36,Jagitial,681.0,Gross Irrigated Area,Tank,Tank,9572.0,Karimnagar
135688,2017-2018,Telangana,36,Jagitial,681.0,Gross Irrigated Area,Well,Other Well,77523.0,Karimnagar
135689,2017-2018,Telangana,36,Jagitial,681.0,Gross Irrigated Area,Well,Tubewell,25841.0,Karimnagar
135690,2017-2018,Telangana,36,Jagitial,681.0,Net Irrigated Area,Canal,Government,50472.0,Karimnagar
135691,2017-2018,Telangana,36,Jagitial,681.0,Net Irrigated Area,Canal,Private,,Karimnagar
135692,2017-2018,Telangana,36,Jagitial,681.0,Net Irrigated Area,Other Source,Other Source,399.0,Karimnagar
135693,2017-2018,Telangana,36,Jagitial,681.0,Net Irrigated Area,Tank,Tank,7658.0,Karimnagar
135694,2017-2018,Telangana,36,Jagitial,681.0,Net Irrigated Area,Well,Other Well,62794.0,Karimnagar
135695,2017-2018,Telangana,36,Jagitial,681.0,Net Irrigated Area,Well,Tubewell,20673.0,Karimnagar
135696,2017-2018,Telangana,36,Jangoan,689.0,Gross Irrigated Area,Canal,Government,18801.0,Warangal
135697,2017-2018,Telangana,36,Jangoan,689.0,Gross Irrigated Area,Canal,Private,,Warangal
135698,2017-2018,Telangana,36,Jangoan,689.0,Gross Irrigated Area,Other Source,Other Source,,Warangal
135699,2017-2018,Telangana,36,Jangoan,689.0,Gross Irrigated Area,Tank,Tank,7393.0,Warangal
135700,2017-2018,Telangana,36,Jangoan,689.0,Gross Irrigated Area,Well,Other Well,7845.0,Warangal
135701,2017-2018,Telangana,36,Jangoan,689.0,Gross Irrigated Area,Well,Tubewell,44455.0,Warangal
135702,2017-2018,Telangana,36,Jangoan,689.0,Net Irrigated Area,Canal,Government,11848.0,Warangal
135703,2017-2018,Telangana,36,Jangoan,689.0,Net Irrigated Area,Canal,Private,,Warangal
135704,2017-2018,Telangana,36,Jangoan,689.0,Net Irrigated Area,Other Source,Other Source,,Warangal
135705,2017-2018,Telangana,36,Jangoan,689.0,Net Irrigated Area,Tank,Tank,5693.0,Warangal
135706,2017-2018,Telangana,36,Jangoan,689.0,Net Irrigated Area,Well,Other Well,6668.0,Warangal
135707,2017-2018,Telangana,36,Jangoan,689.0,Net Irrigated Area,Well,Tubewell,25339.0,Warangal
135708,2017-2018,Telangana,36,Jayashankar Bhupalapally,687.0,Gross Irrigated Area,Canal,Government,51744.0,Warangal
135709,2017-2018,Telangana,36,Jayashankar Bhupalapally,687.0,Gross Irrigated Area,Canal,Private,,Warangal
135710,2017-2018,Telangana,36,Jayashankar Bhupalapally,687.0,Gross Irrigated Area,Other Source,Other Source,2402.0,Warangal
135711,2017-2018,Telangana,36,Jayashankar Bhupalapally,687.0,Gross Irrigated Area,Tank,Tank,9557.0,Warangal
135712,2017-2018,Telangana,36,Jayashankar Bhupalapally,687.0,Gross Irrigated Area,Well,Other Well,12403.0,Warangal
135713,2017-2018,Telangana,36,Jayashankar Bhupalapally,687.0,Gross Irrigated Area,Well,Tubewell,46660.0,Warangal
135714,2017-2018,Telangana,36,Jayashankar Bhupalapally,687.0,Net Irrigated Area,Canal,Government,38139.0,Warangal
135715,2017-2018,Telangana,36,Jayashankar Bhupalapally,687.0,Net Irrigated Area,Canal,Private,,Warangal
135716,2017-2018,Telangana,36,Jayashankar Bhupalapally,687.0,Net Irrigated Area,Other Source,Other Source,889.0,Warangal
135717,2017-2018,Telangana,36,Jayashankar Bhupalapally,687.0,Net Irrigated Area,Tank,Tank,8697.0,Warangal
135718,2017-2018,Telangana,36,Jayashankar Bhupalapally,687.0,Net Irrigated Area,Well,Other Well,10294.0,Warangal
135719,2017-2018,Telangana,36,Jayashankar Bhupalapally,687.0,Net Irrigated Area,Well,Tubewell,29396.0,Warangal
135720,2017-2018,Telangana,36,Jogulamba Gadwal,695.0,Gross Irrigated Area,Canal,Government,45891.0,Mahabubnagar
135721,2017-2018,Telangana,36,Jogulamba Gadwal,695.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
135722,2017-2018,Telangana,36,Jogulamba Gadwal,695.0,Gross Irrigated Area,Other Source,Other Source,2000.0,Mahabubnagar
135723,2017-2018,Telangana,36,Jogulamba Gadwal,695.0,Gross Irrigated Area,Tank,Tank,4783.0,Mahabubnagar
135724,2017-2018,Telangana,36,Jogulamba Gadwal,695.0,Gross Irrigated Area,Well,Other Well,1379.0,Mahabubnagar
135725,2017-2018,Telangana,36,Jogulamba Gadwal,695.0,Gross Irrigated Area,Well,Tubewell,33099.0,Mahabubnagar
135726,2017-2018,Telangana,36,Jogulamba Gadwal,695.0,Net Irrigated Area,Canal,Government,42543.0,Mahabubnagar
135727,2017-2018,Telangana,36,Jogulamba Gadwal,695.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
135728,2017-2018,Telangana,36,Jogulamba Gadwal,695.0,Net Irrigated Area,Other Source,Other Source,1880.0,Mahabubnagar
135729,2017-2018,Telangana,36,Jogulamba Gadwal,695.0,Net Irrigated Area,Tank,Tank,4735.0,Mahabubnagar
135730,2017-2018,Telangana,36,Jogulamba Gadwal,695.0,Net Irrigated Area,Well,Other Well,1351.0,Mahabubnagar
135731,2017-2018,Telangana,36,Jogulamba Gadwal,695.0,Net Irrigated Area,Well,Tubewell,29789.0,Mahabubnagar
135732,2017-2018,Telangana,36,Kamareddy,685.0,Gross Irrigated Area,Canal,Government,34918.0,Nizamabad
135733,2017-2018,Telangana,36,Kamareddy,685.0,Gross Irrigated Area,Canal,Private,,Nizamabad
135734,2017-2018,Telangana,36,Kamareddy,685.0,Gross Irrigated Area,Other Source,Other Source,6417.0,Nizamabad
135735,2017-2018,Telangana,36,Kamareddy,685.0,Gross Irrigated Area,Tank,Tank,6379.0,Nizamabad
135736,2017-2018,Telangana,36,Kamareddy,685.0,Gross Irrigated Area,Well,Other Well,,Nizamabad
135737,2017-2018,Telangana,36,Kamareddy,685.0,Gross Irrigated Area,Well,Tubewell,79193.0,Nizamabad
135738,2017-2018,Telangana,36,Kamareddy,685.0,Net Irrigated Area,Canal,Government,15349.0,Nizamabad
135739,2017-2018,Telangana,36,Kamareddy,685.0,Net Irrigated Area,Canal,Private,,Nizamabad
135740,2017-2018,Telangana,36,Kamareddy,685.0,Net Irrigated Area,Other Source,Other Source,5198.0,Nizamabad
135741,2017-2018,Telangana,36,Kamareddy,685.0,Net Irrigated Area,Tank,Tank,4465.0,Nizamabad
135742,2017-2018,Telangana,36,Kamareddy,685.0,Net Irrigated Area,Well,Other Well,,Nizamabad
135743,2017-2018,Telangana,36,Kamareddy,685.0,Net Irrigated Area,Well,Tubewell,45932.0,Nizamabad
135744,2017-2018,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Canal,Government,28033.0,Karimnagar
135745,2017-2018,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Canal,Private,,Karimnagar
135746,2017-2018,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Other Source,Other Source,145.0,Karimnagar
135748,2017-2018,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Well,Other Well,99645.0,Karimnagar
135749,2017-2018,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Well,Tubewell,7500.0,Karimnagar
135750,2017-2018,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Canal,Government,26396.0,Karimnagar
135751,2017-2018,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Canal,Private,,Karimnagar
135752,2017-2018,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Other Source,Other Source,145.0,Karimnagar
135753,2017-2018,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Tank,Tank,4707.0,Karimnagar
135754,2017-2018,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Well,Other Well,70748.0,Karimnagar
135755,2017-2018,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Well,Tubewell,4650.0,Karimnagar
135756,2017-2018,Telangana,36,Khammam,509.0,Gross Irrigated Area,Canal,Government,205273.0,Khammam
135757,2017-2018,Telangana,36,Khammam,509.0,Gross Irrigated Area,Canal,Private,,Khammam
135758,2017-2018,Telangana,36,Khammam,509.0,Gross Irrigated Area,Other Source,Other Source,,Khammam
135759,2017-2018,Telangana,36,Khammam,509.0,Gross Irrigated Area,Tank,Tank,17650.0,Khammam
135760,2017-2018,Telangana,36,Khammam,509.0,Gross Irrigated Area,Well,Other Well,4929.0,Khammam
135761,2017-2018,Telangana,36,Khammam,509.0,Gross Irrigated Area,Well,Tubewell,8763.0,Khammam
135762,2017-2018,Telangana,36,Khammam,509.0,Net Irrigated Area,Canal,Government,106906.0,Khammam
135763,2017-2018,Telangana,36,Khammam,509.0,Net Irrigated Area,Canal,Private,,Khammam
135764,2017-2018,Telangana,36,Khammam,509.0,Net Irrigated Area,Other Source,Other Source,,Khammam
135765,2017-2018,Telangana,36,Khammam,509.0,Net Irrigated Area,Tank,Tank,13767.0,Khammam
135766,2017-2018,Telangana,36,Khammam,509.0,Net Irrigated Area,Well,Other Well,4338.0,Khammam
135767,2017-2018,Telangana,36,Khammam,509.0,Net Irrigated Area,Well,Tubewell,6660.0,Khammam
135768,2017-2018,Telangana,36,Kumuram Bheem Asifabad,699.0,Gross Irrigated Area,Canal,Government,52584.0,Adilabad
135769,2017-2018,Telangana,36,Kumuram Bheem Asifabad,699.0,Gross Irrigated Area,Canal,Private,,Adilabad
135770,2017-2018,Telangana,36,Kumuram Bheem Asifabad,699.0,Gross Irrigated Area,Other Source,Other Source,2540.0,Adilabad
135771,2017-2018,Telangana,36,Kumuram Bheem Asifabad,699.0,Gross Irrigated Area,Tank,Tank,3311.0,Adilabad
135772,2017-2018,Telangana,36,Kumuram Bheem Asifabad,699.0,Gross Irrigated Area,Well,Other Well,495.0,Adilabad
135773,2017-2018,Telangana,36,Kumuram Bheem Asifabad,699.0,Gross Irrigated Area,Well,Tubewell,4999.0,Adilabad
135774,2017-2018,Telangana,36,Kumuram Bheem Asifabad,699.0,Net Irrigated Area,Canal,Government,37860.0,Adilabad
135775,2017-2018,Telangana,36,Kumuram Bheem Asifabad,699.0,Net Irrigated Area,Canal,Private,,Adilabad
135776,2017-2018,Telangana,36,Kumuram Bheem Asifabad,699.0,Net Irrigated Area,Other Source,Other Source,1321.0,Adilabad
135777,2017-2018,Telangana,36,Kumuram Bheem Asifabad,699.0,Net Irrigated Area,Tank,Tank,3112.0,Adilabad
135778,2017-2018,Telangana,36,Kumuram Bheem Asifabad,699.0,Net Irrigated Area,Well,Other Well,267.0,Adilabad
135779,2017-2018,Telangana,36,Kumuram Bheem Asifabad,699.0,Net Irrigated Area,Well,Tubewell,2499.0,Adilabad
135780,2017-2018,Telangana,36,Mahabubabad,688.0,Gross Irrigated Area,Canal,Government,29828.0,Warangal
135781,2017-2018,Telangana,36,Mahabubabad,688.0,Gross Irrigated Area,Canal,Private,,Warangal
135782,2017-2018,Telangana,36,Mahabubabad,688.0,Gross Irrigated Area,Other Source,Other Source,46.0,Warangal
135783,2017-2018,Telangana,36,Mahabubabad,688.0,Gross Irrigated Area,Tank,Tank,8298.0,Warangal
135784,2017-2018,Telangana,36,Mahabubabad,688.0,Gross Irrigated Area,Well,Other Well,58027.0,Warangal
135785,2017-2018,Telangana,36,Mahabubabad,688.0,Gross Irrigated Area,Well,Tubewell,28581.0,Warangal
135786,2017-2018,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Canal,Government,25503.0,Warangal
135787,2017-2018,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Canal,Private,,Warangal
135788,2017-2018,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Other Source,Other Source,44.0,Warangal
135789,2017-2018,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Tank,Tank,7468.0,Warangal
135790,2017-2018,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Well,Other Well,47582.0,Warangal
135791,2017-2018,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Well,Tubewell,21150.0,Warangal
135792,2017-2018,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Government,45406.0,Mahabubnagar
135793,2017-2018,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
135794,2017-2018,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Other Source,Other Source,,Mahabubnagar
135795,2017-2018,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Tank,Tank,2618.0,Mahabubnagar
135796,2017-2018,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Well,Other Well,,Mahabubnagar
135797,2017-2018,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Well,Tubewell,45131.0,Mahabubnagar
135798,2017-2018,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Canal,Government,32825.0,Mahabubnagar
135799,2017-2018,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
135800,2017-2018,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Other Source,Other Source,,Mahabubnagar
135801,2017-2018,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Tank,Tank,2566.0,Mahabubnagar
135802,2017-2018,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Well,Other Well,,Mahabubnagar
135803,2017-2018,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Well,Tubewell,32494.0,Mahabubnagar
135804,2017-2018,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Canal,Government,31973.0,Adilabad
135805,2017-2018,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Canal,Private,,Adilabad
135806,2017-2018,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Other Source,Other Source,1350.0,Adilabad
135807,2017-2018,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Tank,Tank,5772.0,Adilabad
135808,2017-2018,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Well,Other Well,6350.0,Adilabad
135809,2017-2018,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Well,Tubewell,11792.0,Adilabad
135810,2017-2018,Telangana,36,Mancherial,684.0,Net Irrigated Area,Canal,Government,22554.0,Adilabad
135811,2017-2018,Telangana,36,Mancherial,684.0,Net Irrigated Area,Canal,Private,,Adilabad
135812,2017-2018,Telangana,36,Mancherial,684.0,Net Irrigated Area,Other Source,Other Source,1066.0,Adilabad
135813,2017-2018,Telangana,36,Mancherial,684.0,Net Irrigated Area,Tank,Tank,4271.0,Adilabad
135814,2017-2018,Telangana,36,Mancherial,684.0,Net Irrigated Area,Well,Other Well,3175.0,Adilabad
135815,2017-2018,Telangana,36,Mancherial,684.0,Net Irrigated Area,Well,Tubewell,6721.0,Adilabad
135816,2017-2018,Telangana,36,Medak,513.0,Gross Irrigated Area,Canal,Government,66832.0,Medak
135817,2017-2018,Telangana,36,Medak,513.0,Gross Irrigated Area,Canal,Private,,Medak
135818,2017-2018,Telangana,36,Medak,513.0,Gross Irrigated Area,Other Source,Other Source,788.0,Medak
135819,2017-2018,Telangana,36,Medak,513.0,Gross Irrigated Area,Tank,Tank,2523.0,Medak
135820,2017-2018,Telangana,36,Medak,513.0,Gross Irrigated Area,Well,Other Well,,Medak
135821,2017-2018,Telangana,36,Medak,513.0,Gross Irrigated Area,Well,Tubewell,22378.0,Medak
