id,year,state_name,state_code,district_name,district_code,irrigated_area_type,area_classification,area_sub_classification,irrigated_area,old_district_name
164339,2021-2022,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Well,Tubewell,4072.0,Warangal
164340,2021-2022,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Government,11811.0,Mahabubnagar
164341,2021-2022,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
164342,2021-2022,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Other Source,Other Source,,Mahabubnagar
164343,2021-2022,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Tank,Tank,5625.0,Mahabubnagar
164344,2021-2022,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Well,Other Well,,Mahabubnagar
164345,2021-2022,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Well,Tubewell,99462.0,Mahabubnagar
164346,2021-2022,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Canal,Government,6614.0,Mahabubnagar
164347,2021-2022,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
164348,2021-2022,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Other Source,Other Source,,Mahabubnagar
164349,2021-2022,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Tank,Tank,4556.0,Mahabubnagar
164350,2021-2022,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Well,Other Well,,Mahabubnagar
164351,2021-2022,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Well,Tubewell,59708.0,Mahabubnagar
164352,2021-2022,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Canal,Government,22712.0,Adilabad
164353,2021-2022,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Canal,Private,,Adilabad
164354,2021-2022,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Other Source,Other Source,1226.0,Adilabad
164355,2021-2022,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Tank,Tank,8129.0,Adilabad
164356,2021-2022,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Well,Other Well,22378.0,Adilabad
164409,2021-2022,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Tank,Tank,5090.0,Mahabubnagar
164357,2021-2022,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Well,Tubewell,47496.0,Adilabad
164358,2021-2022,Telangana,36,Mancherial,684.0,Net Irrigated Area,Canal,Government,14998.0,Adilabad
164359,2021-2022,Telangana,36,Mancherial,684.0,Net Irrigated Area,Canal,Private,,Adilabad
164360,2021-2022,Telangana,36,Mancherial,684.0,Net Irrigated Area,Other Source,Other Source,944.0,Adilabad
164361,2021-2022,Telangana,36,Mancherial,684.0,Net Irrigated Area,Tank,Tank,6910.0,Adilabad
164362,2021-2022,Telangana,36,Mancherial,684.0,Net Irrigated Area,Well,Other Well,10742.0,Adilabad
164363,2021-2022,Telangana,36,Mancherial,684.0,Net Irrigated Area,Well,Tubewell,31861.0,Adilabad
164364,2021-2022,Telangana,36,Medak,513.0,Gross Irrigated Area,Canal,Government,64985.0,Medak
164365,2021-2022,Telangana,36,Medak,513.0,Gross Irrigated Area,Canal,Private,,Medak
164366,2021-2022,Telangana,36,Medak,513.0,Gross Irrigated Area,Other Source,Other Source,178.0,Medak
164367,2021-2022,Telangana,36,Medak,513.0,Gross Irrigated Area,Tank,Tank,5679.0,Medak
164368,2021-2022,Telangana,36,Medak,513.0,Gross Irrigated Area,Well,Other Well,,Medak
164369,2021-2022,Telangana,36,Medak,513.0,Gross Irrigated Area,Well,Tubewell,103930.0,Medak
164370,2021-2022,Telangana,36,Medak,513.0,Net Irrigated Area,Canal,Government,39641.0,Medak
164371,2021-2022,Telangana,36,Medak,513.0,Net Irrigated Area,Canal,Private,,Medak
164372,2021-2022,Telangana,36,Medak,513.0,Net Irrigated Area,Other Source,Other Source,107.0,Medak
164373,2021-2022,Telangana,36,Medak,513.0,Net Irrigated Area,Tank,Tank,4259.0,Medak
164374,2021-2022,Telangana,36,Medak,513.0,Net Irrigated Area,Well,Other Well,,Medak
164375,2021-2022,Telangana,36,Medak,513.0,Net Irrigated Area,Well,Tubewell,61351.0,Medak
164376,2021-2022,Telangana,36,Medchal Malkajgiri,700.0,Gross Irrigated Area,Canal,Government,,Ranga Reddy
164377,2021-2022,Telangana,36,Medchal Malkajgiri,700.0,Gross Irrigated Area,Canal,Private,,Ranga Reddy
164378,2021-2022,Telangana,36,Medchal Malkajgiri,700.0,Gross Irrigated Area,Other Source,Other Source,458.0,Ranga Reddy
164379,2021-2022,Telangana,36,Medchal Malkajgiri,700.0,Gross Irrigated Area,Tank,Tank,405.0,Ranga Reddy
164380,2021-2022,Telangana,36,Medchal Malkajgiri,700.0,Gross Irrigated Area,Well,Other Well,,Ranga Reddy
164381,2021-2022,Telangana,36,Medchal Malkajgiri,700.0,Gross Irrigated Area,Well,Tubewell,14715.0,Ranga Reddy
164382,2021-2022,Telangana,36,Medchal Malkajgiri,700.0,Net Irrigated Area,Canal,Government,,Ranga Reddy
164383,2021-2022,Telangana,36,Medchal Malkajgiri,700.0,Net Irrigated Area,Canal,Private,,Ranga Reddy
164384,2021-2022,Telangana,36,Medchal Malkajgiri,700.0,Net Irrigated Area,Other Source,Other Source,321.0,Ranga Reddy
164385,2021-2022,Telangana,36,Medchal Malkajgiri,700.0,Net Irrigated Area,Tank,Tank,388.0,Ranga Reddy
164386,2021-2022,Telangana,36,Medchal Malkajgiri,700.0,Net Irrigated Area,Well,Other Well,,Ranga Reddy
164387,2021-2022,Telangana,36,Medchal Malkajgiri,700.0,Net Irrigated Area,Well,Tubewell,9876.0,Ranga Reddy
164388,2021-2022,Telangana,36,Mulugu,720.0,Gross Irrigated Area,Canal,Government,45106.0,Warangal
164389,2021-2022,Telangana,36,Mulugu,720.0,Gross Irrigated Area,Canal,Private,,Warangal
164390,2021-2022,Telangana,36,Mulugu,720.0,Gross Irrigated Area,Other Source,Other Source,92.0,Warangal
164391,2021-2022,Telangana,36,Mulugu,720.0,Gross Irrigated Area,Tank,Tank,13513.0,Warangal
164392,2021-2022,Telangana,36,Mulugu,720.0,Gross Irrigated Area,Well,Other Well,338.0,Warangal
164393,2021-2022,Telangana,36,Mulugu,720.0,Gross Irrigated Area,Well,Tubewell,4475.0,Warangal
164394,2021-2022,Telangana,36,Mulugu,720.0,Net Irrigated Area,Canal,Government,11641.0,Warangal
164395,2021-2022,Telangana,36,Mulugu,720.0,Net Irrigated Area,Canal,Private,,Warangal
164396,2021-2022,Telangana,36,Mulugu,720.0,Net Irrigated Area,Other Source,Other Source,76.0,Warangal
164397,2021-2022,Telangana,36,Mulugu,720.0,Net Irrigated Area,Tank,Tank,11757.0,Warangal
164398,2021-2022,Telangana,36,Mulugu,720.0,Net Irrigated Area,Well,Other Well,202.0,Warangal
164399,2021-2022,Telangana,36,Mulugu,720.0,Net Irrigated Area,Well,Tubewell,2243.0,Warangal
164400,2021-2022,Telangana,36,Nagarkurnool,694.0,Gross Irrigated Area,Canal,Government,220681.0,Mahabubnagar
164401,2021-2022,Telangana,36,Nagarkurnool,694.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
164402,2021-2022,Telangana,36,Nagarkurnool,694.0,Gross Irrigated Area,Other Source,Other Source,2288.0,Mahabubnagar
164403,2021-2022,Telangana,36,Nagarkurnool,694.0,Gross Irrigated Area,Tank,Tank,6132.0,Mahabubnagar
164404,2021-2022,Telangana,36,Nagarkurnool,694.0,Gross Irrigated Area,Well,Other Well,53.0,Mahabubnagar
164405,2021-2022,Telangana,36,Nagarkurnool,694.0,Gross Irrigated Area,Well,Tubewell,5225.0,Mahabubnagar
164406,2021-2022,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Canal,Government,130101.0,Mahabubnagar
164407,2021-2022,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
164408,2021-2022,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Other Source,Other Source,2197.0,Mahabubnagar
164410,2021-2022,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Well,Other Well,30.0,Mahabubnagar
164411,2021-2022,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Well,Tubewell,3327.0,Mahabubnagar
164412,2021-2022,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Canal,Government,386208.0,Nalgonda
164413,2021-2022,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Canal,Private,,Nalgonda
164414,2021-2022,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Other Source,Other Source,2606.0,Nalgonda
164415,2021-2022,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Tank,Tank,13950.0,Nalgonda
164416,2021-2022,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Well,Other Well,79.0,Nalgonda
164417,2021-2022,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Well,Tubewell,3792.0,Nalgonda
164418,2021-2022,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Canal,Government,225246.0,Nalgonda
164419,2021-2022,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Canal,Private,,Nalgonda
164420,2021-2022,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Other Source,Other Source,1407.0,Nalgonda
164421,2021-2022,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Tank,Tank,8649.0,Nalgonda
164422,2021-2022,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Well,Other Well,47.0,Nalgonda
164423,2021-2022,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Well,Tubewell,2119.0,Nalgonda
164424,2021-2022,Telangana,36,Narayanpet,721.0,Gross Irrigated Area,Canal,Government,49481.0,Mahabubnagar
164425,2021-2022,Telangana,36,Narayanpet,721.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
164426,2021-2022,Telangana,36,Narayanpet,721.0,Gross Irrigated Area,Other Source,Other Source,3098.0,Mahabubnagar
164427,2021-2022,Telangana,36,Narayanpet,721.0,Gross Irrigated Area,Tank,Tank,1691.0,Mahabubnagar
164428,2021-2022,Telangana,36,Narayanpet,721.0,Gross Irrigated Area,Well,Other Well,,Mahabubnagar
164429,2021-2022,Telangana,36,Narayanpet,721.0,Gross Irrigated Area,Well,Tubewell,39001.0,Mahabubnagar
164430,2021-2022,Telangana,36,Narayanpet,721.0,Net Irrigated Area,Canal,Government,27709.0,Mahabubnagar
164431,2021-2022,Telangana,36,Narayanpet,721.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
164432,2021-2022,Telangana,36,Narayanpet,721.0,Net Irrigated Area,Other Source,Other Source,1921.0,Mahabubnagar
164433,2021-2022,Telangana,36,Narayanpet,721.0,Net Irrigated Area,Tank,Tank,1251.0,Mahabubnagar
164434,2021-2022,Telangana,36,Narayanpet,721.0,Net Irrigated Area,Well,Other Well,,Mahabubnagar
164435,2021-2022,Telangana,36,Narayanpet,721.0,Net Irrigated Area,Well,Tubewell,23018.0,Mahabubnagar
164436,2021-2022,Telangana,36,Nirmal,680.0,Gross Irrigated Area,Canal,Government,124542.0,Adilabad
164437,2021-2022,Telangana,36,Nirmal,680.0,Gross Irrigated Area,Canal,Private,,Adilabad
164438,2021-2022,Telangana,36,Nirmal,680.0,Gross Irrigated Area,Other Source,Other Source,830.0,Adilabad
164439,2021-2022,Telangana,36,Nirmal,680.0,Gross Irrigated Area,Tank,Tank,8292.0,Adilabad
164440,2021-2022,Telangana,36,Nirmal,680.0,Gross Irrigated Area,Well,Other Well,6146.0,Adilabad
164441,2021-2022,Telangana,36,Nirmal,680.0,Gross Irrigated Area,Well,Tubewell,27938.0,Adilabad
164442,2021-2022,Telangana,36,Nirmal,680.0,Net Irrigated Area,Canal,Government,71629.0,Adilabad
164443,2021-2022,Telangana,36,Nirmal,680.0,Net Irrigated Area,Canal,Private,,Adilabad
164444,2021-2022,Telangana,36,Nirmal,680.0,Net Irrigated Area,Other Source,Other Source,697.0,Adilabad
164445,2021-2022,Telangana,36,Nirmal,680.0,Net Irrigated Area,Tank,Tank,5804.0,Adilabad
164446,2021-2022,Telangana,36,Nirmal,680.0,Net Irrigated Area,Well,Other Well,3688.0,Adilabad
164447,2021-2022,Telangana,36,Nirmal,680.0,Net Irrigated Area,Well,Tubewell,10918.0,Adilabad
164448,2021-2022,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Canal,Government,242779.0,Nizamabad
164449,2021-2022,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Canal,Private,,Nizamabad
164450,2021-2022,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Other Source,Other Source,5124.0,Nizamabad
164451,2021-2022,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Tank,Tank,9213.0,Nizamabad
164452,2021-2022,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Well,Other Well,1229.0,Nizamabad
164453,2021-2022,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Well,Tubewell,121583.0,Nizamabad
164454,2021-2022,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Canal,Government,128698.0,Nizamabad
164455,2021-2022,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Canal,Private,,Nizamabad
164456,2021-2022,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Other Source,Other Source,2972.0,Nizamabad
164457,2021-2022,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Tank,Tank,5344.0,Nizamabad
164458,2021-2022,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Well,Other Well,811.0,Nizamabad
164459,2021-2022,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Well,Tubewell,64477.0,Nizamabad
164460,2021-2022,Telangana,36,Peddapalli,682.0,Gross Irrigated Area,Canal,Government,159747.0,Karimnagar
164461,2021-2022,Telangana,36,Peddapalli,682.0,Gross Irrigated Area,Canal,Private,,Karimnagar
164462,2021-2022,Telangana,36,Peddapalli,682.0,Gross Irrigated Area,Other Source,Other Source,3051.0,Karimnagar
164463,2021-2022,Telangana,36,Peddapalli,682.0,Gross Irrigated Area,Tank,Tank,14611.0,Karimnagar
164464,2021-2022,Telangana,36,Peddapalli,682.0,Gross Irrigated Area,Well,Other Well,3870.0,Karimnagar
164465,2021-2022,Telangana,36,Peddapalli,682.0,Gross Irrigated Area,Well,Tubewell,971.0,Karimnagar
164466,2021-2022,Telangana,36,Peddapalli,682.0,Net Irrigated Area,Canal,Government,93107.0,Karimnagar
164467,2021-2022,Telangana,36,Peddapalli,682.0,Net Irrigated Area,Canal,Private,,Karimnagar
164468,2021-2022,Telangana,36,Peddapalli,682.0,Net Irrigated Area,Other Source,Other Source,2807.0,Karimnagar
164469,2021-2022,Telangana,36,Peddapalli,682.0,Net Irrigated Area,Tank,Tank,9643.0,Karimnagar
164470,2021-2022,Telangana,36,Peddapalli,682.0,Net Irrigated Area,Well,Other Well,2515.0,Karimnagar
164471,2021-2022,Telangana,36,Peddapalli,682.0,Net Irrigated Area,Well,Tubewell,638.0,Karimnagar
164472,2021-2022,Telangana,36,Rajanna Sircilla,683.0,Gross Irrigated Area,Canal,Government,64975.0,Karimnagar
164473,2021-2022,Telangana,36,Rajanna Sircilla,683.0,Gross Irrigated Area,Canal,Private,,Karimnagar
164474,2021-2022,Telangana,36,Rajanna Sircilla,683.0,Gross Irrigated Area,Other Source,Other Source,,Karimnagar
164475,2021-2022,Telangana,36,Rajanna Sircilla,683.0,Gross Irrigated Area,Tank,Tank,9845.0,Karimnagar
164476,2021-2022,Telangana,36,Rajanna Sircilla,683.0,Gross Irrigated Area,Well,Other Well,17529.0,Karimnagar
164477,2021-2022,Telangana,36,Rajanna Sircilla,683.0,Gross Irrigated Area,Well,Tubewell,33991.0,Karimnagar
164478,2021-2022,Telangana,36,Rajanna Sircilla,683.0,Net Irrigated Area,Canal,Government,27442.0,Karimnagar
164479,2021-2022,Telangana,36,Rajanna Sircilla,683.0,Net Irrigated Area,Canal,Private,,Karimnagar
164480,2021-2022,Telangana,36,Rajanna Sircilla,683.0,Net Irrigated Area,Other Source,Other Source,,Karimnagar
164481,2021-2022,Telangana,36,Rajanna Sircilla,683.0,Net Irrigated Area,Tank,Tank,8073.0,Karimnagar
164482,2021-2022,Telangana,36,Rajanna Sircilla,683.0,Net Irrigated Area,Well,Other Well,9991.0,Karimnagar
164483,2021-2022,Telangana,36,Rajanna Sircilla,683.0,Net Irrigated Area,Well,Tubewell,20075.0,Karimnagar
164484,2021-2022,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Canal,Government,,Ranga Reddy
164485,2021-2022,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Canal,Private,,Ranga Reddy
164486,2021-2022,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Other Source,Other Source,960.0,Ranga Reddy
164487,2021-2022,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Tank,Tank,3507.0,Ranga Reddy
164488,2021-2022,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Well,Other Well,,Ranga Reddy
164489,2021-2022,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Well,Tubewell,96009.0,Ranga Reddy
164490,2021-2022,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Canal,Government,,Ranga Reddy
164491,2021-2022,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Canal,Private,,Ranga Reddy
164492,2021-2022,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Other Source,Other Source,672.0,Ranga Reddy
164493,2021-2022,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Tank,Tank,1754.0,Ranga Reddy
164494,2021-2022,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Well,Other Well,,Ranga Reddy
164495,2021-2022,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Well,Tubewell,69206.0,Ranga Reddy
164496,2021-2022,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Canal,Government,87556.0,Medak
164497,2021-2022,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Canal,Private,,Medak
164498,2021-2022,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Other Source,Other Source,128.0,Medak
164499,2021-2022,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Tank,Tank,6403.0,Medak
164500,2021-2022,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Well,Other Well,126.0,Medak
164501,2021-2022,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Well,Tubewell,12395.0,Medak
164502,2021-2022,Telangana,36,Sangareddy,691.0,Net Irrigated Area,Canal,Government,55011.0,Medak
164503,2021-2022,Telangana,36,Sangareddy,691.0,Net Irrigated Area,Canal,Private,,Medak
164504,2021-2022,Telangana,36,Sangareddy,691.0,Net Irrigated Area,Other Source,Other Source,127.0,Medak
164505,2021-2022,Telangana,36,Sangareddy,691.0,Net Irrigated Area,Tank,Tank,4738.0,Medak
164506,2021-2022,Telangana,36,Sangareddy,691.0,Net Irrigated Area,Well,Other Well,82.0,Medak
164507,2021-2022,Telangana,36,Sangareddy,691.0,Net Irrigated Area,Well,Tubewell,9133.0,Medak
164508,2021-2022,Telangana,36,Siddipet,692.0,Gross Irrigated Area,Canal,Government,81923.0,Medak
164509,2021-2022,Telangana,36,Siddipet,692.0,Gross Irrigated Area,Canal,Private,,Medak
164510,2021-2022,Telangana,36,Siddipet,692.0,Gross Irrigated Area,Other Source,Other Source,,Medak
164511,2021-2022,Telangana,36,Siddipet,692.0,Gross Irrigated Area,Tank,Tank,7502.0,Medak
164512,2021-2022,Telangana,36,Siddipet,692.0,Gross Irrigated Area,Well,Other Well,36981.0,Medak
164513,2021-2022,Telangana,36,Siddipet,692.0,Gross Irrigated Area,Well,Tubewell,131046.0,Medak
164514,2021-2022,Telangana,36,Siddipet,692.0,Net Irrigated Area,Canal,Government,44772.0,Medak
164515,2021-2022,Telangana,36,Siddipet,692.0,Net Irrigated Area,Canal,Private,,Medak
164516,2021-2022,Telangana,36,Siddipet,692.0,Net Irrigated Area,Other Source,Other Source,,Medak
164517,2021-2022,Telangana,36,Siddipet,692.0,Net Irrigated Area,Tank,Tank,4352.0,Medak
164518,2021-2022,Telangana,36,Siddipet,692.0,Net Irrigated Area,Well,Other Well,18860.0,Medak
164519,2021-2022,Telangana,36,Siddipet,692.0,Net Irrigated Area,Well,Tubewell,70801.0,Medak
164520,2021-2022,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Canal,Government,367470.0,Nalgonda
164521,2021-2022,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Canal,Private,,Nalgonda
164522,2021-2022,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Other Source,Other Source,6009.0,Nalgonda
164523,2021-2022,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Tank,Tank,3679.0,Nalgonda
164524,2021-2022,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Well,Other Well,2694.0,Nalgonda
164525,2021-2022,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Well,Tubewell,7607.0,Nalgonda
164526,2021-2022,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Government,194541.0,Nalgonda
164527,2021-2022,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Private,,Nalgonda
164528,2021-2022,Telangana,36,Suryapet,696.0,Net Irrigated Area,Other Source,Other Source,3425.0,Nalgonda
164529,2021-2022,Telangana,36,Suryapet,696.0,Net Irrigated Area,Tank,Tank,2060.0,Nalgonda
164530,2021-2022,Telangana,36,Suryapet,696.0,Net Irrigated Area,Well,Other Well,1347.0,Nalgonda
164531,2021-2022,Telangana,36,Suryapet,696.0,Net Irrigated Area,Well,Tubewell,4371.0,Nalgonda
164532,2021-2022,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Canal,Government,10518.0,Ranga Reddy
164533,2021-2022,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Canal,Private,,Ranga Reddy
164534,2021-2022,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Other Source,Other Source,,Ranga Reddy
164535,2021-2022,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Tank,Tank,4179.0,Ranga Reddy
164536,2021-2022,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Well,Other Well,1514.0,Ranga Reddy
164537,2021-2022,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Well,Tubewell,74117.0,Ranga Reddy
164538,2021-2022,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Canal,Government,7678.0,Ranga Reddy
164539,2021-2022,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Canal,Private,,Ranga Reddy
164540,2021-2022,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Other Source,Other Source,,Ranga Reddy
164541,2021-2022,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Tank,Tank,3051.0,Ranga Reddy
164542,2021-2022,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Well,Other Well,439.0,Ranga Reddy
164543,2021-2022,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Well,Tubewell,49708.0,Ranga Reddy
164544,2021-2022,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Canal,Government,119989.0,Mahabubnagar
164545,2021-2022,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
164546,2021-2022,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Other Source,Other Source,2111.0,Mahabubnagar
164547,2021-2022,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Tank,Tank,2260.0,Mahabubnagar
164548,2021-2022,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Well,Other Well,403.0,Mahabubnagar
164549,2021-2022,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Well,Tubewell,9641.0,Mahabubnagar
164550,2021-2022,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Canal,Government,85707.0,Mahabubnagar
164551,2021-2022,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
164552,2021-2022,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Other Source,Other Source,1541.0,Mahabubnagar
164553,2021-2022,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Tank,Tank,1740.0,Mahabubnagar
164554,2021-2022,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Well,Other Well,327.0,Mahabubnagar
164555,2021-2022,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Well,Tubewell,6387.0,Mahabubnagar
164556,2021-2022,Telangana,36,Warangal,522.0,Gross Irrigated Area,Canal,Government,134963.0,Warangal
164557,2021-2022,Telangana,36,Warangal,522.0,Gross Irrigated Area,Canal,Private,,Warangal
164558,2021-2022,Telangana,36,Warangal,522.0,Gross Irrigated Area,Other Source,Other Source,340.0,Warangal
164559,2021-2022,Telangana,36,Warangal,522.0,Gross Irrigated Area,Tank,Tank,13569.0,Warangal
164560,2021-2022,Telangana,36,Warangal,522.0,Gross Irrigated Area,Well,Other Well,16312.0,Warangal
164561,2021-2022,Telangana,36,Warangal,522.0,Gross Irrigated Area,Well,Tubewell,6308.0,Warangal
164562,2021-2022,Telangana,36,Warangal,522.0,Net Irrigated Area,Canal,Government,45089.0,Warangal
164563,2021-2022,Telangana,36,Warangal,522.0,Net Irrigated Area,Canal,Private,,Warangal
164564,2021-2022,Telangana,36,Warangal,522.0,Net Irrigated Area,Other Source,Other Source,184.0,Warangal
164565,2021-2022,Telangana,36,Warangal,522.0,Net Irrigated Area,Tank,Tank,9227.0,Warangal
164566,2021-2022,Telangana,36,Warangal,522.0,Net Irrigated Area,Well,Other Well,10113.0,Warangal
164567,2021-2022,Telangana,36,Warangal,522.0,Net Irrigated Area,Well,Tubewell,3743.0,Warangal
164568,2021-2022,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Canal,Government,28909.0,Nalgonda
164569,2021-2022,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Canal,Private,,Nalgonda
164570,2021-2022,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Other Source,Other Source,,Nalgonda
164571,2021-2022,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Tank,Tank,7590.0,Nalgonda
164572,2021-2022,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Well,Other Well,15894.0,Nalgonda
164573,2021-2022,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Well,Tubewell,130227.0,Nalgonda
164574,2021-2022,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Canal,Government,16189.0,Nalgonda
164575,2021-2022,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Canal,Private,,Nalgonda
164576,2021-2022,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Other Source,Other Source,,Nalgonda
164577,2021-2022,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Tank,Tank,6585.0,Nalgonda
164578,2021-2022,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Well,Other Well,10490.0,Nalgonda
164579,2021-2022,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Well,Tubewell,86163.0,Nalgonda
170748,2022-2023,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Canal,Government,17315.0,Adilabad
170749,2022-2023,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Canal,Private,,Adilabad
170750,2022-2023,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Other Source,Other Source,2013.0,Adilabad
