id,year,state_name,state_code,district_name,district_code,irrigated_area_type,area_classification,area_sub_classification,irrigated_area,old_district_name
45325,2004-2005,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Canal,Private,,Karimnagar
45326,2004-2005,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Other Source,Other Source,734.0,Karimnagar
45327,2004-2005,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Tank,Tank,7022.0,Karimnagar
45328,2004-2005,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Well,Other Well,197373.0,Karimnagar
45329,2004-2005,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Well,Tubewell,30845.0,Karimnagar
45330,2004-2005,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Canal,Government,456.0,Karimnagar
45331,2004-2005,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Canal,Private,,Karimnagar
45332,2004-2005,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Other Source,Other Source,640.0,Karimnagar
45333,2004-2005,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Tank,Tank,6910.0,Karimnagar
45334,2004-2005,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Well,Other Well,138370.0,Karimnagar
45335,2004-2005,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Well,Tubewell,22954.0,Karimnagar
45336,2004-2005,Telangana,36,Khammam,509.0,Gross Irrigated Area,Canal,Government,39614.0,Khammam
45337,2004-2005,Telangana,36,Khammam,509.0,Gross Irrigated Area,Canal,Private,,Khammam
45338,2004-2005,Telangana,36,Khammam,509.0,Gross Irrigated Area,Other Source,Other Source,24613.0,Khammam
45339,2004-2005,Telangana,36,Khammam,509.0,Gross Irrigated Area,Tank,Tank,53208.0,Khammam
45340,2004-2005,Telangana,36,Khammam,509.0,Gross Irrigated Area,Well,Other Well,51528.0,Khammam
45341,2004-2005,Telangana,36,Khammam,509.0,Gross Irrigated Area,Well,Tubewell,36453.0,Khammam
45342,2004-2005,Telangana,36,Khammam,509.0,Net Irrigated Area,Canal,Government,28762.0,Khammam
45343,2004-2005,Telangana,36,Khammam,509.0,Net Irrigated Area,Canal,Private,,Khammam
45344,2004-2005,Telangana,36,Khammam,509.0,Net Irrigated Area,Other Source,Other Source,21647.0,Khammam
45345,2004-2005,Telangana,36,Khammam,509.0,Net Irrigated Area,Tank,Tank,49551.0,Khammam
45346,2004-2005,Telangana,36,Khammam,509.0,Net Irrigated Area,Well,Other Well,44981.0,Khammam
45347,2004-2005,Telangana,36,Khammam,509.0,Net Irrigated Area,Well,Tubewell,28303.0,Khammam
45348,2004-2005,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Government,20188.0,Mahabubnagar
45349,2004-2005,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
45350,2004-2005,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Other Source,Other Source,6100.0,Mahabubnagar
45351,2004-2005,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Tank,Tank,973.0,Mahabubnagar
45352,2004-2005,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Well,Other Well,13654.0,Mahabubnagar
45353,2004-2005,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Well,Tubewell,118577.0,Mahabubnagar
45354,2004-2005,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Canal,Government,17264.0,Mahabubnagar
45355,2004-2005,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
45356,2004-2005,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Other Source,Other Source,4928.0,Mahabubnagar
45357,2004-2005,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Tank,Tank,776.0,Mahabubnagar
45358,2004-2005,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Well,Other Well,11785.0,Mahabubnagar
45359,2004-2005,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Well,Tubewell,92571.0,Mahabubnagar
45360,2004-2005,Telangana,36,Medak,513.0,Gross Irrigated Area,Canal,Government,1747.0,Medak
45361,2004-2005,Telangana,36,Medak,513.0,Gross Irrigated Area,Canal,Private,,Medak
45362,2004-2005,Telangana,36,Medak,513.0,Gross Irrigated Area,Other Source,Other Source,1234.0,Medak
45363,2004-2005,Telangana,36,Medak,513.0,Gross Irrigated Area,Tank,Tank,6575.0,Medak
45364,2004-2005,Telangana,36,Medak,513.0,Gross Irrigated Area,Well,Other Well,13546.0,Medak
45365,2004-2005,Telangana,36,Medak,513.0,Gross Irrigated Area,Well,Tubewell,121310.0,Medak
45366,2004-2005,Telangana,36,Medak,513.0,Net Irrigated Area,Canal,Government,1747.0,Medak
45367,2004-2005,Telangana,36,Medak,513.0,Net Irrigated Area,Canal,Private,,Medak
45368,2004-2005,Telangana,36,Medak,513.0,Net Irrigated Area,Other Source,Other Source,1233.0,Medak
45369,2004-2005,Telangana,36,Medak,513.0,Net Irrigated Area,Tank,Tank,6051.0,Medak
45370,2004-2005,Telangana,36,Medak,513.0,Net Irrigated Area,Well,Other Well,11527.0,Medak
45371,2004-2005,Telangana,36,Medak,513.0,Net Irrigated Area,Well,Tubewell,80376.0,Medak
45372,2004-2005,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Canal,Government,63926.0,Nalgonda
45373,2004-2005,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Canal,Private,,Nalgonda
45374,2004-2005,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Other Source,Other Source,8147.0,Nalgonda
45375,2004-2005,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Tank,Tank,14866.0,Nalgonda
45376,2004-2005,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Well,Other Well,58357.0,Nalgonda
45377,2004-2005,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Well,Tubewell,109459.0,Nalgonda
45378,2004-2005,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Canal,Government,52927.0,Nalgonda
45379,2004-2005,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Canal,Private,,Nalgonda
45380,2004-2005,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Other Source,Other Source,4180.0,Nalgonda
45381,2004-2005,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Tank,Tank,9289.0,Nalgonda
45382,2004-2005,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Well,Other Well,40459.0,Nalgonda
45383,2004-2005,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Well,Tubewell,80269.0,Nalgonda
45384,2004-2005,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Canal,Government,3204.0,Nizamabad
45385,2004-2005,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Canal,Private,,Nizamabad
45386,2004-2005,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Other Source,Other Source,2894.0,Nizamabad
45387,2004-2005,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Tank,Tank,5106.0,Nizamabad
45388,2004-2005,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Well,Other Well,5029.0,Nizamabad
45389,2004-2005,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Well,Tubewell,173597.0,Nizamabad
45390,2004-2005,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Canal,Government,3144.0,Nizamabad
45391,2004-2005,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Canal,Private,,Nizamabad
45392,2004-2005,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Other Source,Other Source,2631.0,Nizamabad
45393,2004-2005,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Tank,Tank,5106.0,Nizamabad
45394,2004-2005,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Well,Other Well,2582.0,Nizamabad
45395,2004-2005,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Well,Tubewell,101474.0,Nizamabad
45396,2004-2005,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Canal,Government,1079.0,Ranga Reddy
45397,2004-2005,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Canal,Private,,Ranga Reddy
45398,2004-2005,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Other Source,Other Source,3018.0,Ranga Reddy
45399,2004-2005,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Tank,Tank,1482.0,Ranga Reddy
45400,2004-2005,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Well,Other Well,12546.0,Ranga Reddy
45401,2004-2005,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Well,Tubewell,52232.0,Ranga Reddy
45402,2004-2005,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Canal,Government,665.0,Ranga Reddy
45403,2004-2005,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Canal,Private,,Ranga Reddy
45404,2004-2005,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Other Source,Other Source,1663.0,Ranga Reddy
45405,2004-2005,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Tank,Tank,888.0,Ranga Reddy
45406,2004-2005,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Well,Other Well,10140.0,Ranga Reddy
45407,2004-2005,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Well,Tubewell,39303.0,Ranga Reddy
45408,2004-2005,Telangana,36,Warangal,522.0,Gross Irrigated Area,Canal,Government,6170.0,Warangal
45409,2004-2005,Telangana,36,Warangal,522.0,Gross Irrigated Area,Canal,Private,,Warangal
45410,2004-2005,Telangana,36,Warangal,522.0,Gross Irrigated Area,Other Source,Other Source,2299.0,Warangal
45411,2004-2005,Telangana,36,Warangal,522.0,Gross Irrigated Area,Tank,Tank,42609.0,Warangal
45412,2004-2005,Telangana,36,Warangal,522.0,Gross Irrigated Area,Well,Other Well,209385.0,Warangal
45413,2004-2005,Telangana,36,Warangal,522.0,Gross Irrigated Area,Well,Tubewell,68234.0,Warangal
45414,2004-2005,Telangana,36,Warangal,522.0,Net Irrigated Area,Canal,Government,6170.0,Warangal
45415,2004-2005,Telangana,36,Warangal,522.0,Net Irrigated Area,Canal,Private,,Warangal
45416,2004-2005,Telangana,36,Warangal,522.0,Net Irrigated Area,Other Source,Other Source,2161.0,Warangal
45417,2004-2005,Telangana,36,Warangal,522.0,Net Irrigated Area,Tank,Tank,41037.0,Warangal
45418,2004-2005,Telangana,36,Warangal,522.0,Net Irrigated Area,Well,Other Well,185448.0,Warangal
45419,2004-2005,Telangana,36,Warangal,522.0,Net Irrigated Area,Well,Tubewell,50036.0,Warangal
51816,2005-2006,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Canal,Government,20478.0,Adilabad
51817,2005-2006,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Canal,Private,,Adilabad
51818,2005-2006,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Other Source,Other Source,4094.0,Adilabad
51819,2005-2006,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Tank,Tank,19640.0,Adilabad
51820,2005-2006,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Well,Other Well,22160.0,Adilabad
51821,2005-2006,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Well,Tubewell,43310.0,Adilabad
51822,2005-2006,Telangana,36,Adilabad,501.0,Net Irrigated Area,Canal,Government,19434.0,Adilabad
51823,2005-2006,Telangana,36,Adilabad,501.0,Net Irrigated Area,Canal,Private,,Adilabad
51824,2005-2006,Telangana,36,Adilabad,501.0,Net Irrigated Area,Other Source,Other Source,3158.0,Adilabad
51825,2005-2006,Telangana,36,Adilabad,501.0,Net Irrigated Area,Tank,Tank,18301.0,Adilabad
51826,2005-2006,Telangana,36,Adilabad,501.0,Net Irrigated Area,Well,Other Well,17595.0,Adilabad
51827,2005-2006,Telangana,36,Adilabad,501.0,Net Irrigated Area,Well,Tubewell,29343.0,Adilabad
51828,2005-2006,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Canal,Government,136934.0,Karimnagar
51829,2005-2006,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Canal,Private,,Karimnagar
51830,2005-2006,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Other Source,Other Source,792.0,Karimnagar
51831,2005-2006,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Tank,Tank,64831.0,Karimnagar
51832,2005-2006,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Well,Other Well,235695.0,Karimnagar
51833,2005-2006,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Well,Tubewell,45868.0,Karimnagar
51834,2005-2006,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Canal,Government,81024.0,Karimnagar
51835,2005-2006,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Canal,Private,,Karimnagar
51836,2005-2006,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Other Source,Other Source,352.0,Karimnagar
51837,2005-2006,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Tank,Tank,44797.0,Karimnagar
51838,2005-2006,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Well,Other Well,159656.0,Karimnagar
51839,2005-2006,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Well,Tubewell,31510.0,Karimnagar
51840,2005-2006,Telangana,36,Khammam,509.0,Gross Irrigated Area,Canal,Government,77310.0,Khammam
51841,2005-2006,Telangana,36,Khammam,509.0,Gross Irrigated Area,Canal,Private,,Khammam
51842,2005-2006,Telangana,36,Khammam,509.0,Gross Irrigated Area,Other Source,Other Source,24879.0,Khammam
51843,2005-2006,Telangana,36,Khammam,509.0,Gross Irrigated Area,Tank,Tank,58091.0,Khammam
51844,2005-2006,Telangana,36,Khammam,509.0,Gross Irrigated Area,Well,Other Well,46801.0,Khammam
51845,2005-2006,Telangana,36,Khammam,509.0,Gross Irrigated Area,Well,Tubewell,33656.0,Khammam
51846,2005-2006,Telangana,36,Khammam,509.0,Net Irrigated Area,Canal,Government,49627.0,Khammam
51847,2005-2006,Telangana,36,Khammam,509.0,Net Irrigated Area,Canal,Private,,Khammam
51848,2005-2006,Telangana,36,Khammam,509.0,Net Irrigated Area,Other Source,Other Source,21407.0,Khammam
51849,2005-2006,Telangana,36,Khammam,509.0,Net Irrigated Area,Tank,Tank,51892.0,Khammam
51850,2005-2006,Telangana,36,Khammam,509.0,Net Irrigated Area,Well,Other Well,39290.0,Khammam
51851,2005-2006,Telangana,36,Khammam,509.0,Net Irrigated Area,Well,Tubewell,26870.0,Khammam
51852,2005-2006,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Government,24276.0,Mahabubnagar
51853,2005-2006,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
51854,2005-2006,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Other Source,Other Source,7687.0,Mahabubnagar
51855,2005-2006,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Tank,Tank,12681.0,Mahabubnagar
51856,2005-2006,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Well,Other Well,21970.0,Mahabubnagar
51857,2005-2006,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Well,Tubewell,144840.0,Mahabubnagar
51858,2005-2006,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Canal,Government,20812.0,Mahabubnagar
51859,2005-2006,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
51860,2005-2006,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Other Source,Other Source,5737.0,Mahabubnagar
51861,2005-2006,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Tank,Tank,11119.0,Mahabubnagar
51862,2005-2006,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Well,Other Well,18264.0,Mahabubnagar
51863,2005-2006,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Well,Tubewell,110674.0,Mahabubnagar
51864,2005-2006,Telangana,36,Medak,513.0,Gross Irrigated Area,Canal,Government,3557.0,Medak
51865,2005-2006,Telangana,36,Medak,513.0,Gross Irrigated Area,Canal,Private,,Medak
51866,2005-2006,Telangana,36,Medak,513.0,Gross Irrigated Area,Other Source,Other Source,1759.0,Medak
51867,2005-2006,Telangana,36,Medak,513.0,Gross Irrigated Area,Tank,Tank,15998.0,Medak
51868,2005-2006,Telangana,36,Medak,513.0,Gross Irrigated Area,Well,Other Well,9416.0,Medak
51869,2005-2006,Telangana,36,Medak,513.0,Gross Irrigated Area,Well,Tubewell,145904.0,Medak
51870,2005-2006,Telangana,36,Medak,513.0,Net Irrigated Area,Canal,Government,3069.0,Medak
51871,2005-2006,Telangana,36,Medak,513.0,Net Irrigated Area,Canal,Private,,Medak
51872,2005-2006,Telangana,36,Medak,513.0,Net Irrigated Area,Other Source,Other Source,1355.0,Medak
51873,2005-2006,Telangana,36,Medak,513.0,Net Irrigated Area,Tank,Tank,14008.0,Medak
51874,2005-2006,Telangana,36,Medak,513.0,Net Irrigated Area,Well,Other Well,6291.0,Medak
51875,2005-2006,Telangana,36,Medak,513.0,Net Irrigated Area,Well,Tubewell,95295.0,Medak
51876,2005-2006,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Canal,Government,128256.0,Nalgonda
51877,2005-2006,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Canal,Private,,Nalgonda
51878,2005-2006,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Other Source,Other Source,17371.0,Nalgonda
51879,2005-2006,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Tank,Tank,29739.0,Nalgonda
51880,2005-2006,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Well,Other Well,65894.0,Nalgonda
51881,2005-2006,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Well,Tubewell,132503.0,Nalgonda
51882,2005-2006,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Canal,Government,75193.0,Nalgonda
51883,2005-2006,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Canal,Private,,Nalgonda
51884,2005-2006,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Other Source,Other Source,9959.0,Nalgonda
51885,2005-2006,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Tank,Tank,18949.0,Nalgonda
51886,2005-2006,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Well,Other Well,45497.0,Nalgonda
51887,2005-2006,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Well,Tubewell,92946.0,Nalgonda
51888,2005-2006,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Canal,Government,21199.0,Nizamabad
51889,2005-2006,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Canal,Private,,Nizamabad
51890,2005-2006,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Other Source,Other Source,6393.0,Nizamabad
51891,2005-2006,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Tank,Tank,24757.0,Nizamabad
51892,2005-2006,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Well,Other Well,8159.0,Nizamabad
51893,2005-2006,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Well,Tubewell,219053.0,Nizamabad
51894,2005-2006,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Canal,Government,10353.0,Nizamabad
51895,2005-2006,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Canal,Private,,Nizamabad
51896,2005-2006,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Other Source,Other Source,4189.0,Nizamabad
51897,2005-2006,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Tank,Tank,19094.0,Nizamabad
51898,2005-2006,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Well,Other Well,5012.0,Nizamabad
51899,2005-2006,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Well,Tubewell,119698.0,Nizamabad
51900,2005-2006,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Canal,Government,1587.0,Ranga Reddy
51901,2005-2006,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Canal,Private,,Ranga Reddy
51902,2005-2006,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Other Source,Other Source,3054.0,Ranga Reddy
51903,2005-2006,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Tank,Tank,1821.0,Ranga Reddy
51904,2005-2006,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Well,Other Well,12743.0,Ranga Reddy
51905,2005-2006,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Well,Tubewell,64174.0,Ranga Reddy
51906,2005-2006,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Canal,Government,911.0,Ranga Reddy
51907,2005-2006,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Canal,Private,,Ranga Reddy
51908,2005-2006,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Other Source,Other Source,1748.0,Ranga Reddy
51909,2005-2006,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Tank,Tank,1225.0,Ranga Reddy
51910,2005-2006,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Well,Other Well,9963.0,Ranga Reddy
51911,2005-2006,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Well,Tubewell,47068.0,Ranga Reddy
51912,2005-2006,Telangana,36,Warangal,522.0,Gross Irrigated Area,Canal,Government,4191.0,Warangal
51913,2005-2006,Telangana,36,Warangal,522.0,Gross Irrigated Area,Canal,Private,,Warangal
51914,2005-2006,Telangana,36,Warangal,522.0,Gross Irrigated Area,Other Source,Other Source,5466.0,Warangal
51915,2005-2006,Telangana,36,Warangal,522.0,Gross Irrigated Area,Tank,Tank,91660.0,Warangal
51916,2005-2006,Telangana,36,Warangal,522.0,Gross Irrigated Area,Well,Other Well,205121.0,Warangal
51917,2005-2006,Telangana,36,Warangal,522.0,Gross Irrigated Area,Well,Tubewell,85032.0,Warangal
51918,2005-2006,Telangana,36,Warangal,522.0,Net Irrigated Area,Canal,Government,2999.0,Warangal
51919,2005-2006,Telangana,36,Warangal,522.0,Net Irrigated Area,Canal,Private,,Warangal
51920,2005-2006,Telangana,36,Warangal,522.0,Net Irrigated Area,Other Source,Other Source,5193.0,Warangal
51921,2005-2006,Telangana,36,Warangal,522.0,Net Irrigated Area,Tank,Tank,74470.0,Warangal
51922,2005-2006,Telangana,36,Warangal,522.0,Net Irrigated Area,Well,Other Well,174568.0,Warangal
51923,2005-2006,Telangana,36,Warangal,522.0,Net Irrigated Area,Well,Tubewell,67860.0,Warangal
58332,2006-2007,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Canal,Government,16245.0,Adilabad
58333,2006-2007,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Canal,Private,,Adilabad
58334,2006-2007,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Other Source,Other Source,4749.0,Adilabad
58335,2006-2007,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Tank,Tank,15834.0,Adilabad
58336,2006-2007,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Well,Other Well,17264.0,Adilabad
58337,2006-2007,Telangana,36,Adilabad,501.0,Gross Irrigated Area,Well,Tubewell,58630.0,Adilabad
58338,2006-2007,Telangana,36,Adilabad,501.0,Net Irrigated Area,Canal,Government,15602.0,Adilabad
58339,2006-2007,Telangana,36,Adilabad,501.0,Net Irrigated Area,Canal,Private,,Adilabad
58340,2006-2007,Telangana,36,Adilabad,501.0,Net Irrigated Area,Other Source,Other Source,4346.0,Adilabad
58341,2006-2007,Telangana,36,Adilabad,501.0,Net Irrigated Area,Tank,Tank,14645.0,Adilabad
58342,2006-2007,Telangana,36,Adilabad,501.0,Net Irrigated Area,Well,Other Well,15608.0,Adilabad
58343,2006-2007,Telangana,36,Adilabad,501.0,Net Irrigated Area,Well,Tubewell,37854.0,Adilabad
58344,2006-2007,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Canal,Government,139519.0,Karimnagar
58345,2006-2007,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Canal,Private,,Karimnagar
58346,2006-2007,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Other Source,Other Source,1105.0,Karimnagar
58347,2006-2007,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Tank,Tank,67177.0,Karimnagar
58348,2006-2007,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Well,Other Well,285369.0,Karimnagar
58349,2006-2007,Telangana,36,Karimnagar,508.0,Gross Irrigated Area,Well,Tubewell,54241.0,Karimnagar
58350,2006-2007,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Canal,Government,77584.0,Karimnagar
58351,2006-2007,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Canal,Private,,Karimnagar
58352,2006-2007,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Other Source,Other Source,815.0,Karimnagar
58353,2006-2007,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Tank,Tank,42690.0,Karimnagar
58354,2006-2007,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Well,Other Well,191302.0,Karimnagar
58355,2006-2007,Telangana,36,Karimnagar,508.0,Net Irrigated Area,Well,Tubewell,28590.0,Karimnagar
58356,2006-2007,Telangana,36,Khammam,509.0,Gross Irrigated Area,Canal,Government,63404.0,Khammam
58357,2006-2007,Telangana,36,Khammam,509.0,Gross Irrigated Area,Canal,Private,,Khammam
58358,2006-2007,Telangana,36,Khammam,509.0,Gross Irrigated Area,Other Source,Other Source,20653.0,Khammam
58359,2006-2007,Telangana,36,Khammam,509.0,Gross Irrigated Area,Tank,Tank,50844.0,Khammam
58360,2006-2007,Telangana,36,Khammam,509.0,Gross Irrigated Area,Well,Other Well,46948.0,Khammam
58361,2006-2007,Telangana,36,Khammam,509.0,Gross Irrigated Area,Well,Tubewell,44009.0,Khammam
58362,2006-2007,Telangana,36,Khammam,509.0,Net Irrigated Area,Canal,Government,51428.0,Khammam
58363,2006-2007,Telangana,36,Khammam,509.0,Net Irrigated Area,Canal,Private,,Khammam
58364,2006-2007,Telangana,36,Khammam,509.0,Net Irrigated Area,Other Source,Other Source,18501.0,Khammam
58365,2006-2007,Telangana,36,Khammam,509.0,Net Irrigated Area,Tank,Tank,47655.0,Khammam
58366,2006-2007,Telangana,36,Khammam,509.0,Net Irrigated Area,Well,Other Well,41346.0,Khammam
58367,2006-2007,Telangana,36,Khammam,509.0,Net Irrigated Area,Well,Tubewell,38060.0,Khammam
58368,2006-2007,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Government,22737.0,Mahabubnagar
58369,2006-2007,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
58370,2006-2007,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Other Source,Other Source,7636.0,Mahabubnagar
58371,2006-2007,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Tank,Tank,694.0,Mahabubnagar
58372,2006-2007,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Well,Other Well,11630.0,Mahabubnagar
58373,2006-2007,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Well,Tubewell,151988.0,Mahabubnagar
58374,2006-2007,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Canal,Government,21482.0,Mahabubnagar
58375,2006-2007,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
58376,2006-2007,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Other Source,Other Source,6639.0,Mahabubnagar
