id,year,state_name,state_code,district_name,district_code,food_category,crop_type,sub_crop_type,crop_name,crop_code,season,area,old_district_name
453011,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Karimnagar
453012,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,22901.0,Karimnagar
453013,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Karimnagar
453014,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,,Karimnagar
453015,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Karimnagar
453016,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,0.0,Karimnagar
453017,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Pulses,Pulses,Gram,201.0,,0.0,Karimnagar
453018,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,4.0,Karimnagar
453019,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,171.0,Karimnagar
453020,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Karimnagar
453021,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,9.0,Karimnagar
453022,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Karimnagar
453023,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Karimnagar
453024,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Karimnagar
453025,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,0.0,Karimnagar
453026,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,2365.0,Karimnagar
453027,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Karimnagar
453028,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Karimnagar
453029,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Karimnagar
453030,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Karimnagar
453031,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,,Karimnagar
453032,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,166.0,Karimnagar
453033,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Karimnagar
453034,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,,Karimnagar
453035,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,,Karimnagar
453036,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,126.0,Karimnagar
453037,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,,Karimnagar
453038,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,5.0,Karimnagar
453039,2017-2018,Telangana,36,Rajanna Sircilla,683.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,0.0,Karimnagar
453040,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,1.0,Ranga Reddy
453041,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Ranga Reddy
453042,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Ranga Reddy
453043,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,396.0,Ranga Reddy
453044,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Ranga Reddy
453045,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,2053.0,Ranga Reddy
453046,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Ranga Reddy
453047,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Ranga Reddy
453048,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Ranga Reddy
453049,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,,Ranga Reddy
453050,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,13256.0,Ranga Reddy
453051,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Ranga Reddy
453052,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,12099.0,Ranga Reddy
453053,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Ranga Reddy
453054,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,38.0,Ranga Reddy
453055,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Ranga Reddy
453056,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,0.0,Ranga Reddy
453057,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Pulses,Pulses,Gram,201.0,,4.0,Ranga Reddy
453058,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,,Ranga Reddy
453059,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,10.0,Ranga Reddy
453060,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Ranga Reddy
453061,2017-2018,Telangana,36,Ranga Reddy,518.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,1.0,Ranga Reddy
453062,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Ranga Reddy
453063,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Ranga Reddy
453064,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Ranga Reddy
453065,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,,Ranga Reddy
453066,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,,Ranga Reddy
453067,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Ranga Reddy
453068,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Ranga Reddy
453069,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Ranga Reddy
453070,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Ranga Reddy
453071,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,2860.0,Ranga Reddy
453072,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,1335.0,Ranga Reddy
453073,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Ranga Reddy
453074,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,5.0,Ranga Reddy
453075,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,,Ranga Reddy
453076,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,,Ranga Reddy
453077,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,,Ranga Reddy
453078,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,176.0,Ranga Reddy
453079,2017-2018,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,1976.0,Ranga Reddy
453080,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,,Medak
453081,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Medak
453082,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Medak
453083,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,2076.0,Medak
453084,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Medak
453085,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,1969.0,Medak
453086,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Medak
453087,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Medak
453088,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Medak
453089,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,,Medak
453090,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,21020.0,Medak
453091,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Medak
453092,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,18317.0,Medak
453093,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Medak
453094,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,510.0,Medak
453095,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Medak
453096,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,0.0,Medak
453097,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Pulses,Pulses,Gram,201.0,,162.0,Medak
453098,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,0.0,Medak
453099,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,0.0,Medak
453100,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Medak
453101,2017-2018,Telangana,36,Sangareddy,691.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,33785.0,Medak
453102,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Medak
453103,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Medak
453104,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Medak
453105,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,0.0,Medak
453106,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,8755.0,Medak
453107,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Medak
453108,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Medak
453109,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Medak
453110,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Medak
453111,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,93.0,Medak
453112,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,110.0,Medak
453113,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Medak
453114,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,23.0,Medak
453115,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,,Medak
453116,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,7.0,Medak
453117,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,,Medak
453118,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,6.0,Medak
453119,2017-2018,Telangana,36,Sangareddy,691.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,136.0,Medak
453120,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,,Medak
453121,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Medak
453122,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Medak
453123,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,0.0,Medak
453124,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Medak
453125,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,11818.0,Medak
453126,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Medak
453127,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Medak
453128,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Medak
453129,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,,Medak
453130,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,34495.0,Medak
453131,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Medak
453132,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,45375.0,Medak
453133,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Medak
453134,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,7.0,Medak
453135,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Medak
453136,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,0.0,Medak
453137,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Pulses,Pulses,Gram,201.0,,0.0,Medak
453138,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,18.0,Medak
453139,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,392.0,Medak
453140,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Medak
453141,2017-2018,Telangana,36,Siddipet,692.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,296.0,Medak
453142,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Medak
453143,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Medak
453144,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Medak
453145,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,0.0,Medak
453146,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,,Medak
453147,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Medak
453148,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Medak
453149,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Medak
453150,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Medak
453151,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,0.0,Medak
453152,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,1111.0,Medak
453153,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Medak
453154,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,0.0,Medak
453155,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,,Medak
453156,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,31.0,Medak
453157,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,,Medak
453158,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,2517.0,Medak
453159,2017-2018,Telangana,36,Siddipet,692.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,97.0,Medak
453160,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,,Nalgonda
453161,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Nalgonda
453162,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Nalgonda
453163,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,0.0,Nalgonda
453164,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Nalgonda
453165,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,154.0,Nalgonda
453166,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Nalgonda
453167,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Nalgonda
453168,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Nalgonda
453169,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,,Nalgonda
453170,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,67674.0,Nalgonda
453171,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Nalgonda
453172,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,87908.0,Nalgonda
453173,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Nalgonda
453174,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,,Nalgonda
453175,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Nalgonda
453176,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,0.0,Nalgonda
453177,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Pulses,Pulses,Gram,201.0,,52.0,Nalgonda
453178,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,,Nalgonda
453179,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,299.0,Nalgonda
453180,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Nalgonda
453181,2017-2018,Telangana,36,Suryapet,696.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,1709.0,Nalgonda
453182,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Nalgonda
453183,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Nalgonda
453184,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Nalgonda
453185,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,,Nalgonda
453186,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,29950.0,Nalgonda
453187,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Nalgonda
453188,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Nalgonda
453189,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Nalgonda
453190,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Nalgonda
453191,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,39.0,Nalgonda
453192,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,5934.0,Nalgonda
453193,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Nalgonda
453194,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,107.0,Nalgonda
453195,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,,Nalgonda
453196,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,,Nalgonda
453197,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,,Nalgonda
453198,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,0.0,Nalgonda
453199,2017-2018,Telangana,36,Suryapet,696.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,42.0,Nalgonda
453200,2017-2018,Telangana,36,Vikarabad,698.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,,Ranga Reddy
453201,2017-2018,Telangana,36,Vikarabad,698.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Ranga Reddy
