id,year,state_name,state_code,district_name,district_code,food_category,crop_type,sub_crop_type,crop_name,crop_code,season,area,old_district_name
84601,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Ranga Reddy
84602,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Ranga Reddy
84603,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,,Ranga Reddy
84604,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Ranga Reddy
84605,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,411.0,Ranga Reddy
84606,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Ranga Reddy
84607,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Ranga Reddy
84608,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Ranga Reddy
84609,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,147.0,Ranga Reddy
84610,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,24106.0,Ranga Reddy
84611,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Ranga Reddy
84612,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,21614.0,Ranga Reddy
84613,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Ranga Reddy
84614,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,2153.0,Ranga Reddy
84615,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Ranga Reddy
84616,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,,Ranga Reddy
84617,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Pulses,Pulses,Gram,201.0,,,Ranga Reddy
84618,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,,Ranga Reddy
84619,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,,Ranga Reddy
84620,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Ranga Reddy
84621,2001-2002,Telangana,36,Ranga Reddy,518.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,2530.0,Ranga Reddy
84622,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Ranga Reddy
84623,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Ranga Reddy
84624,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Ranga Reddy
84625,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,,Ranga Reddy
84626,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,,Ranga Reddy
84627,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Ranga Reddy
84628,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Ranga Reddy
84629,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Ranga Reddy
84630,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Ranga Reddy
84631,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,2113.0,Ranga Reddy
84632,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,6120.0,Ranga Reddy
84633,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Ranga Reddy
84634,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,54.0,Ranga Reddy
84635,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,5.0,Ranga Reddy
84636,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,,Ranga Reddy
84637,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,,Ranga Reddy
84638,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,237.0,Ranga Reddy
84639,2001-2002,Telangana,36,Ranga Reddy,518.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,1405.0,Ranga Reddy
84640,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,,Warangal
84641,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Warangal
84642,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Warangal
84643,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,24.0,Warangal
84644,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Warangal
84645,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,14224.0,Warangal
84646,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Warangal
84647,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Warangal
84648,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Warangal
84649,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,,Warangal
84650,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,119514.0,Warangal
84651,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Warangal
84652,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,49550.0,Warangal
84653,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Warangal
84654,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,22.0,Warangal
84655,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,58.0,Warangal
84656,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,63.0,Warangal
84657,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Pulses,Pulses,Gram,201.0,,121.0,Warangal
84658,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,,Warangal
84659,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,1581.0,Warangal
84660,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Warangal
84661,2001-2002,Telangana,36,Warangal,522.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,,Warangal
84662,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Warangal
84663,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Warangal
84664,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Warangal
84665,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,409.0,Warangal
84666,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,105696.0,Warangal
84667,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Warangal
84668,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Warangal
84669,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Warangal
84670,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Warangal
84671,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,,Warangal
84672,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,23153.0,Warangal
84673,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Warangal
84674,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,3.0,Warangal
84675,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,,Warangal
84676,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,41.0,Warangal
84677,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,,Warangal
84678,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,728.0,Warangal
84679,2001-2002,Telangana,36,Warangal,522.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,,Warangal
107220,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Adilabad
107221,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,192.0,Adilabad
107308,2002-2003,Telangana,36,Khammam,509.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Khammam
107310,2002-2003,Telangana,36,Khammam,509.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Khammam
107377,2002-2003,Telangana,36,Medak,513.0,Food Crop,Pulses,Pulses,Gram,201.0,,34.0,Medak
107200,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,959.0,Adilabad
107201,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Adilabad
107202,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Adilabad
107203,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,1008.0,Adilabad
107204,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Adilabad
107205,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,11446.0,Adilabad
107206,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Adilabad
107207,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Adilabad
107208,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Adilabad
107209,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,13.0,Adilabad
107210,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,,Adilabad
107211,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Adilabad
107212,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,5137.0,Adilabad
107213,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Adilabad
107214,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,2628.0,Adilabad
107215,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Adilabad
107216,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,,Adilabad
107217,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Pulses,Pulses,Gram,201.0,,70.0,Adilabad
107218,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,378.0,Adilabad
107219,2002-2003,Telangana,36,Adilabad,501.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,240.0,Adilabad
107222,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Adilabad
107223,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Adilabad
107224,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Adilabad
107225,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,17.0,Adilabad
107226,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,4093.0,Adilabad
107227,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Adilabad
107228,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Adilabad
107229,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Adilabad
107230,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Adilabad
107231,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,44.0,Adilabad
107232,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,2189.0,Adilabad
107233,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Adilabad
107234,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,21.0,Adilabad
107235,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,,Adilabad
107236,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,1267.0,Adilabad
107237,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,,Adilabad
107238,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,151.0,Adilabad
107239,2002-2003,Telangana,36,Adilabad,501.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,24.0,Adilabad
107240,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,330.0,Karimnagar
107241,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Karimnagar
107242,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Karimnagar
107243,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,529.0,Karimnagar
107244,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Karimnagar
107245,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,62263.0,Karimnagar
107246,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Karimnagar
107247,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Karimnagar
107248,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Karimnagar
107249,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,,Karimnagar
107250,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,,Karimnagar
107251,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Karimnagar
107252,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,48545.0,Karimnagar
107253,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Karimnagar
107254,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,115.0,Karimnagar
107255,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,3.0,Karimnagar
107256,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,,Karimnagar
107257,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Pulses,Pulses,Gram,201.0,,706.0,Karimnagar
107258,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,666.0,Karimnagar
107259,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,4429.0,Karimnagar
107260,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Karimnagar
107261,2002-2003,Telangana,36,Karimnagar,508.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,2049.0,Karimnagar
107262,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Karimnagar
107263,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Karimnagar
107309,2002-2003,Telangana,36,Khammam,509.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Khammam
107264,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Karimnagar
107265,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,200.0,Karimnagar
107266,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,16174.0,Karimnagar
107267,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Karimnagar
107268,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Fiber,Fiber,Mesta,1103.0,,,Karimnagar
107269,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Fiber,Fiber,Other Fibres,1188.0,,,Karimnagar
107270,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Fiber,Fiber,Sanhemp,1104.0,,,Karimnagar
107271,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,256.0,Karimnagar
107272,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,12833.0,Karimnagar
107273,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Oilseeds,Oilseeds,Linseed,1005.0,,,Karimnagar
107274,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Oilseeds,Oilseeds,Other Oilseeds,1088.0,,51.0,Karimnagar
107275,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Oilseeds,Oilseeds,Rapeseed and Mustard,1004.0,,,Karimnagar
107276,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Oilseeds,Oilseeds,Sesamum,1003.0,,2108.0,Karimnagar
107277,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Oilseeds,Oilseeds,Soyabean,1009.0,,,Karimnagar
107278,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Oilseeds,Oilseeds,Sunflower,1007.0,,202.0,Karimnagar
107279,2002-2003,Telangana,36,Karimnagar,508.0,Non Food Crop,Other Non Food Crops,Other Non Food Crops,Other Non Food Crops,1888.0,,37.0,Karimnagar
107280,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Bajra,103.0,,24.0,Khammam
107281,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Barley,107.0,,,Khammam
107282,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Kharif,,Khammam
107283,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Rabi,3.0,Khammam
107284,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Jowar,102.0,Summer,,Khammam
107285,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Maize,104.0,,4120.0,Khammam
107286,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Kharif,,Khammam
107287,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Rabi,,Khammam
107288,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Other Cereals and Millets,188.0,Summer,,Khammam
107289,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Ragi,105.0,,,Khammam
107290,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Autumn,,Khammam
107291,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Kharif,,Khammam
107292,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Summer,4948.0,Khammam
107293,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Rice,101.0,Winter,,Khammam
107294,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Cereals & Millets,Cereals & Millets,Wheat,106.0,,,Khammam
107295,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Other Food Crops,Other Food Crops,Other Food Crops,801.0,,,Khammam
107296,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Pulses,Pulses,Arhar(Tur),202.0,,,Khammam
107297,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Pulses,Pulses,Gram,201.0,,45.0,Khammam
107298,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Kharif,173.0,Khammam
107299,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Rabi,688.0,Khammam
107300,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Pulses,Pulses,Other Pulses,288.0,Summer,,Khammam
107301,2002-2003,Telangana,36,Khammam,509.0,Food Crop,Sugar,Sugar,Sugarcane,401.0,,7457.0,Khammam
107302,2002-2003,Telangana,36,Khammam,509.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Coffee,1502.0,,,Khammam
107303,2002-2003,Telangana,36,Khammam,509.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Other Plantation Crops,1588.0,,,Khammam
107304,2002-2003,Telangana,36,Khammam,509.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tea,1501.0,,,Khammam
107305,2002-2003,Telangana,36,Khammam,509.0,Non Food Crop,"Drugs, Narcotics and plantation Crop","Drugs, Narcotics and plantation Crop",Tobacco,1302.0,,3935.0,Khammam
107306,2002-2003,Telangana,36,Khammam,509.0,Non Food Crop,Fiber,Fiber,Cotton,1101.0,,6965.0,Khammam
107307,2002-2003,Telangana,36,Khammam,509.0,Non Food Crop,Fiber,Fiber,Jute,1102.0,,,Khammam
107311,2002-2003,Telangana,36,Khammam,509.0,Non Food Crop,Fodder Crops,Fodder Crops,Fodder Crops,1488.0,,548.0,Khammam
107312,2002-2003,Telangana,36,Khammam,509.0,Non Food Crop,Oilseeds,Oilseeds,Groundnut,1001.0,,2517.0,Khammam
