id,year,state_name,state_code,district_name,district_code,crop_name,crop_code,crop_type,season,area,area_unit,production,production_unit,yield,yield_unit,old_district_name
196683,2009-2010,Telangana,36,Nalgonda,514,Rice,101.0,Cereals,Kharif,98690.0,Hectare,319262.0,Tonnes,3.235,Tonnes/Hectare,Nalgonda
196684,2009-2010,Telangana,36,Nalgonda,514,Rice,101.0,Cereals,Rabi,174740.0,Hectare,599708.0,Tonnes,3.432,Tonnes/Hectare,Nalgonda
196685,2009-2010,Telangana,36,Nalgonda,514,Rice,101.0,Cereals,Total,273430.0,Hectare,918970.0,Tonnes,3.361,Tonnes/Hectare,Nalgonda
196686,2009-2010,Telangana,36,Nalgonda,514,Safflower,1008.0,Oilseeds,Rabi,32.0,Hectare,14.0,Tonnes,0.438,Tonnes/Hectare,Nalgonda
196687,2009-2010,Telangana,36,Nalgonda,514,Sesamum,1003.0,Oilseeds,Kharif,1382.0,Hectare,240.0,Tonnes,0.174,Tonnes/Hectare,Nalgonda
196688,2009-2010,Telangana,36,Nalgonda,514,Sesamum,1003.0,Oilseeds,Rabi,40.0,Hectare,13.0,Tonnes,0.325,Tonnes/Hectare,Nalgonda
196689,2009-2010,Telangana,36,Nalgonda,514,Sesamum,1003.0,Oilseeds,Total,1422.0,Hectare,253.0,Tonnes,0.178,Tonnes/Hectare,Nalgonda
196690,2009-2010,Telangana,36,Nalgonda,514,Sugarcane,401.0,Sugar,Whole Year,122.0,Hectare,10708.0,Tonnes,87.77,Tonnes/Hectare,Nalgonda
196691,2009-2010,Telangana,36,Nalgonda,514,Sunflower,1007.0,Oilseeds,Whole Year,2039.0,Hectare,1897.0,Tonnes,0.93,Tonnes/Hectare,Nalgonda
196692,2009-2010,Telangana,36,Nalgonda,514,Tobacco,1302.0,Drugs And Narcotics,Whole Year,25.0,Hectare,54.0,Tonnes,2.16,Tonnes/Hectare,Nalgonda
196693,2009-2010,Telangana,36,Nalgonda,514,Urad,203.0,Pulses,Rabi,2000.0,Hectare,842.0,Tonnes,0.421,Tonnes/Hectare,Nalgonda
196694,2009-2010,Telangana,36,Nizamabad,516,Arhar/Tur,202.0,Pulses,Kharif,3206.0,Hectare,2998.0,Tonnes,0.935,Tonnes/Hectare,Nizamabad
196695,2009-2010,Telangana,36,Nizamabad,516,Arhar/Tur,202.0,Pulses,Rabi,436.0,Hectare,408.0,Tonnes,0.936,Tonnes/Hectare,Nizamabad
196696,2009-2010,Telangana,36,Nizamabad,516,Arhar/Tur,202.0,Pulses,Total,3642.0,Hectare,3406.0,Tonnes,0.935,Tonnes/Hectare,Nizamabad
196697,2009-2010,Telangana,36,Nizamabad,516,Bajra,103.0,Cereals,Rabi,7950.0,Hectare,3848.0,Tonnes,0.484,Tonnes/Hectare,Nizamabad
196698,2009-2010,Telangana,36,Nizamabad,516,Banana,606.0,Fruits,Whole Year,150.0,Hectare,4522.0,Tonnes,30.147,Tonnes/Hectare,Nizamabad
196699,2009-2010,Telangana,36,Nizamabad,516,Castor Seed,1002.0,Oilseeds,Kharif,6.0,Hectare,2.0,Tonnes,0.333,Tonnes/Hectare,Nizamabad
196700,2009-2010,Telangana,36,Nizamabad,516,Coconut,1006.0,Oilseeds,Whole Year,4.0,Hectare,44688.0,Tonnes,11172.0,Tonnes/Hectare,Nizamabad
196701,2009-2010,Telangana,36,Nizamabad,516,Coriander,509.0,Spices,Whole Year,277.0,Hectare,175.0,Tonnes,0.632,Tonnes/Hectare,Nizamabad
196702,2009-2010,Telangana,36,Nizamabad,516,Cotton(Lint),1101.0,Fiber Crops,Kharif,15121.0,Hectare,38692.0,Tonnes,2.559,Tonnes/Hectare,Nizamabad
196703,2009-2010,Telangana,36,Nizamabad,516,Dry Chillies,502.0,Spices,Kharif,791.0,Hectare,2745.0,Tonnes,3.47,Tonnes/Hectare,Nizamabad
196704,2009-2010,Telangana,36,Nizamabad,516,Dry Chillies,502.0,Spices,Rabi,1338.0,Hectare,5059.0,Tonnes,3.781,Tonnes/Hectare,Nizamabad
196705,2009-2010,Telangana,36,Nizamabad,516,Dry Chillies,502.0,Spices,Total,2129.0,Hectare,7804.0,Tonnes,3.666,Tonnes/Hectare,Nizamabad
196706,2009-2010,Telangana,36,Nizamabad,516,Garlic,508.0,Spices,Whole Year,131.0,Hectare,142.0,Tonnes,1.084,Tonnes/Hectare,Nizamabad
196707,2009-2010,Telangana,36,Nizamabad,516,Ginger,503.0,Spices,Whole Year,21.0,Hectare,189.0,Tonnes,9.0,Tonnes/Hectare,Nizamabad
196708,2009-2010,Telangana,36,Nizamabad,516,Gram,201.0,Pulses,Rabi,26415.0,Hectare,47547.0,Tonnes,1.8,Tonnes/Hectare,Nizamabad
196709,2009-2010,Telangana,36,Nizamabad,516,Groundnut,1001.0,Oilseeds,Kharif,8.0,Hectare,6.0,Tonnes,0.75,Tonnes/Hectare,Nizamabad
196710,2009-2010,Telangana,36,Nizamabad,516,Groundnut,1001.0,Oilseeds,Rabi,2542.0,Hectare,3691.0,Tonnes,1.452,Tonnes/Hectare,Nizamabad
196711,2009-2010,Telangana,36,Nizamabad,516,Groundnut,1001.0,Oilseeds,Total,2550.0,Hectare,3697.0,Tonnes,1.45,Tonnes/Hectare,Nizamabad
196712,2009-2010,Telangana,36,Nizamabad,516,Horse-Gram,206.0,Pulses,Kharif,4.0,Hectare,2.0,Tonnes,0.5,Tonnes/Hectare,Nizamabad
196713,2009-2010,Telangana,36,Nizamabad,516,Jowar,102.0,Cereals,Kharif,1474.0,Hectare,1290.0,Tonnes,0.875,Tonnes/Hectare,Nizamabad
196714,2009-2010,Telangana,36,Nizamabad,516,Jowar,102.0,Cereals,Rabi,8673.0,Hectare,8578.0,Tonnes,0.989,Tonnes/Hectare,Nizamabad
196715,2009-2010,Telangana,36,Nizamabad,516,Jowar,102.0,Cereals,Total,10147.0,Hectare,9868.0,Tonnes,0.973,Tonnes/Hectare,Nizamabad
196716,2009-2010,Telangana,36,Nizamabad,516,Maize,104.0,Cereals,Kharif,61888.0,Hectare,201755.0,Tonnes,3.26,Tonnes/Hectare,Nizamabad
196717,2009-2010,Telangana,36,Nizamabad,516,Maize,104.0,Cereals,Rabi,13240.0,Hectare,51504.0,Tonnes,3.89,Tonnes/Hectare,Nizamabad
196718,2009-2010,Telangana,36,Nizamabad,516,Maize,104.0,Cereals,Total,75128.0,Hectare,253259.0,Tonnes,3.371,Tonnes/Hectare,Nizamabad
196719,2009-2010,Telangana,36,Nizamabad,516,Moong(Green Gram),204.0,Pulses,Kharif,19684.0,Hectare,1496.0,Tonnes,0.076,Tonnes/Hectare,Nizamabad
196720,2009-2010,Telangana,36,Nizamabad,516,Moong(Green Gram),204.0,Pulses,Rabi,394.0,Hectare,182.0,Tonnes,0.462,Tonnes/Hectare,Nizamabad
196721,2009-2010,Telangana,36,Nizamabad,516,Moong(Green Gram),204.0,Pulses,Total,20078.0,Hectare,1678.0,Tonnes,0.084,Tonnes/Hectare,Nizamabad
196722,2009-2010,Telangana,36,Nizamabad,516,Onion,708.0,Vegetable,Kharif,6.0,Hectare,104.0,Tonnes,17.333,Tonnes/Hectare,Nizamabad
196723,2009-2010,Telangana,36,Nizamabad,516,Onion,708.0,Vegetable,Rabi,1727.0,Hectare,46774.0,Tonnes,27.084,Tonnes/Hectare,Nizamabad
196724,2009-2010,Telangana,36,Nizamabad,516,Onion,708.0,Vegetable,Total,1733.0,Hectare,46878.0,Tonnes,27.05,Tonnes/Hectare,Nizamabad
196725,2009-2010,Telangana,36,Nizamabad,516,Other Rabi Pulses,288.0,Pulses,Rabi,423.0,Hectare,406.0,Tonnes,0.96,Tonnes/Hectare,Nizamabad
196726,2009-2010,Telangana,36,Nizamabad,516,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,929.0,Hectare,556.0,Tonnes,0.598,Tonnes/Hectare,Nizamabad
196727,2009-2010,Telangana,36,Nizamabad,516,Rice,101.0,Cereals,Kharif,75732.0,Hectare,245978.0,Tonnes,3.248,Tonnes/Hectare,Nizamabad
196728,2009-2010,Telangana,36,Nizamabad,516,Rice,101.0,Cereals,Rabi,45538.0,Hectare,143080.0,Tonnes,3.142,Tonnes/Hectare,Nizamabad
196729,2009-2010,Telangana,36,Nizamabad,516,Rice,101.0,Cereals,Total,121270.0,Hectare,389058.0,Tonnes,3.208,Tonnes/Hectare,Nizamabad
196730,2009-2010,Telangana,36,Nizamabad,516,Safflower,1008.0,Oilseeds,Rabi,3852.0,Hectare,1672.0,Tonnes,0.434,Tonnes/Hectare,Nizamabad
196731,2009-2010,Telangana,36,Nizamabad,516,Sesamum,1003.0,Oilseeds,Kharif,39.0,Hectare,4.0,Tonnes,0.103,Tonnes/Hectare,Nizamabad
196732,2009-2010,Telangana,36,Nizamabad,516,Sesamum,1003.0,Oilseeds,Rabi,1765.0,Hectare,582.0,Tonnes,0.33,Tonnes/Hectare,Nizamabad
196733,2009-2010,Telangana,36,Nizamabad,516,Sesamum,1003.0,Oilseeds,Total,1804.0,Hectare,586.0,Tonnes,0.325,Tonnes/Hectare,Nizamabad
196734,2009-2010,Telangana,36,Nizamabad,516,Soyabean,1009.0,Oilseeds,Kharif,57852.0,Hectare,73530.0,Tonnes,1.271,Tonnes/Hectare,Nizamabad
196735,2009-2010,Telangana,36,Nizamabad,516,Sugarcane,401.0,Sugar,Whole Year,5936.0,Hectare,395727.0,Tonnes,66.666,Tonnes/Hectare,Nizamabad
196736,2009-2010,Telangana,36,Nizamabad,516,Sunflower,1007.0,Oilseeds,Whole Year,16170.0,Hectare,12613.0,Tonnes,0.78,Tonnes/Hectare,Nizamabad
196737,2009-2010,Telangana,36,Nizamabad,516,Tobacco,1302.0,Drugs And Narcotics,Whole Year,486.0,Hectare,1411.0,Tonnes,2.903,Tonnes/Hectare,Nizamabad
196738,2009-2010,Telangana,36,Nizamabad,516,Turmeric,504.0,Spices,Whole Year,9778.0,Hectare,90231.0,Tonnes,9.228,Tonnes/Hectare,Nizamabad
196739,2009-2010,Telangana,36,Nizamabad,516,Urad,203.0,Pulses,Kharif,11238.0,Hectare,1506.0,Tonnes,0.134,Tonnes/Hectare,Nizamabad
196740,2009-2010,Telangana,36,Nizamabad,516,Urad,203.0,Pulses,Rabi,1075.0,Hectare,747.0,Tonnes,0.695,Tonnes/Hectare,Nizamabad
196741,2009-2010,Telangana,36,Nizamabad,516,Urad,203.0,Pulses,Total,12313.0,Hectare,2253.0,Tonnes,0.183,Tonnes/Hectare,Nizamabad
196742,2009-2010,Telangana,36,Nizamabad,516,Wheat,106.0,Cereals,Rabi,1679.0,Hectare,1828.0,Tonnes,1.089,Tonnes/Hectare,Nizamabad
196743,2009-2010,Telangana,36,Ranga Reddy,518,Arhar/Tur,202.0,Pulses,Kharif,33938.0,Hectare,14220.0,Tonnes,0.419,Tonnes/Hectare,Ranga Reddy
196744,2009-2010,Telangana,36,Ranga Reddy,518,Arhar/Tur,202.0,Pulses,Rabi,408.0,Hectare,171.0,Tonnes,0.419,Tonnes/Hectare,Ranga Reddy
196745,2009-2010,Telangana,36,Ranga Reddy,518,Arhar/Tur,202.0,Pulses,Total,34346.0,Hectare,14391.0,Tonnes,0.419,Tonnes/Hectare,Ranga Reddy
196746,2009-2010,Telangana,36,Ranga Reddy,518,Bajra,103.0,Cereals,Kharif,168.0,Hectare,81.0,Tonnes,0.482,Tonnes/Hectare,Ranga Reddy
196747,2009-2010,Telangana,36,Ranga Reddy,518,Banana,606.0,Fruits,Whole Year,4.0,Hectare,121.0,Tonnes,30.25,Tonnes/Hectare,Ranga Reddy
196748,2009-2010,Telangana,36,Ranga Reddy,518,Castor Seed,1002.0,Oilseeds,Kharif,4378.0,Hectare,1204.0,Tonnes,0.275,Tonnes/Hectare,Ranga Reddy
196749,2009-2010,Telangana,36,Ranga Reddy,518,Coconut,1006.0,Oilseeds,Whole Year,2.0,Hectare,22344.0,Tonnes,11172.0,Tonnes/Hectare,Ranga Reddy
196750,2009-2010,Telangana,36,Ranga Reddy,518,Coriander,509.0,Spices,Whole Year,212.0,Hectare,134.0,Tonnes,0.632,Tonnes/Hectare,Ranga Reddy
196751,2009-2010,Telangana,36,Ranga Reddy,518,Cotton(Lint),1101.0,Fiber Crops,Kharif,26594.0,Hectare,35667.0,Tonnes,1.341,Tonnes/Hectare,Ranga Reddy
196752,2009-2010,Telangana,36,Ranga Reddy,518,Dry Chillies,502.0,Spices,Kharif,850.0,Hectare,2950.0,Tonnes,3.471,Tonnes/Hectare,Ranga Reddy
196753,2009-2010,Telangana,36,Ranga Reddy,518,Dry Chillies,502.0,Spices,Rabi,427.0,Hectare,1614.0,Tonnes,3.78,Tonnes/Hectare,Ranga Reddy
196754,2009-2010,Telangana,36,Ranga Reddy,518,Dry Chillies,502.0,Spices,Total,1277.0,Hectare,4564.0,Tonnes,3.574,Tonnes/Hectare,Ranga Reddy
196755,2009-2010,Telangana,36,Ranga Reddy,518,Ginger,503.0,Spices,Whole Year,53.0,Hectare,488.0,Tonnes,9.208,Tonnes/Hectare,Ranga Reddy
196756,2009-2010,Telangana,36,Ranga Reddy,518,Gram,201.0,Pulses,Rabi,6638.0,Hectare,10216.0,Tonnes,1.539,Tonnes/Hectare,Ranga Reddy
196757,2009-2010,Telangana,36,Ranga Reddy,518,Groundnut,1001.0,Oilseeds,Kharif,170.0,Hectare,43.0,Tonnes,0.253,Tonnes/Hectare,Ranga Reddy
196758,2009-2010,Telangana,36,Ranga Reddy,518,Groundnut,1001.0,Oilseeds,Rabi,7221.0,Hectare,11099.0,Tonnes,1.537,Tonnes/Hectare,Ranga Reddy
196759,2009-2010,Telangana,36,Ranga Reddy,518,Groundnut,1001.0,Oilseeds,Total,7391.0,Hectare,11142.0,Tonnes,1.508,Tonnes/Hectare,Ranga Reddy
196760,2009-2010,Telangana,36,Ranga Reddy,518,Horse-Gram,206.0,Pulses,Kharif,167.0,Hectare,70.0,Tonnes,0.419,Tonnes/Hectare,Ranga Reddy
196761,2009-2010,Telangana,36,Ranga Reddy,518,Horse-Gram,206.0,Pulses,Rabi,214.0,Hectare,63.0,Tonnes,0.294,Tonnes/Hectare,Ranga Reddy
196762,2009-2010,Telangana,36,Ranga Reddy,518,Horse-Gram,206.0,Pulses,Total,381.0,Hectare,133.0,Tonnes,0.349,Tonnes/Hectare,Ranga Reddy
196763,2009-2010,Telangana,36,Ranga Reddy,518,Jowar,102.0,Cereals,Kharif,16228.0,Hectare,13940.0,Tonnes,0.859,Tonnes/Hectare,Ranga Reddy
196764,2009-2010,Telangana,36,Ranga Reddy,518,Jowar,102.0,Cereals,Rabi,5672.0,Hectare,6262.0,Tonnes,1.104,Tonnes/Hectare,Ranga Reddy
196765,2009-2010,Telangana,36,Ranga Reddy,518,Jowar,102.0,Cereals,Total,21900.0,Hectare,20202.0,Tonnes,0.922,Tonnes/Hectare,Ranga Reddy
196766,2009-2010,Telangana,36,Ranga Reddy,518,Maize,104.0,Cereals,Kharif,25895.0,Hectare,47621.0,Tonnes,1.839,Tonnes/Hectare,Ranga Reddy
196767,2009-2010,Telangana,36,Ranga Reddy,518,Maize,104.0,Cereals,Rabi,1149.0,Hectare,5449.0,Tonnes,4.742,Tonnes/Hectare,Ranga Reddy
196768,2009-2010,Telangana,36,Ranga Reddy,518,Maize,104.0,Cereals,Total,27044.0,Hectare,53070.0,Tonnes,1.962,Tonnes/Hectare,Ranga Reddy
196769,2009-2010,Telangana,36,Ranga Reddy,518,Moong(Green Gram),204.0,Pulses,Kharif,9719.0,Hectare,272.0,Tonnes,0.028,Tonnes/Hectare,Ranga Reddy
196770,2009-2010,Telangana,36,Ranga Reddy,518,Onion,708.0,Vegetable,Kharif,278.0,Hectare,4834.0,Tonnes,17.388,Tonnes/Hectare,Ranga Reddy
196771,2009-2010,Telangana,36,Ranga Reddy,518,Onion,708.0,Vegetable,Rabi,1819.0,Hectare,52616.0,Tonnes,28.926,Tonnes/Hectare,Ranga Reddy
196772,2009-2010,Telangana,36,Ranga Reddy,518,Onion,708.0,Vegetable,Total,2097.0,Hectare,57450.0,Tonnes,27.396,Tonnes/Hectare,Ranga Reddy
196773,2009-2010,Telangana,36,Ranga Reddy,518,Potato,701.0,Vegetable,Whole Year,324.0,Hectare,4282.0,Tonnes,13.216,Tonnes/Hectare,Ranga Reddy
196774,2009-2010,Telangana,36,Ranga Reddy,518,Ragi,105.0,Cereals,Kharif,317.0,Hectare,214.0,Tonnes,0.675,Tonnes/Hectare,Ranga Reddy
196775,2009-2010,Telangana,36,Ranga Reddy,518,Ragi,105.0,Cereals,Rabi,75.0,Hectare,139.0,Tonnes,1.853,Tonnes/Hectare,Ranga Reddy
196776,2009-2010,Telangana,36,Ranga Reddy,518,Ragi,105.0,Cereals,Total,392.0,Hectare,353.0,Tonnes,0.901,Tonnes/Hectare,Ranga Reddy
196777,2009-2010,Telangana,36,Ranga Reddy,518,Rice,101.0,Cereals,Kharif,20022.0,Hectare,52157.0,Tonnes,2.605,Tonnes/Hectare,Ranga Reddy
196778,2009-2010,Telangana,36,Ranga Reddy,518,Rice,101.0,Cereals,Rabi,15340.0,Hectare,40498.0,Tonnes,2.64,Tonnes/Hectare,Ranga Reddy
196779,2009-2010,Telangana,36,Ranga Reddy,518,Rice,101.0,Cereals,Total,35362.0,Hectare,92655.0,Tonnes,2.62,Tonnes/Hectare,Ranga Reddy
196780,2009-2010,Telangana,36,Ranga Reddy,518,Safflower,1008.0,Oilseeds,Rabi,2165.0,Hectare,898.0,Tonnes,0.415,Tonnes/Hectare,Ranga Reddy
196781,2009-2010,Telangana,36,Ranga Reddy,518,Sesamum,1003.0,Oilseeds,Kharif,586.0,Hectare,60.0,Tonnes,0.102,Tonnes/Hectare,Ranga Reddy
196782,2009-2010,Telangana,36,Ranga Reddy,518,Small Millets,108.0,Cereals,Kharif,8.0,Hectare,4.0,Tonnes,0.5,Tonnes/Hectare,Ranga Reddy
196783,2009-2010,Telangana,36,Ranga Reddy,518,Soyabean,1009.0,Oilseeds,Kharif,6.0,Hectare,5.0,Tonnes,0.833,Tonnes/Hectare,Ranga Reddy
196784,2009-2010,Telangana,36,Ranga Reddy,518,Sugarcane,401.0,Sugar,Whole Year,1094.0,Hectare,82200.0,Tonnes,75.137,Tonnes/Hectare,Ranga Reddy
196785,2009-2010,Telangana,36,Ranga Reddy,518,Sunflower,1007.0,Oilseeds,Whole Year,759.0,Hectare,648.0,Tonnes,0.854,Tonnes/Hectare,Ranga Reddy
196786,2009-2010,Telangana,36,Ranga Reddy,518,Sweet Potato,703.0,Vegetable,Whole Year,8.0,Hectare,16.0,Tonnes,2.0,Tonnes/Hectare,Ranga Reddy
196787,2009-2010,Telangana,36,Ranga Reddy,518,Turmeric,504.0,Spices,Whole Year,3517.0,Hectare,9911.0,Tonnes,2.818,Tonnes/Hectare,Ranga Reddy
196788,2009-2010,Telangana,36,Ranga Reddy,518,Urad,203.0,Pulses,Kharif,9073.0,Hectare,227.0,Tonnes,0.025,Tonnes/Hectare,Ranga Reddy
196789,2009-2010,Telangana,36,Ranga Reddy,518,Wheat,106.0,Cereals,Rabi,994.0,Hectare,849.0,Tonnes,0.854,Tonnes/Hectare,Ranga Reddy
196790,2009-2010,Telangana,36,Warangal,522,Arhar/Tur,202.0,Pulses,Kharif,23464.0,Hectare,9245.0,Tonnes,0.394,Tonnes/Hectare,Warangal
196791,2009-2010,Telangana,36,Warangal,522,Arhar/Tur,202.0,Pulses,Rabi,2363.0,Hectare,931.0,Tonnes,0.394,Tonnes/Hectare,Warangal
196792,2009-2010,Telangana,36,Warangal,522,Arhar/Tur,202.0,Pulses,Total,25827.0,Hectare,10176.0,Tonnes,0.394,Tonnes/Hectare,Warangal
196793,2009-2010,Telangana,36,Warangal,522,Banana,606.0,Fruits,Whole Year,190.0,Hectare,5728.0,Tonnes,30.147,Tonnes/Hectare,Warangal
196794,2009-2010,Telangana,36,Warangal,522,Castor Seed,1002.0,Oilseeds,Kharif,887.0,Hectare,645.0,Tonnes,0.727,Tonnes/Hectare,Warangal
196795,2009-2010,Telangana,36,Warangal,522,Coriander,509.0,Spices,Whole Year,193.0,Hectare,68.0,Tonnes,0.352,Tonnes/Hectare,Warangal
196796,2009-2010,Telangana,36,Warangal,522,Cotton(Lint),1101.0,Fiber Crops,Kharif,185340.0,Hectare,527674.0,Tonnes,2.847,Tonnes/Hectare,Warangal
196797,2009-2010,Telangana,36,Warangal,522,Dry Chillies,502.0,Spices,Kharif,15749.0,Hectare,58350.0,Tonnes,3.705,Tonnes/Hectare,Warangal
196798,2009-2010,Telangana,36,Warangal,522,Dry Chillies,502.0,Spices,Rabi,11209.0,Hectare,37449.0,Tonnes,3.341,Tonnes/Hectare,Warangal
196799,2009-2010,Telangana,36,Warangal,522,Dry Chillies,502.0,Spices,Total,26958.0,Hectare,95799.0,Tonnes,3.554,Tonnes/Hectare,Warangal
196800,2009-2010,Telangana,36,Warangal,522,Gram,201.0,Pulses,Rabi,1524.0,Hectare,1346.0,Tonnes,0.883,Tonnes/Hectare,Warangal
196801,2009-2010,Telangana,36,Warangal,522,Groundnut,1001.0,Oilseeds,Kharif,6793.0,Hectare,9157.0,Tonnes,1.348,Tonnes/Hectare,Warangal
196802,2009-2010,Telangana,36,Warangal,522,Groundnut,1001.0,Oilseeds,Rabi,27838.0,Hectare,43956.0,Tonnes,1.579,Tonnes/Hectare,Warangal
196803,2009-2010,Telangana,36,Warangal,522,Groundnut,1001.0,Oilseeds,Total,34631.0,Hectare,53113.0,Tonnes,1.534,Tonnes/Hectare,Warangal
196804,2009-2010,Telangana,36,Warangal,522,Horse-Gram,206.0,Pulses,Rabi,338.0,Hectare,100.0,Tonnes,0.296,Tonnes/Hectare,Warangal
196805,2009-2010,Telangana,36,Warangal,522,Jowar,102.0,Cereals,Kharif,101.0,Hectare,111.0,Tonnes,1.099,Tonnes/Hectare,Warangal
196806,2009-2010,Telangana,36,Warangal,522,Jowar,102.0,Cereals,Rabi,11288.0,Hectare,8093.0,Tonnes,0.717,Tonnes/Hectare,Warangal
196807,2009-2010,Telangana,36,Warangal,522,Jowar,102.0,Cereals,Total,11389.0,Hectare,8204.0,Tonnes,0.72,Tonnes/Hectare,Warangal
196808,2009-2010,Telangana,36,Warangal,522,Maize,104.0,Cereals,Kharif,46085.0,Hectare,99083.0,Tonnes,2.15,Tonnes/Hectare,Warangal
196809,2009-2010,Telangana,36,Warangal,522,Maize,104.0,Cereals,Rabi,22532.0,Hectare,101394.0,Tonnes,4.5,Tonnes/Hectare,Warangal
196810,2009-2010,Telangana,36,Warangal,522,Maize,104.0,Cereals,Total,68617.0,Hectare,200477.0,Tonnes,2.922,Tonnes/Hectare,Warangal
196811,2009-2010,Telangana,36,Warangal,522,Mesta,1103.0,Fiber Crops,Kharif,147.0,Hectare,1221.0,Tonnes,8.306,Tonnes/Hectare,Warangal
196812,2009-2010,Telangana,36,Warangal,522,Moong(Green Gram),204.0,Pulses,Kharif,26269.0,Hectare,8800.0,Tonnes,0.335,Tonnes/Hectare,Warangal
196813,2009-2010,Telangana,36,Warangal,522,Moong(Green Gram),204.0,Pulses,Rabi,3142.0,Hectare,1452.0,Tonnes,0.462,Tonnes/Hectare,Warangal
196814,2009-2010,Telangana,36,Warangal,522,Moong(Green Gram),204.0,Pulses,Total,29411.0,Hectare,10252.0,Tonnes,0.349,Tonnes/Hectare,Warangal
196815,2009-2010,Telangana,36,Warangal,522,Onion,708.0,Vegetable,Kharif,15.0,Hectare,261.0,Tonnes,17.4,Tonnes/Hectare,Warangal
196816,2009-2010,Telangana,36,Warangal,522,Onion,708.0,Vegetable,Rabi,450.0,Hectare,10921.0,Tonnes,24.269,Tonnes/Hectare,Warangal
196817,2009-2010,Telangana,36,Warangal,522,Onion,708.0,Vegetable,Total,465.0,Hectare,11182.0,Tonnes,24.047,Tonnes/Hectare,Warangal
196818,2009-2010,Telangana,36,Warangal,522,Rice,101.0,Cereals,Kharif,84342.0,Hectare,209253.0,Tonnes,2.481,Tonnes/Hectare,Warangal
196819,2009-2010,Telangana,36,Warangal,522,Rice,101.0,Cereals,Rabi,40087.0,Hectare,107072.0,Tonnes,2.671,Tonnes/Hectare,Warangal
196820,2009-2010,Telangana,36,Warangal,522,Rice,101.0,Cereals,Total,124429.0,Hectare,316325.0,Tonnes,2.542,Tonnes/Hectare,Warangal
196821,2009-2010,Telangana,36,Warangal,522,Sesamum,1003.0,Oilseeds,Kharif,9495.0,Hectare,798.0,Tonnes,0.084,Tonnes/Hectare,Warangal
196822,2009-2010,Telangana,36,Warangal,522,Sesamum,1003.0,Oilseeds,Rabi,213.0,Hectare,70.0,Tonnes,0.329,Tonnes/Hectare,Warangal
196823,2009-2010,Telangana,36,Warangal,522,Sesamum,1003.0,Oilseeds,Total,9708.0,Hectare,868.0,Tonnes,0.089,Tonnes/Hectare,Warangal
196824,2009-2010,Telangana,36,Warangal,522,Soyabean,1009.0,Oilseeds,Kharif,4.0,Hectare,3.0,Tonnes,0.75,Tonnes/Hectare,Warangal
196825,2009-2010,Telangana,36,Warangal,522,Sunflower,1007.0,Oilseeds,Whole Year,241.0,Hectare,237.0,Tonnes,0.983,Tonnes/Hectare,Warangal
196826,2009-2010,Telangana,36,Warangal,522,Sweet Potato,703.0,Vegetable,Whole Year,106.0,Hectare,214.0,Tonnes,2.019,Tonnes/Hectare,Warangal
196827,2009-2010,Telangana,36,Warangal,522,Tobacco,1302.0,Drugs And Narcotics,Whole Year,965.0,Hectare,1828.0,Tonnes,1.894,Tonnes/Hectare,Warangal
196828,2009-2010,Telangana,36,Warangal,522,Turmeric,504.0,Spices,Whole Year,12723.0,Hectare,57801.0,Tonnes,4.543,Tonnes/Hectare,Warangal
196829,2009-2010,Telangana,36,Warangal,522,Urad,203.0,Pulses,Kharif,1419.0,Hectare,135.0,Tonnes,0.095,Tonnes/Hectare,Warangal
196830,2009-2010,Telangana,36,Warangal,522,Urad,203.0,Pulses,Rabi,1981.0,Hectare,1377.0,Tonnes,0.695,Tonnes/Hectare,Warangal
196831,2009-2010,Telangana,36,Warangal,522,Urad,203.0,Pulses,Total,3400.0,Hectare,1512.0,Tonnes,0.445,Tonnes/Hectare,Warangal
213274,2010-2011,Telangana,36,Adilabad,501,Arhar/Tur,202.0,Pulses,Kharif,47884.0,Hectare,26193.0,Tonnes,0.547,Tonnes/Hectare,Adilabad
213275,2010-2011,Telangana,36,Adilabad,501,Arhar/Tur,202.0,Pulses,Rabi,1648.0,Hectare,901.0,Tonnes,0.547,Tonnes/Hectare,Adilabad
213276,2010-2011,Telangana,36,Adilabad,501,Arhar/Tur,202.0,Pulses,Total,49532.0,Hectare,27094.0,Tonnes,0.547,Tonnes/Hectare,Adilabad
213277,2010-2011,Telangana,36,Adilabad,501,Bajra,103.0,Cereals,Rabi,1555.0,Hectare,1127.0,Tonnes,0.725,Tonnes/Hectare,Adilabad
213278,2010-2011,Telangana,36,Adilabad,501,Banana,606.0,Fruits,Whole Year,6.0,Hectare,196.0,Tonnes,32.667,Tonnes/Hectare,Adilabad
213279,2010-2011,Telangana,36,Adilabad,501,Cashewnut,619.0,Fruits,Whole Year,29.0,Hectare,10.0,Tonnes,0.345,Tonnes/Hectare,Adilabad
213280,2010-2011,Telangana,36,Adilabad,501,Castor Seed,1002.0,Oilseeds,Kharif,188.0,Hectare,92.0,Tonnes,0.489,Tonnes/Hectare,Adilabad
213281,2010-2011,Telangana,36,Adilabad,501,Coriander,509.0,Spices,Whole Year,300.0,Hectare,203.0,Tonnes,0.677,Tonnes/Hectare,Adilabad
213282,2010-2011,Telangana,36,Adilabad,501,Cotton(Lint),1101.0,Fiber Crops,Kharif,324981.0,Hectare,659520.0,Tonnes,2.029,Tonnes/Hectare,Adilabad
