id,year,state_name,state_code,district_name,district_code,crop_name,crop_code,crop_type,season,area,area_unit,production,production_unit,yield,yield_unit,old_district_name
7545,1997-1998,Telangana,36,Khammam,509,Urad,203.0,Pulses,Total,7200.0,Hectare,3600.0,Tonnes,0.5,Tonnes/Hectare,Khammam
7441,1997-1998,Telangana,36,Adilabad,501,Arhar/Tur,202.0,Pulses,Kharif,32200.0,Hectare,1100.0,Tonnes,0.034,Tonnes/Hectare,Adilabad
7442,1997-1998,Telangana,36,Adilabad,501,Castor Seed,1002.0,Oilseeds,Kharif,2600.0,Hectare,700.0,Tonnes,0.269,Tonnes/Hectare,Adilabad
7443,1997-1998,Telangana,36,Adilabad,501,Cotton(Lint),1101.0,Fiber Crops,Kharif,144900.0,Hectare,66500.0,Tonnes,0.459,Tonnes/Hectare,Adilabad
7444,1997-1998,Telangana,36,Adilabad,501,Dry Chillies,502.0,Spices,Kharif,5500.0,Hectare,3100.0,Tonnes,0.564,Tonnes/Hectare,Adilabad
7445,1997-1998,Telangana,36,Adilabad,501,Dry Chillies,502.0,Spices,Rabi,700.0,Hectare,1600.0,Tonnes,2.286,Tonnes/Hectare,Adilabad
7446,1997-1998,Telangana,36,Adilabad,501,Dry Chillies,502.0,Spices,Total,6200.0,Hectare,4700.0,Tonnes,0.758,Tonnes/Hectare,Adilabad
7447,1997-1998,Telangana,36,Adilabad,501,Gram,201.0,Pulses,Rabi,4000.0,Hectare,500.0,Tonnes,0.125,Tonnes/Hectare,Adilabad
7448,1997-1998,Telangana,36,Adilabad,501,Groundnut,1001.0,Oilseeds,Rabi,3700.0,Hectare,3300.0,Tonnes,0.892,Tonnes/Hectare,Adilabad
7449,1997-1998,Telangana,36,Adilabad,501,Horse-Gram,206.0,Pulses,Rabi,3200.0,Hectare,300.0,Tonnes,0.094,Tonnes/Hectare,Adilabad
7450,1997-1998,Telangana,36,Adilabad,501,Jowar,102.0,Cereals,Kharif,58200.0,Hectare,31500.0,Tonnes,0.541,Tonnes/Hectare,Adilabad
7451,1997-1998,Telangana,36,Adilabad,501,Jowar,102.0,Cereals,Rabi,96100.0,Hectare,33500.0,Tonnes,0.349,Tonnes/Hectare,Adilabad
7452,1997-1998,Telangana,36,Adilabad,501,Jowar,102.0,Cereals,Total,154300.0,Hectare,65000.0,Tonnes,0.421,Tonnes/Hectare,Adilabad
7453,1997-1998,Telangana,36,Adilabad,501,Maize,104.0,Cereals,Kharif,23900.0,Hectare,63000.0,Tonnes,2.636,Tonnes/Hectare,Adilabad
7454,1997-1998,Telangana,36,Adilabad,501,Maize,104.0,Cereals,Rabi,4600.0,Hectare,13700.0,Tonnes,2.978,Tonnes/Hectare,Adilabad
7455,1997-1998,Telangana,36,Adilabad,501,Maize,104.0,Cereals,Total,28500.0,Hectare,76700.0,Tonnes,2.691,Tonnes/Hectare,Adilabad
7456,1997-1998,Telangana,36,Adilabad,501,Moong(Green Gram),204.0,Pulses,Kharif,20600.0,Hectare,3600.0,Tonnes,0.175,Tonnes/Hectare,Adilabad
7457,1997-1998,Telangana,36,Adilabad,501,Moong(Green Gram),204.0,Pulses,Rabi,4800.0,Hectare,600.0,Tonnes,0.125,Tonnes/Hectare,Adilabad
7458,1997-1998,Telangana,36,Adilabad,501,Moong(Green Gram),204.0,Pulses,Total,25400.0,Hectare,4200.0,Tonnes,0.165,Tonnes/Hectare,Adilabad
7459,1997-1998,Telangana,36,Adilabad,501,Other Kharif Pulses,288.0,Pulses,Kharif,1500.0,Hectare,200.0,Tonnes,0.133,Tonnes/Hectare,Adilabad
7460,1997-1998,Telangana,36,Adilabad,501,Other Rabi Pulses,288.0,Pulses,Rabi,2300.0,Hectare,300.0,Tonnes,0.13,Tonnes/Hectare,Adilabad
7461,1997-1998,Telangana,36,Adilabad,501,Rice,101.0,Cereals,Kharif,30600.0,Hectare,29100.0,Tonnes,0.951,Tonnes/Hectare,Adilabad
7462,1997-1998,Telangana,36,Adilabad,501,Rice,101.0,Cereals,Rabi,5200.0,Hectare,12400.0,Tonnes,2.385,Tonnes/Hectare,Adilabad
7463,1997-1998,Telangana,36,Adilabad,501,Rice,101.0,Cereals,Total,35800.0,Hectare,41500.0,Tonnes,1.159,Tonnes/Hectare,Adilabad
7464,1997-1998,Telangana,36,Adilabad,501,Sesamum,1003.0,Oilseeds,Kharif,21700.0,Hectare,1000.0,Tonnes,0.046,Tonnes/Hectare,Adilabad
7465,1997-1998,Telangana,36,Adilabad,501,Sesamum,1003.0,Oilseeds,Rabi,3900.0,Hectare,400.0,Tonnes,0.103,Tonnes/Hectare,Adilabad
7466,1997-1998,Telangana,36,Adilabad,501,Sesamum,1003.0,Oilseeds,Total,25600.0,Hectare,1400.0,Tonnes,0.055,Tonnes/Hectare,Adilabad
7467,1997-1998,Telangana,36,Adilabad,501,Sugarcane,401.0,Sugar,Kharif,200.0,Hectare,15400.0,Tonnes,77.0,Tonnes/Hectare,Adilabad
7468,1997-1998,Telangana,36,Adilabad,501,Sunflower,1007.0,Oilseeds,Kharif,5200.0,Hectare,2300.0,Tonnes,0.442,Tonnes/Hectare,Adilabad
7469,1997-1998,Telangana,36,Adilabad,501,Sunflower,1007.0,Oilseeds,Rabi,1600.0,Hectare,600.0,Tonnes,0.375,Tonnes/Hectare,Adilabad
7470,1997-1998,Telangana,36,Adilabad,501,Sunflower,1007.0,Oilseeds,Total,6800.0,Hectare,2900.0,Tonnes,0.426,Tonnes/Hectare,Adilabad
7471,1997-1998,Telangana,36,Adilabad,501,Urad,203.0,Pulses,Kharif,19500.0,Hectare,6600.0,Tonnes,0.338,Tonnes/Hectare,Adilabad
7472,1997-1998,Telangana,36,Adilabad,501,Urad,203.0,Pulses,Rabi,600.0,Hectare,100.0,Tonnes,0.167,Tonnes/Hectare,Adilabad
7473,1997-1998,Telangana,36,Adilabad,501,Urad,203.0,Pulses,Total,20100.0,Hectare,6700.0,Tonnes,0.333,Tonnes/Hectare,Adilabad
7474,1997-1998,Telangana,36,Adilabad,501,Wheat,106.0,Cereals,Rabi,3600.0,Hectare,2000.0,Tonnes,0.556,Tonnes/Hectare,Adilabad
7475,1997-1998,Telangana,36,Hyderabad,507,Rice,101.0,Cereals,Kharif,100.0,Hectare,100.0,Tonnes,1.0,Tonnes/Hectare,Hyderabad
7476,1997-1998,Telangana,36,Hyderabad,507,Rice,101.0,Cereals,Rabi,100.0,Hectare,100.0,Tonnes,1.0,Tonnes/Hectare,Hyderabad
7477,1997-1998,Telangana,36,Hyderabad,507,Rice,101.0,Cereals,Total,200.0,Hectare,200.0,Tonnes,1.0,Tonnes/Hectare,Hyderabad
7478,1997-1998,Telangana,36,Karimnagar,508,Arhar/Tur,202.0,Pulses,Kharif,3100.0,Hectare,400.0,Tonnes,0.129,Tonnes/Hectare,Karimnagar
7479,1997-1998,Telangana,36,Karimnagar,508,Castor Seed,1002.0,Oilseeds,Kharif,600.0,Hectare,200.0,Tonnes,0.333,Tonnes/Hectare,Karimnagar
7480,1997-1998,Telangana,36,Karimnagar,508,Cotton(Lint),1101.0,Fiber Crops,Kharif,60400.0,Hectare,106300.0,Tonnes,1.76,Tonnes/Hectare,Karimnagar
7481,1997-1998,Telangana,36,Karimnagar,508,Dry Chillies,502.0,Spices,Kharif,11000.0,Hectare,23800.0,Tonnes,2.164,Tonnes/Hectare,Karimnagar
7482,1997-1998,Telangana,36,Karimnagar,508,Dry Chillies,502.0,Spices,Rabi,1100.0,Hectare,2400.0,Tonnes,2.182,Tonnes/Hectare,Karimnagar
7483,1997-1998,Telangana,36,Karimnagar,508,Dry Chillies,502.0,Spices,Total,12100.0,Hectare,26200.0,Tonnes,2.165,Tonnes/Hectare,Karimnagar
7484,1997-1998,Telangana,36,Karimnagar,508,Gram,201.0,Pulses,Rabi,1300.0,Hectare,200.0,Tonnes,0.154,Tonnes/Hectare,Karimnagar
7485,1997-1998,Telangana,36,Karimnagar,508,Groundnut,1001.0,Oilseeds,Kharif,11900.0,Hectare,6700.0,Tonnes,0.563,Tonnes/Hectare,Karimnagar
7486,1997-1998,Telangana,36,Karimnagar,508,Groundnut,1001.0,Oilseeds,Rabi,21200.0,Hectare,22400.0,Tonnes,1.057,Tonnes/Hectare,Karimnagar
7487,1997-1998,Telangana,36,Karimnagar,508,Groundnut,1001.0,Oilseeds,Total,33100.0,Hectare,29100.0,Tonnes,0.879,Tonnes/Hectare,Karimnagar
7488,1997-1998,Telangana,36,Karimnagar,508,Horse-Gram,206.0,Pulses,Rabi,1300.0,Hectare,300.0,Tonnes,0.231,Tonnes/Hectare,Karimnagar
7489,1997-1998,Telangana,36,Karimnagar,508,Jowar,102.0,Cereals,Kharif,400.0,Hectare,200.0,Tonnes,0.5,Tonnes/Hectare,Karimnagar
7490,1997-1998,Telangana,36,Karimnagar,508,Jowar,102.0,Cereals,Rabi,6200.0,Hectare,5200.0,Tonnes,0.839,Tonnes/Hectare,Karimnagar
7491,1997-1998,Telangana,36,Karimnagar,508,Jowar,102.0,Cereals,Total,6600.0,Hectare,5400.0,Tonnes,0.818,Tonnes/Hectare,Karimnagar
7492,1997-1998,Telangana,36,Karimnagar,508,Maize,104.0,Cereals,Kharif,62500.0,Hectare,189600.0,Tonnes,3.034,Tonnes/Hectare,Karimnagar
7493,1997-1998,Telangana,36,Karimnagar,508,Maize,104.0,Cereals,Rabi,30900.0,Hectare,100300.0,Tonnes,3.246,Tonnes/Hectare,Karimnagar
7494,1997-1998,Telangana,36,Karimnagar,508,Maize,104.0,Cereals,Total,93400.0,Hectare,289900.0,Tonnes,3.104,Tonnes/Hectare,Karimnagar
7495,1997-1998,Telangana,36,Karimnagar,508,Moong(Green Gram),204.0,Pulses,Kharif,44200.0,Hectare,7900.0,Tonnes,0.179,Tonnes/Hectare,Karimnagar
7496,1997-1998,Telangana,36,Karimnagar,508,Other Kharif Pulses,288.0,Pulses,Kharif,900.0,Hectare,200.0,Tonnes,0.222,Tonnes/Hectare,Karimnagar
7497,1997-1998,Telangana,36,Karimnagar,508,Other Rabi Pulses,288.0,Pulses,Rabi,500.0,Hectare,100.0,Tonnes,0.2,Tonnes/Hectare,Karimnagar
7498,1997-1998,Telangana,36,Karimnagar,508,Rice,101.0,Cereals,Kharif,103000.0,Hectare,287900.0,Tonnes,2.795,Tonnes/Hectare,Karimnagar
7499,1997-1998,Telangana,36,Karimnagar,508,Rice,101.0,Cereals,Rabi,67600.0,Hectare,185800.0,Tonnes,2.749,Tonnes/Hectare,Karimnagar
7500,1997-1998,Telangana,36,Karimnagar,508,Rice,101.0,Cereals,Total,170600.0,Hectare,473700.0,Tonnes,2.777,Tonnes/Hectare,Karimnagar
7501,1997-1998,Telangana,36,Karimnagar,508,Sesamum,1003.0,Oilseeds,Kharif,3200.0,Hectare,100.0,Tonnes,0.031,Tonnes/Hectare,Karimnagar
7502,1997-1998,Telangana,36,Karimnagar,508,Sesamum,1003.0,Oilseeds,Rabi,700.0,Hectare,100.0,Tonnes,0.143,Tonnes/Hectare,Karimnagar
7503,1997-1998,Telangana,36,Karimnagar,508,Sesamum,1003.0,Oilseeds,Total,3900.0,Hectare,200.0,Tonnes,0.051,Tonnes/Hectare,Karimnagar
7504,1997-1998,Telangana,36,Karimnagar,508,Sugarcane,401.0,Sugar,Kharif,2000.0,Hectare,153700.0,Tonnes,76.85,Tonnes/Hectare,Karimnagar
7505,1997-1998,Telangana,36,Karimnagar,508,Sunflower,1007.0,Oilseeds,Kharif,9500.0,Hectare,4200.0,Tonnes,0.442,Tonnes/Hectare,Karimnagar
7506,1997-1998,Telangana,36,Karimnagar,508,Tobacco,1302.0,Drugs And Narcotics,Kharif,3000.0,Hectare,3600.0,Tonnes,1.2,Tonnes/Hectare,Karimnagar
7507,1997-1998,Telangana,36,Karimnagar,508,Wheat,106.0,Cereals,Rabi,200.0,Hectare,100.0,Tonnes,0.5,Tonnes/Hectare,Karimnagar
7508,1997-1998,Telangana,36,Khammam,509,Arhar/Tur,202.0,Pulses,Kharif,25400.0,Hectare,8400.0,Tonnes,0.331,Tonnes/Hectare,Khammam
7509,1997-1998,Telangana,36,Khammam,509,Arhar/Tur,202.0,Pulses,Rabi,200.0,Hectare,100.0,Tonnes,0.5,Tonnes/Hectare,Khammam
7510,1997-1998,Telangana,36,Khammam,509,Arhar/Tur,202.0,Pulses,Total,25600.0,Hectare,8500.0,Tonnes,0.332,Tonnes/Hectare,Khammam
7511,1997-1998,Telangana,36,Khammam,509,Bajra,103.0,Cereals,Kharif,500.0,Hectare,200.0,Tonnes,0.4,Tonnes/Hectare,Khammam
7512,1997-1998,Telangana,36,Khammam,509,Cotton(Lint),1101.0,Fiber Crops,Kharif,71000.0,Hectare,89400.0,Tonnes,1.259,Tonnes/Hectare,Khammam
7513,1997-1998,Telangana,36,Khammam,509,Dry Chillies,502.0,Spices,Kharif,9900.0,Hectare,24700.0,Tonnes,2.495,Tonnes/Hectare,Khammam
7514,1997-1998,Telangana,36,Khammam,509,Dry Chillies,502.0,Spices,Rabi,7500.0,Hectare,18600.0,Tonnes,2.48,Tonnes/Hectare,Khammam
7515,1997-1998,Telangana,36,Khammam,509,Dry Chillies,502.0,Spices,Total,17400.0,Hectare,43300.0,Tonnes,2.489,Tonnes/Hectare,Khammam
7516,1997-1998,Telangana,36,Khammam,509,Groundnut,1001.0,Oilseeds,Kharif,2300.0,Hectare,1700.0,Tonnes,0.739,Tonnes/Hectare,Khammam
7517,1997-1998,Telangana,36,Khammam,509,Groundnut,1001.0,Oilseeds,Rabi,17000.0,Hectare,21400.0,Tonnes,1.259,Tonnes/Hectare,Khammam
7518,1997-1998,Telangana,36,Khammam,509,Groundnut,1001.0,Oilseeds,Total,19300.0,Hectare,23100.0,Tonnes,1.197,Tonnes/Hectare,Khammam
7519,1997-1998,Telangana,36,Khammam,509,Horse-Gram,206.0,Pulses,Kharif,200.0,Hectare,100.0,Tonnes,0.5,Tonnes/Hectare,Khammam
7520,1997-1998,Telangana,36,Khammam,509,Horse-Gram,206.0,Pulses,Rabi,1300.0,Hectare,800.0,Tonnes,0.615,Tonnes/Hectare,Khammam
7521,1997-1998,Telangana,36,Khammam,509,Horse-Gram,206.0,Pulses,Total,1500.0,Hectare,900.0,Tonnes,0.6,Tonnes/Hectare,Khammam
7522,1997-1998,Telangana,36,Khammam,509,Jowar,102.0,Cereals,Kharif,3100.0,Hectare,2200.0,Tonnes,0.71,Tonnes/Hectare,Khammam
7523,1997-1998,Telangana,36,Khammam,509,Jowar,102.0,Cereals,Rabi,22400.0,Hectare,16400.0,Tonnes,0.732,Tonnes/Hectare,Khammam
7524,1997-1998,Telangana,36,Khammam,509,Jowar,102.0,Cereals,Total,25500.0,Hectare,18600.0,Tonnes,0.729,Tonnes/Hectare,Khammam
7525,1997-1998,Telangana,36,Khammam,509,Maize,104.0,Cereals,Kharif,21500.0,Hectare,65600.0,Tonnes,3.051,Tonnes/Hectare,Khammam
7526,1997-1998,Telangana,36,Khammam,509,Maize,104.0,Cereals,Rabi,2800.0,Hectare,8500.0,Tonnes,3.036,Tonnes/Hectare,Khammam
7527,1997-1998,Telangana,36,Khammam,509,Maize,104.0,Cereals,Total,24300.0,Hectare,74100.0,Tonnes,3.049,Tonnes/Hectare,Khammam
7528,1997-1998,Telangana,36,Khammam,509,Moong(Green Gram),204.0,Pulses,Kharif,36000.0,Hectare,15600.0,Tonnes,0.433,Tonnes/Hectare,Khammam
7529,1997-1998,Telangana,36,Khammam,509,Moong(Green Gram),204.0,Pulses,Rabi,1500.0,Hectare,200.0,Tonnes,0.133,Tonnes/Hectare,Khammam
7530,1997-1998,Telangana,36,Khammam,509,Moong(Green Gram),204.0,Pulses,Total,37500.0,Hectare,15800.0,Tonnes,0.421,Tonnes/Hectare,Khammam
7531,1997-1998,Telangana,36,Khammam,509,Rice,101.0,Cereals,Kharif,121100.0,Hectare,251900.0,Tonnes,2.08,Tonnes/Hectare,Khammam
7532,1997-1998,Telangana,36,Khammam,509,Rice,101.0,Cereals,Rabi,8600.0,Hectare,16900.0,Tonnes,1.965,Tonnes/Hectare,Khammam
7533,1997-1998,Telangana,36,Khammam,509,Rice,101.0,Cereals,Total,129700.0,Hectare,268800.0,Tonnes,2.072,Tonnes/Hectare,Khammam
7534,1997-1998,Telangana,36,Khammam,509,Sesamum,1003.0,Oilseeds,Kharif,1200.0,Hectare,100.0,Tonnes,0.083,Tonnes/Hectare,Khammam
7535,1997-1998,Telangana,36,Khammam,509,Sesamum,1003.0,Oilseeds,Rabi,6900.0,Hectare,1100.0,Tonnes,0.159,Tonnes/Hectare,Khammam
7536,1997-1998,Telangana,36,Khammam,509,Sesamum,1003.0,Oilseeds,Total,8100.0,Hectare,1200.0,Tonnes,0.148,Tonnes/Hectare,Khammam
7537,1997-1998,Telangana,36,Khammam,509,Small Millets,108.0,Cereals,Kharif,2000.0,Hectare,100.0,Tonnes,0.05,Tonnes/Hectare,Khammam
7538,1997-1998,Telangana,36,Khammam,509,Small Millets,108.0,Cereals,Rabi,1000.0,Hectare,100.0,Tonnes,0.1,Tonnes/Hectare,Khammam
7539,1997-1998,Telangana,36,Khammam,509,Small Millets,108.0,Cereals,Total,3000.0,Hectare,200.0,Tonnes,0.067,Tonnes/Hectare,Khammam
7540,1997-1998,Telangana,36,Khammam,509,Sugarcane,401.0,Sugar,Kharif,2400.0,Hectare,172900.0,Tonnes,72.042,Tonnes/Hectare,Khammam
7541,1997-1998,Telangana,36,Khammam,509,Sunflower,1007.0,Oilseeds,Kharif,3800.0,Hectare,1700.0,Tonnes,0.447,Tonnes/Hectare,Khammam
7542,1997-1998,Telangana,36,Khammam,509,Tobacco,1302.0,Drugs And Narcotics,Kharif,10100.0,Hectare,11500.0,Tonnes,1.139,Tonnes/Hectare,Khammam
7543,1997-1998,Telangana,36,Khammam,509,Urad,203.0,Pulses,Kharif,900.0,Hectare,300.0,Tonnes,0.333,Tonnes/Hectare,Khammam
7544,1997-1998,Telangana,36,Khammam,509,Urad,203.0,Pulses,Rabi,6300.0,Hectare,3300.0,Tonnes,0.524,Tonnes/Hectare,Khammam
7546,1997-1998,Telangana,36,Mahabubnagar,512,Arhar/Tur,202.0,Pulses,Kharif,36200.0,Hectare,6100.0,Tonnes,0.169,Tonnes/Hectare,Mahabubnagar
7547,1997-1998,Telangana,36,Mahabubnagar,512,Bajra,103.0,Cereals,Kharif,9500.0,Hectare,3500.0,Tonnes,0.368,Tonnes/Hectare,Mahabubnagar
7548,1997-1998,Telangana,36,Mahabubnagar,512,Castor Seed,1002.0,Oilseeds,Kharif,61100.0,Hectare,14800.0,Tonnes,0.242,Tonnes/Hectare,Mahabubnagar
7549,1997-1998,Telangana,36,Mahabubnagar,512,Cotton(Lint),1101.0,Fiber Crops,Kharif,58100.0,Hectare,52300.0,Tonnes,0.9,Tonnes/Hectare,Mahabubnagar
7550,1997-1998,Telangana,36,Mahabubnagar,512,Dry Chillies,502.0,Spices,Kharif,5600.0,Hectare,7500.0,Tonnes,1.339,Tonnes/Hectare,Mahabubnagar
7551,1997-1998,Telangana,36,Mahabubnagar,512,Dry Chillies,502.0,Spices,Rabi,1700.0,Hectare,3700.0,Tonnes,2.176,Tonnes/Hectare,Mahabubnagar
7552,1997-1998,Telangana,36,Mahabubnagar,512,Dry Chillies,502.0,Spices,Total,7300.0,Hectare,11200.0,Tonnes,1.534,Tonnes/Hectare,Mahabubnagar
7553,1997-1998,Telangana,36,Mahabubnagar,512,Gram,201.0,Pulses,Rabi,3000.0,Hectare,400.0,Tonnes,0.133,Tonnes/Hectare,Mahabubnagar
7554,1997-1998,Telangana,36,Mahabubnagar,512,Groundnut,1001.0,Oilseeds,Kharif,97600.0,Hectare,40600.0,Tonnes,0.416,Tonnes/Hectare,Mahabubnagar
7555,1997-1998,Telangana,36,Mahabubnagar,512,Groundnut,1001.0,Oilseeds,Rabi,41500.0,Hectare,29900.0,Tonnes,0.72,Tonnes/Hectare,Mahabubnagar
7556,1997-1998,Telangana,36,Mahabubnagar,512,Groundnut,1001.0,Oilseeds,Total,139100.0,Hectare,70500.0,Tonnes,0.507,Tonnes/Hectare,Mahabubnagar
7557,1997-1998,Telangana,36,Mahabubnagar,512,Horse-Gram,206.0,Pulses,Kharif,10300.0,Hectare,3000.0,Tonnes,0.291,Tonnes/Hectare,Mahabubnagar
7558,1997-1998,Telangana,36,Mahabubnagar,512,Horse-Gram,206.0,Pulses,Rabi,3500.0,Hectare,900.0,Tonnes,0.257,Tonnes/Hectare,Mahabubnagar
7559,1997-1998,Telangana,36,Mahabubnagar,512,Horse-Gram,206.0,Pulses,Total,13800.0,Hectare,3900.0,Tonnes,0.283,Tonnes/Hectare,Mahabubnagar
7560,1997-1998,Telangana,36,Mahabubnagar,512,Jowar,102.0,Cereals,Kharif,97200.0,Hectare,59200.0,Tonnes,0.609,Tonnes/Hectare,Mahabubnagar
7561,1997-1998,Telangana,36,Mahabubnagar,512,Jowar,102.0,Cereals,Rabi,61000.0,Hectare,20000.0,Tonnes,0.328,Tonnes/Hectare,Mahabubnagar
7562,1997-1998,Telangana,36,Mahabubnagar,512,Jowar,102.0,Cereals,Total,158200.0,Hectare,79200.0,Tonnes,0.501,Tonnes/Hectare,Mahabubnagar
7563,1997-1998,Telangana,36,Mahabubnagar,512,Korra,188.0,Cereals,Kharif,1500.0,Hectare,700.0,Tonnes,0.467,Tonnes/Hectare,Mahabubnagar
7564,1997-1998,Telangana,36,Mahabubnagar,512,Maize,104.0,Cereals,Kharif,20000.0,Hectare,53300.0,Tonnes,2.665,Tonnes/Hectare,Mahabubnagar
7565,1997-1998,Telangana,36,Mahabubnagar,512,Maize,104.0,Cereals,Rabi,700.0,Hectare,2100.0,Tonnes,3.0,Tonnes/Hectare,Mahabubnagar
7566,1997-1998,Telangana,36,Mahabubnagar,512,Maize,104.0,Cereals,Total,20700.0,Hectare,55400.0,Tonnes,2.676,Tonnes/Hectare,Mahabubnagar
7567,1997-1998,Telangana,36,Mahabubnagar,512,Mesta,1103.0,Fiber Crops,Kharif,100.0,Hectare,500.0,Tonnes,5.0,Tonnes/Hectare,Mahabubnagar
7568,1997-1998,Telangana,36,Mahabubnagar,512,Moong(Green Gram),204.0,Pulses,Kharif,21300.0,Hectare,2300.0,Tonnes,0.108,Tonnes/Hectare,Mahabubnagar
7569,1997-1998,Telangana,36,Mahabubnagar,512,Ragi,105.0,Cereals,Kharif,7700.0,Hectare,5400.0,Tonnes,0.701,Tonnes/Hectare,Mahabubnagar
7570,1997-1998,Telangana,36,Mahabubnagar,512,Ragi,105.0,Cereals,Rabi,600.0,Hectare,900.0,Tonnes,1.5,Tonnes/Hectare,Mahabubnagar
7571,1997-1998,Telangana,36,Mahabubnagar,512,Ragi,105.0,Cereals,Total,8300.0,Hectare,6300.0,Tonnes,0.759,Tonnes/Hectare,Mahabubnagar
7572,1997-1998,Telangana,36,Mahabubnagar,512,Rice,101.0,Cereals,Kharif,53200.0,Hectare,100700.0,Tonnes,1.893,Tonnes/Hectare,Mahabubnagar
7573,1997-1998,Telangana,36,Mahabubnagar,512,Rice,101.0,Cereals,Rabi,39800.0,Hectare,78200.0,Tonnes,1.965,Tonnes/Hectare,Mahabubnagar
7574,1997-1998,Telangana,36,Mahabubnagar,512,Rice,101.0,Cereals,Total,93000.0,Hectare,178900.0,Tonnes,1.924,Tonnes/Hectare,Mahabubnagar
7575,1997-1998,Telangana,36,Mahabubnagar,512,Samai,188.0,Cereals,Kharif,700.0,Hectare,200.0,Tonnes,0.286,Tonnes/Hectare,Mahabubnagar
7576,1997-1998,Telangana,36,Mahabubnagar,512,Sesamum,1003.0,Oilseeds,Rabi,1400.0,Hectare,100.0,Tonnes,0.071,Tonnes/Hectare,Mahabubnagar
7577,1997-1998,Telangana,36,Mahabubnagar,512,Sunflower,1007.0,Oilseeds,Kharif,25900.0,Hectare,9600.0,Tonnes,0.371,Tonnes/Hectare,Mahabubnagar
7578,1997-1998,Telangana,36,Mahabubnagar,512,Sunflower,1007.0,Oilseeds,Rabi,12500.0,Hectare,4100.0,Tonnes,0.328,Tonnes/Hectare,Mahabubnagar
7579,1997-1998,Telangana,36,Mahabubnagar,512,Sunflower,1007.0,Oilseeds,Total,38400.0,Hectare,13700.0,Tonnes,0.357,Tonnes/Hectare,Mahabubnagar
7580,1997-1998,Telangana,36,Mahabubnagar,512,Tobacco,1302.0,Drugs And Narcotics,Kharif,7400.0,Hectare,8100.0,Tonnes,1.095,Tonnes/Hectare,Mahabubnagar
7581,1997-1998,Telangana,36,Mahabubnagar,512,Urad,203.0,Pulses,Kharif,1200.0,Hectare,400.0,Tonnes,0.333,Tonnes/Hectare,Mahabubnagar
7582,1997-1998,Telangana,36,Mahabubnagar,512,Wheat,106.0,Cereals,Rabi,300.0,Hectare,200.0,Tonnes,0.667,Tonnes/Hectare,Mahabubnagar
7583,1997-1998,Telangana,36,Medak,513,Arhar/Tur,202.0,Pulses,Kharif,10700.0,Hectare,100.0,Tonnes,0.009,Tonnes/Hectare,Medak
7584,1997-1998,Telangana,36,Medak,513,Bajra,103.0,Cereals,Kharif,1700.0,Hectare,600.0,Tonnes,0.353,Tonnes/Hectare,Medak
7585,1997-1998,Telangana,36,Medak,513,Castor Seed,1002.0,Oilseeds,Kharif,2200.0,Hectare,600.0,Tonnes,0.273,Tonnes/Hectare,Medak
7586,1997-1998,Telangana,36,Medak,513,Cotton(Lint),1101.0,Fiber Crops,Kharif,12800.0,Hectare,13400.0,Tonnes,1.047,Tonnes/Hectare,Medak
7587,1997-1998,Telangana,36,Medak,513,Dry Chillies,502.0,Spices,Kharif,7700.0,Hectare,3300.0,Tonnes,0.429,Tonnes/Hectare,Medak
7588,1997-1998,Telangana,36,Medak,513,Dry Chillies,502.0,Spices,Rabi,1700.0,Hectare,3800.0,Tonnes,2.235,Tonnes/Hectare,Medak
7589,1997-1998,Telangana,36,Medak,513,Dry Chillies,502.0,Spices,Total,9400.0,Hectare,7100.0,Tonnes,0.755,Tonnes/Hectare,Medak
7590,1997-1998,Telangana,36,Medak,513,Gram,201.0,Pulses,Rabi,19800.0,Hectare,2400.0,Tonnes,0.121,Tonnes/Hectare,Medak
7591,1997-1998,Telangana,36,Medak,513,Groundnut,1001.0,Oilseeds,Kharif,2200.0,Hectare,1000.0,Tonnes,0.455,Tonnes/Hectare,Medak
7592,1997-1998,Telangana,36,Medak,513,Groundnut,1001.0,Oilseeds,Rabi,5300.0,Hectare,4800.0,Tonnes,0.906,Tonnes/Hectare,Medak
7593,1997-1998,Telangana,36,Medak,513,Groundnut,1001.0,Oilseeds,Total,7500.0,Hectare,5800.0,Tonnes,0.773,Tonnes/Hectare,Medak
7594,1997-1998,Telangana,36,Medak,513,Horse-Gram,206.0,Pulses,Kharif,500.0,Hectare,100.0,Tonnes,0.2,Tonnes/Hectare,Medak
7595,1997-1998,Telangana,36,Medak,513,Horse-Gram,206.0,Pulses,Rabi,1200.0,Hectare,300.0,Tonnes,0.25,Tonnes/Hectare,Medak
7596,1997-1998,Telangana,36,Medak,513,Horse-Gram,206.0,Pulses,Total,1700.0,Hectare,400.0,Tonnes,0.235,Tonnes/Hectare,Medak
7597,1997-1998,Telangana,36,Medak,513,Jowar,102.0,Cereals,Kharif,44100.0,Hectare,30200.0,Tonnes,0.685,Tonnes/Hectare,Medak
7598,1997-1998,Telangana,36,Medak,513,Jowar,102.0,Cereals,Rabi,55600.0,Hectare,20800.0,Tonnes,0.374,Tonnes/Hectare,Medak
7599,1997-1998,Telangana,36,Medak,513,Jowar,102.0,Cereals,Total,99700.0,Hectare,51000.0,Tonnes,0.512,Tonnes/Hectare,Medak
7600,1997-1998,Telangana,36,Medak,513,Maize,104.0,Cereals,Kharif,68900.0,Hectare,149400.0,Tonnes,2.168,Tonnes/Hectare,Medak
