id,date,state_code,state_name,district_code,district_name,actual,rfs,normal,deviation
2967538,2024-07-31,36,Telangana,516,Nizamabad,,0.0,11.0,
2967539,2024-07-31,36,Telangana,508,Karimnagar,,0.0,10.3,
2967540,2024-07-31,36,Telangana,509,Khammam,,0.0,12.9,
2967541,2024-07-31,36,Telangana,512,Mahabubnagar,,0.0,5.8,
2967542,2024-06-01,36,Telangana,513,Medak,,0.0,2.0,
2967543,2024-06-01,36,Telangana,501,Adilabad,,0.0,1.5,
2967544,2024-06-01,36,Telangana,514,Nalgonda,,0.0,2.0,
2967545,2024-06-01,36,Telangana,518,Ranga Reddy,,0.0,2.0,
2967546,2024-06-01,36,Telangana,507,Hyderabad,,0.0,1.3,
2967547,2024-06-01,36,Telangana,522,Warangal,,0.0,1.6,
2967548,2024-06-01,36,Telangana,516,Nizamabad,,0.0,1.6,
2967549,2024-06-01,36,Telangana,508,Karimnagar,,0.0,0.8,
2967550,2024-06-01,36,Telangana,509,Khammam,,0.0,1.9,
2967551,2024-06-01,36,Telangana,512,Mahabubnagar,,0.0,1.0,
2967552,2024-06-02,36,Telangana,513,Medak,,0.0,3.1,
2967553,2024-06-02,36,Telangana,501,Adilabad,,0.0,1.8,
2967554,2024-06-02,36,Telangana,514,Nalgonda,,0.0,2.5,
2967555,2024-06-02,36,Telangana,518,Ranga Reddy,,0.0,3.1,
2967556,2024-06-02,36,Telangana,507,Hyderabad,,0.0,1.7,
2967557,2024-06-02,36,Telangana,522,Warangal,,0.0,4.0,
2967558,2024-06-02,36,Telangana,516,Nizamabad,,0.0,2.3,
2967559,2024-06-02,36,Telangana,508,Karimnagar,,0.0,2.5,
2967560,2024-06-02,36,Telangana,509,Khammam,,0.0,3.2,
2967561,2024-06-02,36,Telangana,512,Mahabubnagar,,0.0,3.5,
2967562,2024-06-03,36,Telangana,513,Medak,,0.0,2.7,
2967563,2024-06-03,36,Telangana,501,Adilabad,,0.0,1.8,
2967564,2024-06-03,36,Telangana,514,Nalgonda,,0.0,2.3,
2967565,2024-06-03,36,Telangana,518,Ranga Reddy,,0.0,2.3,
2967566,2024-06-03,36,Telangana,507,Hyderabad,,0.0,3.3,
2967567,2024-06-03,36,Telangana,522,Warangal,,0.0,2.2,
2967568,2024-06-03,36,Telangana,516,Nizamabad,,0.0,2.5,
2967569,2024-06-03,36,Telangana,508,Karimnagar,,0.0,3.6,
2967570,2024-06-03,36,Telangana,509,Khammam,,0.0,2.7,
2967571,2024-06-03,36,Telangana,512,Mahabubnagar,,0.0,2.4,
2967572,2024-06-04,36,Telangana,513,Medak,,0.0,2.9,
2967573,2024-06-04,36,Telangana,501,Adilabad,,0.0,3.4,
2967574,2024-06-04,36,Telangana,514,Nalgonda,,0.0,2.6,
2967575,2024-06-04,36,Telangana,518,Ranga Reddy,,0.0,1.9,
2967576,2024-06-04,36,Telangana,507,Hyderabad,,0.0,1.2,
2967577,2024-06-04,36,Telangana,522,Warangal,,0.0,3.5,
2967578,2024-06-04,36,Telangana,516,Nizamabad,,0.0,2.6,
2967579,2024-06-04,36,Telangana,508,Karimnagar,,0.0,5.1,
2967580,2024-06-04,36,Telangana,509,Khammam,,0.0,2.1,
2967581,2024-06-04,36,Telangana,512,Mahabubnagar,,0.0,1.8,
2967582,2024-06-05,36,Telangana,513,Medak,,0.0,5.1,
2967583,2024-06-05,36,Telangana,501,Adilabad,,0.0,4.5,
2967584,2024-06-05,36,Telangana,514,Nalgonda,,0.0,3.7,
2967585,2024-06-05,36,Telangana,518,Ranga Reddy,,0.0,4.3,
2967586,2024-06-05,36,Telangana,507,Hyderabad,,0.0,2.4,
2967587,2024-06-05,36,Telangana,522,Warangal,,0.0,3.6,
2967588,2024-06-05,36,Telangana,516,Nizamabad,,0.0,4.6,
2967589,2024-06-05,36,Telangana,508,Karimnagar,,0.0,4.5,
2967590,2024-06-05,36,Telangana,509,Khammam,,0.0,3.5,
2967591,2024-06-05,36,Telangana,512,Mahabubnagar,,0.0,4.9,
2967592,2024-06-06,36,Telangana,513,Medak,,0.0,4.2,
2967593,2024-06-06,36,Telangana,501,Adilabad,,0.0,4.1,
2967594,2024-06-06,36,Telangana,514,Nalgonda,,0.0,3.5,
2967595,2024-06-06,36,Telangana,518,Ranga Reddy,,0.0,3.1,
2967596,2024-06-06,36,Telangana,507,Hyderabad,,0.0,2.8,
2967597,2024-06-06,36,Telangana,522,Warangal,,0.0,3.1,
2967598,2024-06-06,36,Telangana,516,Nizamabad,,0.0,4.7,
2967599,2024-06-06,36,Telangana,508,Karimnagar,,0.0,2.6,
2967600,2024-06-06,36,Telangana,509,Khammam,,0.0,4.1,
2967601,2024-06-06,36,Telangana,512,Mahabubnagar,,0.0,3.4,
2967602,2024-06-07,36,Telangana,513,Medak,,0.0,4.3,
2967603,2024-06-07,36,Telangana,501,Adilabad,,0.0,2.0,
2967604,2024-06-07,36,Telangana,514,Nalgonda,,0.0,3.3,
2967605,2024-06-07,36,Telangana,518,Ranga Reddy,,0.0,2.0,
2967606,2024-06-07,36,Telangana,507,Hyderabad,,0.0,3.1,
2967607,2024-06-07,36,Telangana,522,Warangal,,0.0,3.1,
2967608,2024-06-07,36,Telangana,516,Nizamabad,,0.0,3.4,
2967609,2024-06-07,36,Telangana,508,Karimnagar,,0.0,3.3,
2967610,2024-06-07,36,Telangana,509,Khammam,,0.0,3.4,
2967611,2024-06-07,36,Telangana,512,Mahabubnagar,,0.0,2.0,
2967612,2024-06-08,36,Telangana,513,Medak,,0.0,3.6,
2967613,2024-06-08,36,Telangana,501,Adilabad,,0.0,1.7,
2967614,2024-06-08,36,Telangana,514,Nalgonda,,0.0,1.8,
2967615,2024-06-08,36,Telangana,518,Ranga Reddy,,0.0,2.3,
2967616,2024-06-08,36,Telangana,507,Hyderabad,,0.0,2.4,
2967617,2024-06-08,36,Telangana,522,Warangal,,0.0,0.9,
2967618,2024-06-08,36,Telangana,516,Nizamabad,,0.0,2.7,
2967619,2024-06-08,36,Telangana,508,Karimnagar,,0.0,1.2,
2967620,2024-06-08,36,Telangana,509,Khammam,,0.0,2.2,
2967621,2024-06-08,36,Telangana,512,Mahabubnagar,,0.0,1.8,
2967622,2024-06-09,36,Telangana,513,Medak,,0.0,3.3,
2967623,2024-06-09,36,Telangana,501,Adilabad,,0.0,2.8,
2967624,2024-06-09,36,Telangana,514,Nalgonda,,0.0,1.5,
2967625,2024-06-09,36,Telangana,518,Ranga Reddy,,0.0,1.5,
2967626,2024-06-09,36,Telangana,507,Hyderabad,,0.0,3.0,
2967627,2024-06-09,36,Telangana,522,Warangal,,0.0,3.3,
2967628,2024-06-09,36,Telangana,516,Nizamabad,,0.0,2.2,
2967629,2024-06-09,36,Telangana,508,Karimnagar,,0.0,2.3,
2967630,2024-06-09,36,Telangana,509,Khammam,,0.0,2.4,
2967631,2024-06-09,36,Telangana,512,Mahabubnagar,,0.0,1.8,
2967632,2024-06-10,36,Telangana,513,Medak,,0.0,1.8,
2967633,2024-06-10,36,Telangana,501,Adilabad,,0.0,3.1,
2967634,2024-06-10,36,Telangana,514,Nalgonda,,0.0,2.5,
2967635,2024-06-10,36,Telangana,518,Ranga Reddy,,0.0,1.5,
2967636,2024-06-10,36,Telangana,507,Hyderabad,,0.0,2.2,
2967637,2024-06-10,36,Telangana,522,Warangal,,0.0,3.0,
2967638,2024-06-10,36,Telangana,516,Nizamabad,,0.0,2.5,
2967639,2024-06-10,36,Telangana,508,Karimnagar,,0.0,3.8,
2967640,2024-06-10,36,Telangana,509,Khammam,,0.0,3.1,
2967641,2024-06-10,36,Telangana,512,Mahabubnagar,,0.0,2.2,
2967642,2024-06-11,36,Telangana,513,Medak,,0.0,2.8,
2967643,2024-06-11,36,Telangana,501,Adilabad,,0.0,3.4,
2967644,2024-06-11,36,Telangana,514,Nalgonda,,0.0,3.1,
2967645,2024-06-11,36,Telangana,518,Ranga Reddy,,0.0,2.1,
2967646,2024-06-11,36,Telangana,507,Hyderabad,,0.0,1.5,
2967647,2024-06-11,36,Telangana,522,Warangal,,0.0,4.6,
2967648,2024-06-11,36,Telangana,516,Nizamabad,,0.0,3.2,
2967649,2024-06-11,36,Telangana,508,Karimnagar,,0.0,2.5,
2967650,2024-06-11,36,Telangana,509,Khammam,,0.0,3.2,
2967651,2024-06-11,36,Telangana,512,Mahabubnagar,,0.0,2.1,
2967652,2024-06-12,36,Telangana,513,Medak,,0.0,3.3,
2967653,2024-06-12,36,Telangana,501,Adilabad,,0.0,3.6,
2967654,2024-06-12,36,Telangana,514,Nalgonda,,0.0,2.2,
2967655,2024-06-12,36,Telangana,518,Ranga Reddy,,0.0,3.8,
2967656,2024-06-12,36,Telangana,507,Hyderabad,,0.0,2.5,
2967657,2024-06-12,36,Telangana,522,Warangal,,0.0,4.7,
2967658,2024-06-12,36,Telangana,516,Nizamabad,,0.0,3.7,
2967659,2024-06-12,36,Telangana,508,Karimnagar,,0.0,4.7,
2967660,2024-06-12,36,Telangana,509,Khammam,,0.0,4.5,
2967661,2024-06-12,36,Telangana,512,Mahabubnagar,,0.0,2.5,
2967662,2024-06-13,36,Telangana,513,Medak,,0.0,4.2,
2967663,2024-06-13,36,Telangana,501,Adilabad,,0.0,3.6,
2967664,2024-06-13,36,Telangana,514,Nalgonda,,0.0,2.8,
2967665,2024-06-13,36,Telangana,518,Ranga Reddy,,0.0,2.6,
2967666,2024-06-13,36,Telangana,507,Hyderabad,,0.0,1.7,
2967667,2024-06-13,36,Telangana,522,Warangal,,0.0,2.5,
